eps_e,s_e,fitness_q132,n_ghosts,n_dark,n_gap
341.0408,2.0140,1.5193,0,24,51
349.2856,2.0140,1.4697,0,24,52
357.7297,2.0140,1.4223,0,24,52
366.3780,2.0140,1.3771,0,23,52
375.2353,2.0140,1.3338,0,23,52
384.3068,2.0140,1.2924,0,24,52
393.5975,2.0140,1.2528,0,24,52
403.1129,2.0140,1.2151,0,24,53
412.8583,2.0140,1.1790,0,25,53
422.8393,2.0140,1.1445,0,25,53
433.0616,2.0140,1.1115,0,25,54
443.5310,2.0140,1.0801,0,25,54
454.2536,2.0140,1.0500,0,25,54
465.2353,2.0140,1.0213,0,25,54
476.4826,2.0140,1.0000,0,25,55
488.0017,2.0140,1.0000,0,25,55
499.7993,2.0140,1.0000,0,25,55
511.8822,2.0140,1.0000,0,25,55
524.2571,2.0140,1.0000,0,25,55
536.9313,2.0140,1.0000,0,24,55
549.9118,2.0140,1.0000,0,25,55
563.2061,2.0140,1.0000,0,25,55
576.8218,2.0140,1.0000,0,25,55
590.7667,2.0140,1.0000,0,25,55
605.0487,2.0140,1.0000,0,25,55
619.6760,2.0140,1.0000,0,26,55
634.6569,2.0140,1.0000,0,26,55
650.0000,2.0140,1.0000,0,26,55
250.0000,2.0160,1.0000,0,26,52
256.0438,2.0160,1.0000,0,26,52
262.2338,2.0160,1.0000,0,27,52
268.5734,2.0160,1.0000,0,27,52
275.0663,2.0160,1.0000,0,27,52
281.7161,2.0160,1.0000,0,27,52
288.5267,2.0160,1.0000,0,27,52
295.5019,2.0160,1.0000,0,27,52
302.6458,2.0160,1.0000,0,27,52
309.9624,2.0160,1.0000,0,27,52
317.4559,2.0160,1.0000,0,27,52
325.1305,2.0160,1.0000,0,27,52
332.9906,2.0160,1.0000,0,27,52
341.0408,2.0160,1.0000,0,27,52
349.2856,2.0160,1.0000,0,27,52
357.7297,2.0160,1.0000,0,27,53
366.3780,2.0160,1.0000,0,27,53
375.2353,2.0160,1.0000,0,27,54
384.3068,2.0160,1.0000,0,27,54
393.5975,2.0160,1.0000,0,27,54
403.1129,2.0160,1.0000,0,27,54
412.8583,2.0160,1.0000,0,27,54
422.8393,2.0160,1.0000,0,26,54
433.0616,2.0160,1.0000,0,26,54
443.5310,2.0160,1.0000,0,26,54
454.2536,2.0160,1.0000,0,27,54
465.2353,2.0160,1.0000,0,27,54
476.4826,2.0160,1.0000,0,26,54
488.0017,2.0160,1.0000,0,26,54
499.7993,2.0160,1.0000,0,26,53
511.8822,2.0160,1.0000,0,26,53
524.2571,2.0160,1.0000,0,26,53
536.9313,2.0160,1.0000,0,27,54
549.9118,2.0160,1.0000,0,27,54
563.2061,2.0160,1.0000,0,27,54
576.8218,2.0160,1.0000,0,26,54
590.7667,2.0160,1.0000,0,26,54
605.0487,2.0160,1.0000,0,26,54
619.6760,2.0160,1.0000,0,26,54
634.6569,2.0160,1.0000,0,26,54
650.0000,2.0160,1.0000,0,26,54
250.0000,2.0180,1.0000,0,27,55
256.0438,2.0180,1.0000,0,27,55
262.2338,2.0180,1.0000,0,27,55
268.5734,2.0180,1.0000,0,27,55
275.0663,2.0180,1.0000,0,27,55
281.7161,2.0180,1.0000,0,27,55
288.5267,2.0180,1.0000,0,27,55
295.5019,2.0180,1.0000,0,27,55
302.6458,2.0180,1.0000,0,27,55
309.9624,2.0180,1.0000,0,28,55
317.4559,2.0180,1.0000,0,28,56
325.1305,2.0180,1.0000,0,28,56
332.9906,2.0180,1.0000,0,28,56
341.0408,2.0180,1.0000,0,28,57
349.2856,2.0180,1.0000,0,28,57
357.7297,2.0180,1.0000,0,28,57
366.3780,2.0180,1.0000,0,28,57
375.2353,2.0180,1.0000,0,28,57
384.3068,2.0180,1.0000,0,28,57
393.5975,2.0180,1.0000,0,28,57
403.1129,2.0180,1.0000,0,28,57
412.8583,2.0180,1.0000,0,28,57
422.8393,2.0180,1.0000,0,27,57
433.0616,2.0180,1.0000,0,27,57
443.5310,2.0180,1.0000,0,27,57
454.2536,2.0180,1.0000,0,27,57
465.2353,2.0180,1.0000,0,27,57
476.4826,2.0180,1.0000,0,27,57
488.0017,2.0180,1.0000,0,28,57
499.7993,2.0180,1.0000,0,28,57
511.8822,2.0180,1.0000,0,28,57
524.2571,2.0180,1.0000,0,28,57
536.9313,2.0180,1.0000,0,28,57
549.9118,2.0180,1.0000,0,29,57
563.2061,2.0180,1.0000,0,29,57
576.8218,2.0180,1.0000,0,29,57
590.7667,2.0180,1.0000,0,28,57
605.0487,2.0180,1.0000,0,28,57
619.6760,2.0180,1.0000,0,28,57
634.6569,2.0180,1.0000,0,28,57
650.0000,2.0180,1.0000,0,28,57
250.0000,2.0200,1.0000,0,27,53
256.0438,2.0200,1.0000,0,27,53
262.2338,2.0200,1.0000,0,27,53
268.5734,2.0200,1.0000,0,27,53
275.0663,2.0200,1.0000,0,27,53
281.7161,2.0200,1.0000,0,27,54
288.5267,2.0200,1.0000,0,27,54
295.5019,2.0200,1.0000,0,27,54
302.6458,2.0200,1.0000,0,27,55
309.9624,2.0200,1.0000,0,27,55
317.4559,2.0200,1.0000,0,27,55
325.1305,2.0200,1.0000,0,27,55
332.9906,2.0200,1.0000,0,27,55
341.0408,2.0200,1.0000,0,27,55
349.2856,2.0200,1.0000,0,27,55
357.7297,2.0200,1.0000,0,27,55
366.3780,2.0200,1.0000,0,27,55
375.2353,2.0200,1.0000,0,27,55
384.3068,2.0200,1.0000,0,26,55
393.5975,2.0200,1.0000,0,26,55
403.1129,2.0200,1.0000,0,26,55
412.8583,2.0200,1.0000,0,26,55
422.8393,2.0200,1.0000,0,26,55
433.0616,2.0200,1.0000,0,27,55
443.5310,2.0200,1.0000,0,27,55
454.2536,2.0200,1.0000,0,27,55
465.2353,2.0200,1.0000,0,28,55
476.4826,2.0200,1.0000,0,28,55
488.0017,2.0200,1.0000,0,28,55
499.7993,2.0200,1.0000,0,28,55
511.8822,2.0200,1.0000,0,28,55
524.2571,2.0200,1.0000,0,28,55
536.9313,2.0200,1.0000,0,28,54
549.9118,2.0200,1.0000,0,28,54
563.2061,2.0200,1.0000,0,28,54
576.8218,2.0200,1.0000,0,28,54
590.7667,2.0200,1.0000,0,28,54
605.0487,2.0200,1.0000,0,28,54
619.6760,2.0200,1.0000,0,28,54
634.6569,2.0200,1.0000,0,28,54
650.0000,2.0200,1.0000,0,28,54
250.0000,2.0220,1.0000,0,28,55
256.0438,2.0220,1.0000,0,28,56
262.2338,2.0220,1.0000,0,28,56
268.5734,2.0220,1.0000,0,28,56
275.0663,2.0220,1.0000,0,28,57
281.7161,2.0220,1.0000,0,28,57
288.5267,2.0220,1.0000,0,28,57
295.5019,2.0220,1.0000,0,28,57
302.6458,2.0220,1.0000,0,28,57
309.9624,2.0220,1.0000,0,28,57
317.4559,2.0220,1.0000,0,28,57
325.1305,2.0220,1.0000,0,28,57
332.9906,2.0220,1.0000,0,28,57
341.0408,2.0220,1.0000,0,28,56
349.2856,2.0220,1.0000,0,28,56
357.7297,2.0220,1.0000,0,28,56
366.3780,2.0220,1.0000,0,28,56
375.2353,2.0220,1.0000,0,28,56
384.3068,2.0220,1.0000,0,28,55
393.5975,2.0220,1.0000,0,29,55
403.1129,2.0220,1.0000,0,29,55
412.8583,2.0220,1.0000,0,29,55
422.8393,2.0220,1.0000,0,29,55
433.0616,2.0220,1.0000,0,29,55
443.5310,2.0220,1.0000,0,29,55
454.2536,2.0220,1.0000,0,29,55
465.2353,2.0220,1.0000,0,29,55
476.4826,2.0220,1.0000,0,29,55
488.0017,2.0220,1.0000,0,29,55
499.7993,2.0220,1.0000,0,29,55
511.8822,2.0220,1.0000,0,29,55
524.2571,2.0220,1.0000,0,29,55
536.9313,2.0220,1.0000,0,29,55
549.9118,2.0220,1.0000,0,29,55
563.2061,2.0220,1.0000,0,29,55
576.8218,2.0220,1.0000,0,29,55
590.7667,2.0220,1.0000,0,29,55
605.0487,2.0220,1.0000,0,29,55
619.6760,2.0220,1.0000,0,29,55
634.6569,2.0220,1.0000,0,29,55
650.0000,2.0220,1.0000,0,29,55
250.0000,2.0240,1.9315,0,27,52
256.0438,2.0240,1.9630,0,27,52
262.2338,2.0240,1.9931,0,27,52
268.5734,2.0240,1.9781,0,27,52
275.0663,2.0240,1.9507,0,27,52
281.7161,2.0240,1.9245,0,27,51
288.5267,2.0240,1.8994,0,27,51
295.5019,2.0240,1.8756,0,27,51
302.6458,2.0240,1.8527,0,27,51
309.9624,2.0240,1.8310,0,27,51
317.4559,2.0240,1.8102,0,27,51
325.1305,2.0240,1.7904,0,27,51
332.9906,2.0240,1.7714,0,27,51
341.0408,2.0240,1.7666,0,27,51
349.2856,2.0240,1.7837,0,27,51
357.7297,2.0240,1.8000,0,28,51
366.3780,2.0240,1.8155,0,28,51
375.2353,2.0240,1.8304,0,28,51
384.3068,2.0240,1.8445,0,28,51
393.5975,2.0240,1.8580,0,28,51
403.1129,2.0240,1.8709,0,28,51
412.8583,2.0240,1.8832,0,28,51
422.8393,2.0240,1.8950,0,28,51
433.0616,2.0240,1.9062,0,28,51
443.5310,2.0240,1.9168,0,28,51
454.2536,2.0240,1.9270,0,27,51
465.2353,2.0240,1.9368,0,27,51
476.4826,2.0240,1.9460,0,27,51
488.0017,2.0240,1.9549,0,27,51
499.7993,2.0240,1.9633,0,27,51
511.8822,2.0240,1.9713,0,27,51
524.2571,2.0240,1.9790,0,27,51
536.9313,2.0240,1.9863,0,27,51
549.9118,2.0240,1.9933,0,27,51
563.2061,2.0240,2.0000,0,27,51
576.8218,2.0240,1.9937,0,27,51
590.7667,2.0240,1.9876,0,27,51
605.0487,2.0240,1.9818,0,27,51
619.6760,2.0240,1.9763,0,27,51
634.6569,2.0240,1.9711,0,27,51
650.0000,2.0240,1.9661,0,27,51
250.0000,2.0260,1.0000,0,27,53
256.0438,2.0260,1.0000,0,27,53
262.2338,2.0260,1.0000,0,27,53
268.5734,2.0260,1.0000,0,27,53
275.0663,2.0260,1.0000,0,27,53
281.7161,2.0260,1.0000,0,27,53
288.5267,2.0260,1.0000,0,27,53
295.5019,2.0260,1.0000,0,27,53
302.6458,2.0260,1.0000,0,27,53
309.9624,2.0260,1.0000,0,27,53
317.4559,2.0260,1.0000,0,26,53
325.1305,2.0260,1.0000,0,26,53
332.9906,2.0260,1.0000,0,27,53
341.0408,2.0260,1.0000,0,27,53
349.2856,2.0260,1.0000,0,27,53
357.7297,2.0260,1.0000,0,27,53
366.3780,2.0260,1.0000,0,27,53
375.2353,2.0260,1.0000,0,27,53
384.3068,2.0260,1.0000,0,27,53
393.5975,2.0260,1.0000,0,27,53
403.1129,2.0260,1.0000,0,27,53
412.8583,2.0260,1.0000,0,27,53
422.8393,2.0260,1.0000,0,27,53
433.0616,2.0260,1.0000,0,27,53
443.5310,2.0260,1.0000,0,27,53
454.2536,2.0260,1.0000,0,27,53
465.2353,2.0260,1.0000,0,27,53
476.4826,2.0260,1.0000,0,27,53
488.0017,2.0260,1.0000,0,27,53
499.7993,2.0260,1.0000,0,27,53
511.8822,2.0260,1.0000,0,27,53
524.2571,2.0260,1.0000,0,27,53
536.9313,2.0260,1.0000,0,27,53
549.9118,2.0260,1.0000,0,27,53
563.2061,2.0260,1.0000,0,27,53
576.8218,2.0260,1.0000,0,27,53
590.7667,2.0260,1.0000,0,27,53
605.0487,2.0260,1.0000,0,27,53
619.6760,2.0260,1.0000,0,27,53
634.6569,2.0260,1.0000,0,27,53
650.0000,2.0260,1.0000,0,27,53
250.0000,2.0280,1.0000,0,26,53
256.0438,2.0280,1.0000,0,26,53
262.2338,2.0280,1.0000,0,26,53
268.5734,2.0280,1.0000,0,26,53
275.0663,2.0280,1.0000,0,26,53
281.7161,2.0280,1.0000,0,26,53
288.5267,2.0280,1.0000,0,26,53
295.5019,2.0280,1.0000,0,26,53
302.6458,2.0280,1.0000,0,26,53
309.9624,2.0280,1.0000,0,27,53
317.4559,2.0280,1.0000,0,27,53
325.1305,2.0280,1.0000,0,27,53
332.9906,2.0280,1.0000,0,27,53
341.0408,2.0280,1.0000,0,27,53
349.2856,2.0280,1.0000,0,27,53
357.7297,2.0280,1.0000,0,27,53
366.3780,2.0280,1.0000,0,27,53
375.2353,2.0280,1.0000,0,27,53
384.3068,2.0280,1.0000,0,27,53
393.5975,2.0280,1.0000,0,27,53
403.1129,2.0280,1.0000,0,27,53
412.8583,2.0280,1.0000,0,27,53
422.8393,2.0280,1.0000,0,27,53
433.0616,2.0280,1.0000,0,27,53
443.5310,2.0280,1.0000,0,27,53
454.2536,2.0280,1.0000,0,27,53
465.2353,2.0280,1.0000,0,27,53
476.4826,2.0280,1.0000,0,27,53
488.0017,2.0280,1.0000,0,27,53
499.7993,2.0280,1.0000,0,27,53
511.8822,2.0280,1.0000,0,27,53
524.2571,2.0280,1.0000,0,27,53
536.9313,2.0280,1.0000,0,27,53
549.9118,2.0280,1.0000,0,27,53
563.2061,2.0280,1.0000,0,27,53
576.8218,2.0280,1.0000,0,27,53
590.7667,2.0280,1.0000,0,27,53
605.0487,2.0280,1.0000,0,27,53
619.6760,2.0280,1.0000,0,27,53
634.6569,2.0280,1.0000,0,27,53
650.0000,2.0280,1.0000,0,27,53
250.0000,2.0300,1.0000,0,26,54
256.0438,2.0300,1.0000,0,26,54
262.2338,2.0300,1.0000,0,26,54
268.5734,2.0300,1.0000,0,26,54
275.0663,2.0300,1.0000,0,26,54
281.7161,2.0300,1.0000,0,26,54
288.5267,2.0300,1.0000,0,27,54
295.5019,2.0300,1.0000,0,27,54
302.6458,2.0300,1.0000,0,27,54
309.9624,2.0300,1.0000,0,27,54
317.4559,2.0300,1.0000,0,27,54
325.1305,2.0300,1.0000,0,27,54
332.9906,2.0300,1.0000,0,27,54
341.0408,2.0300,1.0000,0,27,54
349.2856,2.0300,1.0000,0,27,54
357.7297,2.0300,1.0000,0,27,54
366.3780,2.0300,1.0000,0,27,54
375.2353,2.0300,1.0000,0,27,54
384.3068,2.0300,1.0000,0,27,54
393.5975,2.0300,1.0000,0,27,54
403.1129,2.0300,1.0000,0,27,54
412.8583,2.0300,1.0000,0,27,54
422.8393,2.0300,1.0000,0,27,54
433.0616,2.0300,1.0000,0,27,54
443.5310,2.0300,1.0000,0,27,54
454.2536,2.0300,1.0000,0,27,54
465.2353,2.0300,1.0000,0,27,54
476.4826,2.0300,1.0000,0,27,54
488.0017,2.0300,1.0000,0,27,54
499.7993,2.0300,1.0000,0,27,54
511.8822,2.0300,1.0000,0,27,54
524.2571,2.0300,1.0000,0,27,54
536.9313,2.0300,1.0000,0,27,54
549.9118,2.0300,1.0000,0,27,54
563.2061,2.0300,1.0000,0,27,54
576.8218,2.0300,1.0000,0,27,54
590.7667,2.0300,1.0000,0,27,54
605.0487,2.0300,1.0000,0,27,54
619.6760,2.0300,1.0000,0,27,54
634.6569,2.0300,1.0000,0,27,54
650.0000,2.0300,1.0000,0,27,54
250.0000,2.0320,1.0000,0,29,52
256.0438,2.0320,1.0000,0,29,52
262.2338,2.0320,1.0000,0,29,52
268.5734,2.0320,1.0000,0,29,53
275.0663,2.0320,1.0000,0,29,53
281.7161,2.0320,1.0000,0,29,53
288.5267,2.0320,1.0000,0,29,53
295.5019,2.0320,1.0000,0,29,53
302.6458,2.0320,1.0000,0,29,53
309.9624,2.0320,1.0000,0,29,53
317.4559,2.0320,1.0000,0,29,53
325.1305,2.0320,1.0000,0,29,53
332.9906,2.0320,1.0000,0,29,53
341.0408,2.0320,1.0000,0,29,53
349.2856,2.0320,1.0000,0,29,53
357.7297,2.0320,1.0000,0,29,53
366.3780,2.0320,1.0000,0,29,53
375.2353,2.0320,1.0000,0,29,53
384.3068,2.0320,1.0000,0,29,53
393.5975,2.0320,1.0000,0,29,53
403.1129,2.0320,1.0000,0,29,53
412.8583,2.0320,1.0000,0,29,53
422.8393,2.0320,1.0000,0,29,53
433.0616,2.0320,1.0000,0,29,53
443.5310,2.0320,1.0000,0,29,53
454.2536,2.0320,1.0000,0,29,53
465.2353,2.0320,1.0000,0,29,53
476.4826,2.0320,1.0000,0,29,53
488.0017,2.0320,1.0000,0,29,53
499.7993,2.0320,1.0000,0,29,53
511.8822,2.0320,1.0000,0,29,53
524.2571,2.0320,1.0000,0,29,53
536.9313,2.0320,1.0000,0,29,53
549.9118,2.0320,1.0000,0,29,53
563.2061,2.0320,1.0000,0,29,53
576.8218,2.0320,1.0000,0,29,53
590.7667,2.0320,1.0000,0,29,53
605.0487,2.0320,1.0000,0,29,53
619.6760,2.0320,1.0000,0,29,53
634.6569,2.0320,1.0000,0,29,53
650.0000,2.0320,1.0000,0,29,53
250.0000,2.0340,1.6849,0,28,53
256.0438,2.0340,1.7007,0,28,53
262.2338,2.0340,1.7159,0,28,53
268.5734,2.0340,1.7303,0,28,53
275.0663,2.0340,1.7440,0,28,52
281.7161,2.0340,1.7571,0,28,52
288.5267,2.0340,1.7697,0,28,52
295.5019,2.0340,1.7816,0,28,52
302.6458,2.0340,1.7930,0,28,52
309.9624,2.0340,1.8039,0,28,52
317.4559,2.0340,1.8142,0,28,52
325.1305,2.0340,1.8241,0,28,52
332.9906,2.0340,1.8336,0,28,52
341.0408,2.0340,1.8426,0,28,52
349.2856,2.0340,1.8511,0,28,52
357.7297,2.0340,1.8593,0,28,52
366.3780,2.0340,1.8671,0,28,52
375.2353,2.0340,1.8746,0,28,52
384.3068,2.0340,1.8817,0,28,52
393.5975,2.0340,1.8885,0,28,52
403.1129,2.0340,1.8949,0,28,52
412.8583,2.0340,1.9011,0,28,52
422.8393,2.0340,1.9070,0,28,52
433.0616,2.0340,1.9126,0,28,52
443.5310,2.0340,1.9179,0,28,52
454.2536,2.0340,1.9230,0,28,52
465.2353,2.0340,1.9279,0,28,52
476.4826,2.0340,1.9325,0,28,52
488.0017,2.0340,1.9370,0,28,52
499.7993,2.0340,1.9412,0,28,52
511.8822,2.0340,1.9452,0,28,52
524.2571,2.0340,1.9490,0,28,52
536.9313,2.0340,1.9527,0,28,52
549.9118,2.0340,1.9562,0,28,52
563.2061,2.0340,1.9595,0,28,52
576.8218,2.0340,1.9627,0,28,52
590.7667,2.0340,1.9657,0,28,52
605.0487,2.0340,1.9686,0,28,52
619.6760,2.0340,1.9713,0,28,52
634.6569,2.0340,1.9739,0,28,52
650.0000,2.0340,1.9764,0,28,52
250.0000,2.0360,1.0000,0,29,53
256.0438,2.0360,1.0000,0,29,53
262.2338,2.0360,1.0000,0,29,53
268.5734,2.0360,1.0000,0,29,53
275.0663,2.0360,1.0000,0,29,53
281.7161,2.0360,1.0000,0,29,53
288.5267,2.0360,1.0000,0,29,53
295.5019,2.0360,1.0000,0,29,53
302.6458,2.0360,1.0000,0,29,53
309.9624,2.0360,1.0000,0,29,53
317.4559,2.0360,1.0000,0,29,53
325.1305,2.0360,1.0000,0,29,53
332.9906,2.0360,1.0000,0,29,53
341.0408,2.0360,1.0000,0,29,53
349.2856,2.0360,1.0000,0,29,53
357.7297,2.0360,1.0000,0,29,53
366.3780,2.0360,1.0000,0,29,53
375.2353,2.0360,1.0000,0,29,53
384.3068,2.0360,1.0000,0,29,53
393.5975,2.0360,1.0000,0,29,53
403.1129,2.0360,1.0000,0,29,53
412.8583,2.0360,1.0000,0,29,53
422.8393,2.0360,1.0000,0,29,53
433.0616,2.0360,1.0000,0,29,53
443.5310,2.0360,1.0000,0,29,53
454.2536,2.0360,1.0000,0,29,53
465.2353,2.0360,1.0000,0,29,53
476.4826,2.0360,1.0000,0,29,53
488.0017,2.0360,1.0000,0,29,53
499.7993,2.0360,1.0000,0,29,53
511.8822,2.0360,1.0000,0,29,53
524.2571,2.0360,1.0000,0,29,53
536.9313,2.0360,1.0000,0,29,53
549.9118,2.0360,1.0000,0,29,53
563.2061,2.0360,1.0000,0,29,53
576.8218,2.0360,1.0000,0,29,53
590.7667,2.0360,1.0000,0,29,53
605.0487,2.0360,1.0000,0,29,53
619.6760,2.0360,1.0000,0,29,53
634.6569,2.0360,1.0000,0,29,53
650.0000,2.0360,1.0000,0,29,53
250.0000,2.0380,1.6115,0,28,52
256.0438,2.0380,1.5986,0,28,52
262.2338,2.0380,1.5863,0,28,52
268.5734,2.0380,1.5745,0,28,52
275.0663,2.0380,1.5634,0,28,52
281.7161,2.0380,1.5527,0,28,52
288.5267,2.0380,1.5425,0,28,52
295.5019,2.0380,1.5328,0,28,51
302.6458,2.0380,1.5235,0,28,51
309.9624,2.0380,1.5147,0,28,51
317.4559,2.0380,1.5063,0,28,51
325.1305,2.0380,1.4982,0,28,51
332.9906,2.0380,1.4905,0,28,51
341.0408,2.0380,1.4832,0,28,51
349.2856,2.0380,1.4763,0,28,52
357.7297,2.0380,1.4696,0,28,52
366.3780,2.0380,1.4633,0,28,52
375.2353,2.0380,1.4572,0,28,52
384.3068,2.0380,1.4514,0,28,52
393.5975,2.0380,1.4459,0,28,52
403.1129,2.0380,1.4407,0,28,52
412.8583,2.0380,1.4357,0,28,52
422.8393,2.0380,1.4309,0,28,52
433.0616,2.0380,1.4264,0,28,52
443.5310,2.0380,1.4220,0,28,52
454.2536,2.0380,1.4179,0,28,52
465.2353,2.0380,1.4139,0,28,52
476.4826,2.0380,1.4102,0,28,52
488.0017,2.0380,1.4066,0,28,52
499.7993,2.0380,1.4032,0,28,52
511.8822,2.0380,1.3999,0,28,52
524.2571,2.0380,1.3968,0,28,52
536.9313,2.0380,1.3938,0,28,52
549.9118,2.0380,1.3910,0,28,52
563.2061,2.0380,1.3883,0,28,52
576.8218,2.0380,1.3857,0,28,52
590.7667,2.0380,1.3833,0,28,52
605.0487,2.0380,1.3809,0,28,52
619.6760,2.0380,1.3787,0,28,52
634.6569,2.0380,1.3766,0,28,52
650.0000,2.0380,1.3745,0,28,52
250.0000,2.0400,1.0000,0,28,53
256.0438,2.0400,1.0000,0,28,53
262.2338,2.0400,1.0000,0,28,53
268.5734,2.0400,1.0000,0,28,53
275.0663,2.0400,1.0000,0,28,53
281.7161,2.0400,1.0000,0,28,53
288.5267,2.0400,1.0000,0,28,53
295.5019,2.0400,1.0000,0,28,53
302.6458,2.0400,1.0000,0,28,53
309.9624,2.0400,1.0000,0,28,53
317.4559,2.0400,1.0000,0,28,53
325.1305,2.0400,1.0000,0,28,53
332.9906,2.0400,1.0000,0,28,53
341.0408,2.0400,1.0000,0,28,53
349.2856,2.0400,1.0000,0,28,53
357.7297,2.0400,1.0000,0,28,53
366.3780,2.0400,1.0000,0,28,53
375.2353,2.0400,1.0000,0,28,53
384.3068,2.0400,1.0000,0,28,53
393.5975,2.0400,1.0000,0,28,53
403.1129,2.0400,1.0000,0,28,53
412.8583,2.0400,1.0000,0,28,53
422.8393,2.0400,1.0000,0,28,53
433.0616,2.0400,1.0000,0,28,53
443.5310,2.0400,1.0000,0,28,53
454.2536,2.0400,1.0000,0,28,53
465.2353,2.0400,1.0000,0,28,53
476.4826,2.0400,1.0000,0,28,53
488.0017,2.0400,1.0000,0,28,53
499.7993,2.0400,1.0000,0,28,53
511.8822,2.0400,1.0000,0,28,53
524.2571,2.0400,1.0000,0,28,53
536.9313,2.0400,1.0000,0,28,53
549.9118,2.0400,1.0000,0,28,53
563.2061,2.0400,1.0000,0,28,53
576.8218,2.0400,1.0000,0,28,53
590.7667,2.0400,1.0000,0,28,53
605.0487,2.0400,1.0000,0,28,53
619.6760,2.0400,1.0000,0,28,53
634.6569,2.0400,1.0000,0,28,53
650.0000,2.0400,1.0000,0,28,53
250.0000,2.0420,1.0000,0,28,51
256.0438,2.0420,1.0000,0,28,51
262.2338,2.0420,1.0000,0,28,51
268.5734,2.0420,1.0000,0,28,51
275.0663,2.0420,1.0000,0,28,51
281.7161,2.0420,1.0000,0,28,51
288.5267,2.0420,1.0000,0,28,51
295.5019,2.0420,1.0000,0,28,51
302.6458,2.0420,1.0000,0,28,51
309.9624,2.0420,1.0000,0,28,51
317.4559,2.0420,1.0000,0,28,51
325.1305,2.0420,1.0000,0,28,51
332.9906,2.0420,1.0000,0,28,51
341.0408,2.0420,1.0000,0,28,51
349.2856,2.0420,1.0000,0,28,51
357.7297,2.0420,1.0000,0,28,51
366.3780,2.0420,1.0000,0,28,51
375.2353,2.0420,1.0000,0,28,51
384.3068,2.0420,1.0000,0,28,51
393.5975,2.0420,1.0000,0,28,51
403.1129,2.0420,1.0000,0,28,51
412.8583,2.0420,1.0000,0,28,51
422.8393,2.0420,1.0000,0,28,51
433.0616,2.0420,1.0000,0,28,51
443.5310,2.0420,1.0000,0,28,51
454.2536,2.0420,1.0000,0,28,51
465.2353,2.0420,1.0000,0,28,51
476.4826,2.0420,1.0000,0,28,51
488.0017,2.0420,1.0000,0,28,51
499.7993,2.0420,1.0000,0,28,51
511.8822,2.0420,1.0000,0,28,51
524.2571,2.0420,1.0000,0,28,51
536.9313,2.0420,1.0000,0,28,51
549.9118,2.0420,1.0000,0,28,51
563.2061,2.0420,1.0000,0,28,51
576.8218,2.0420,1.0000,0,28,51
590.7667,2.0420,1.0000,0,28,51
605.0487,2.0420,1.0000,0,28,51
619.6760,2.0420,1.0000,0,28,51
634.6569,2.0420,1.0000,0,28,51
650.0000,2.0420,1.0000,0,28,51
250.0000,2.0440,1.5002,0,28,51
256.0438,2.0440,1.5096,0,28,51
262.2338,2.0440,1.5187,0,28,51
268.5734,2.0440,1.5273,0,28,51
275.0663,2.0440,1.5355,0,28,51
281.7161,2.0440,1.5433,0,28,51
288.5267,2.0440,1.5508,0,28,51
295.5019,2.0440,1.5579,0,28,51
302.6458,2.0440,1.5647,0,28,51
309.9624,2.0440,1.5712,0,28,51
317.4559,2.0440,1.5774,0,28,51
325.1305,2.0440,1.5833,0,28,51
332.9906,2.0440,1.5889,0,28,51
341.0408,2.0440,1.5943,0,28,51
349.2856,2.0440,1.5994,0,28,51
357.7297,2.0440,1.6043,0,28,51
366.3780,2.0440,1.6089,0,28,51
375.2353,2.0440,1.6134,0,28,51
384.3068,2.0440,1.6176,0,28,51
393.5975,2.0440,1.6216,0,28,51
403.1129,2.0440,1.6255,0,28,51
412.8583,2.0440,1.6291,0,28,51
422.8393,2.0440,1.6326,0,28,51
433.0616,2.0440,1.6360,0,28,51
443.5310,2.0440,1.6392,0,28,51
454.2536,2.0440,1.6422,0,28,51
465.2353,2.0440,1.6451,0,28,51
476.4826,2.0440,1.6478,0,28,51
488.0017,2.0440,1.6505,0,28,51
499.7993,2.0440,1.6530,0,28,51
511.8822,2.0440,1.6554,0,28,51
524.2571,2.0440,1.6576,0,28,51
536.9313,2.0440,1.6598,0,28,51
549.9118,2.0440,1.6619,0,28,51
563.2061,2.0440,1.6639,0,28,51
576.8218,2.0440,1.6657,0,28,51
590.7667,2.0440,1.6675,0,28,51
605.0487,2.0440,1.6693,0,28,51
619.6760,2.0440,1.6709,0,28,51
634.6569,2.0440,1.6724,0,28,51
650.0000,2.0440,1.6739,0,28,51
250.0000,2.0460,1.0000,0,28,51
256.0438,2.0460,1.0000,0,28,51
262.2338,2.0460,1.0000,0,28,51
268.5734,2.0460,1.0000,0,28,51
275.0663,2.0460,1.0000,0,28,51
281.7161,2.0460,1.0000,0,28,51
288.5267,2.0460,1.0000,0,28,51
295.5019,2.0460,1.0000,0,28,51
302.6458,2.0460,1.0000,0,28,51
309.9624,2.0460,1.0000,0,28,51
317.4559,2.0460,1.0000,0,28,51
325.1305,2.0460,1.0000,0,28,51
332.9906,2.0460,1.0000,0,28,51
341.0408,2.0460,1.0000,0,28,51
349.2856,2.0460,1.0000,0,28,51
357.7297,2.0460,1.0000,0,28,51
366.3780,2.0460,1.0000,0,28,51
375.2353,2.0460,1.0000,0,28,51
384.3068,2.0460,1.0000,0,28,51
393.5975,2.0460,1.0000,0,28,51
403.1129,2.0460,1.0000,0,28,51
412.8583,2.0460,1.0000,0,28,51
