eps_p,s_p,fitness,ghost_count,mu36
0.580,0.170,2.9652,0,7.5428
0.590,0.170,2.5119,0,7.4830
0.600,0.170,2.1252,0,7.4256
0.610,0.170,1.9040,0,7.3707
0.620,0.170,2.0068,0,7.3180
0.630,0.170,2.5971,0,7.2675
0.640,0.170,2.9045,0,7.2189
0.650,0.170,2.8326,0,7.1723
0.660,0.170,2.7645,0,7.1275
0.670,0.170,2.5025,0,7.0844
0.680,0.170,2.2672,0,7.0430
0.690,0.170,2.4178,0,7.0031
0.700,0.170,3.0863,0,6.9647
0.710,0.170,3.7814,0,6.9277
0.720,0.170,4.4275,0,6.8921
0.730,0.170,4.5549,0,6.8578
0.740,0.170,4.0359,0,6.8246
0.750,0.170,3.5539,0,6.7927
0.760,0.170,2.8407,0,6.7618
0.770,0.170,2.5339,0,6.7320
0.780,0.170,2.3852,0,6.7032
0.790,0.170,2.3071,0,6.6754
0.800,0.170,2.2309,0,6.6485
0.810,0.170,2.2906,0,6.6225
0.820,0.170,2.3546,0,6.5973
0.830,0.170,2.5624,0,6.5730
0.840,0.170,2.8814,0,6.5494
0.850,0.170,3.3309,0,6.5266
0.860,0.170,3.6085,0,6.5045
0.870,0.170,3.8100,0,6.4831
0.880,0.170,3.6508,0,6.4624
0.890,0.170,3.4937,0,6.4422
0.900,0.170,3.3389,0,6.4227
0.910,0.170,2.8967,0,6.4038
0.920,0.170,2.5231,0,6.3854
0.930,0.170,2.2886,0,6.3676
0.940,0.170,2.0596,0,6.3503
0.950,0.170,1.8359,0,6.3334
0.960,0.170,1.6174,0,6.3171
0.970,0.170,1.4038,0,6.3012
0.980,0.170,1.2811,0,6.2858
0.990,0.170,1.2248,0,6.2708
1.000,0.170,1.2063,0,6.2562
1.010,0.170,1.1883,0,6.2420
1.020,0.170,1.1707,0,6.2282
1.030,0.170,1.4894,0,6.2148
1.040,0.170,1.8393,0,6.2017
1.050,0.170,2.0555,0,6.1890
1.060,0.170,1.6822,0,6.1766
1.070,0.170,1.3140,0,6.1645
1.080,0.170,1.0729,0,6.1527
1.090,0.170,1.2000,0,6.1413
1.100,0.170,1.3467,0,6.1301
1.110,0.170,1.5966,0,6.1192
1.120,0.170,1.9381,0,6.1086
1.130,0.170,2.1301,0,6.0982
1.140,0.170,2.6253,0,6.0881
1.150,0.170,2.8856,0,6.0783
1.160,0.170,2.4034,0,6.0687
1.170,0.170,2.0015,0,6.0593
1.180,0.170,1.6442,0,6.0501
1.190,0.170,1.5769,0,6.0412
1.200,0.170,1.5106,0,6.0324
0.400,0.180,3.6558,1,9.2769
0.410,0.180,2.9971,1,9.1297
0.420,0.180,2.3008,1,8.9907
0.430,0.180,2.5016,1,8.8593
0.440,0.180,1.8899,1,8.7349
0.450,0.180,1.8284,1,8.6172
0.460,0.180,1.6619,1,8.5056
0.470,0.180,1.0271,1,8.3996
0.480,0.180,1.0000,1,8.2990
0.490,0.180,1.0470,1,8.2034
0.500,0.180,1.3098,1,8.1124
0.510,0.180,1.6107,0,8.0258
0.520,0.180,2.7567,0,7.9433
0.530,0.180,4.1927,0,7.8646
0.540,0.180,4.1040,0,7.7895
0.550,0.180,3.6150,0,7.7178
0.560,0.180,4.1602,0,7.6492
0.570,0.180,3.5982,0,7.5837
0.580,0.180,2.7485,0,7.5210
0.590,0.180,2.2607,0,7.4610
0.600,0.180,2.0190,0,7.4035
0.610,0.180,1.9050,0,7.3484
0.620,0.180,1.8379,0,7.2955
0.630,0.180,2.5804,0,7.2448
0.640,0.180,3.2757,0,7.1961
0.650,0.180,3.2087,0,7.1494
0.660,0.180,2.6938,0,7.1044
0.670,0.180,2.3599,0,7.0612
0.680,0.180,2.1733,0,7.0196
0.690,0.180,2.5472,0,6.9796
0.700,0.180,3.2930,0,6.9411
0.710,0.180,3.9662,0,6.9040
0.720,0.180,4.6248,0,6.8682
0.730,0.180,4.4320,0,6.8338
0.740,0.180,3.7834,0,6.8005
0.750,0.180,3.2181,0,6.7684
0.760,0.180,2.8280,0,6.7375
0.770,0.180,2.4084,0,6.7075
0.780,0.180,2.3273,0,6.6787
0.790,0.180,2.2483,0,6.6507
0.800,0.180,2.2353,0,6.6238
0.810,0.180,2.3014,0,6.5977
0.820,0.180,2.3661,0,6.5724
0.830,0.180,2.6177,0,6.5480
0.840,0.180,3.0874,0,6.5243
0.850,0.180,3.4558,0,6.5014
0.860,0.180,3.7359,0,6.4792
0.870,0.180,3.9202,0,6.4577
0.880,0.180,3.7599,0,6.4369
0.890,0.180,3.5140,0,6.4167
0.900,0.180,3.0515,0,6.3971
0.910,0.180,2.5985,0,6.3781
0.920,0.180,2.2391,0,6.3596
0.930,0.180,2.0019,0,6.3417
0.940,0.180,1.7701,0,6.3243
0.950,0.180,1.5437,0,6.3074
0.960,0.180,1.3659,0,6.2910
0.970,0.180,1.2794,0,6.2751
0.980,0.180,1.2107,0,6.2596
0.990,0.180,1.1915,0,6.2445
1.000,0.180,1.1728,0,6.2299
1.010,0.180,1.1546,0,6.2156
1.020,0.180,1.1367,0,6.2018
1.030,0.180,1.1468,0,6.1883
1.040,0.180,1.4961,0,6.1752
1.050,0.180,1.8409,0,6.1624
1.060,0.180,1.9570,0,6.1499
1.070,0.180,1.5889,0,6.1378
1.080,0.180,1.2550,0,6.1260
1.090,0.180,1.2177,0,6.1145
1.100,0.180,1.3660,0,6.1032
1.110,0.180,1.5192,0,6.0923
1.120,0.180,1.6771,0,6.0816
1.130,0.180,1.9530,0,6.0712
1.140,0.180,2.3523,0,6.0611
1.150,0.180,2.5724,0,6.0512
1.160,0.180,2.6736,0,6.0415
1.170,0.180,2.1968,0,6.0321
1.180,0.180,1.7265,0,6.0229
1.190,0.180,1.2884,0,6.0139
1.200,0.180,1.1502,0,6.0051
0.400,0.190,3.5755,1,9.2593
0.410,0.190,2.6224,1,9.1118
0.420,0.190,2.3804,1,8.9725
0.430,0.190,2.5959,1,8.8408
0.440,0.190,2.0820,1,8.7162
0.450,0.190,2.1386,1,8.5982
0.460,0.190,1.6987,1,8.4863
0.470,0.190,1.0000,1,8.3802
0.480,0.190,1.0024,1,8.2793
0.490,0.190,1.2761,1,8.1835
0.500,0.190,1.5441,1,8.0923
0.510,0.190,1.8919,0,8.0054
0.520,0.190,3.1565,0,7.9227
0.530,0.190,4.3890,0,7.8438
0.540,0.190,3.8380,0,7.7685
0.550,0.190,3.4353,0,7.6966
0.560,0.190,3.8425,0,7.6278
0.570,0.190,3.5271,0,7.5621
0.580,0.190,2.6741,0,7.4993
0.590,0.190,2.1380,0,7.4391
0.600,0.190,2.0209,0,7.3814
0.610,0.190,1.9062,0,7.3261
0.620,0.190,1.8507,0,7.2731
0.630,0.190,2.5617,0,7.2222
0.640,0.190,3.3848,0,7.1734
0.650,0.190,3.4562,0,7.1265
0.660,0.190,2.7519,0,7.0814
0.670,0.190,2.2167,0,7.0380
0.680,0.190,2.0861,0,6.9963
0.690,0.190,2.7685,0,6.9562
0.700,0.190,3.4719,0,6.9175
0.710,0.190,4.1505,0,6.8803
0.720,0.190,4.6245,0,6.8444
0.730,0.190,4.2387,0,6.8098
0.740,0.190,3.5309,0,6.7764
0.750,0.190,2.8387,0,6.7442
0.760,0.190,2.9583,0,6.7132
0.770,0.190,2.6170,0,6.6832
0.780,0.190,2.2795,0,6.6542
0.790,0.190,2.1893,0,6.6261
0.800,0.190,2.2455,0,6.5990
0.810,0.190,2.3122,0,6.5728
0.820,0.190,2.4214,0,6.5475
0.830,0.190,2.8190,0,6.5230
0.840,0.190,3.2921,0,6.4992
0.850,0.190,3.5803,0,6.4762
0.860,0.190,3.8630,0,6.4540
0.870,0.190,4.0326,0,6.4324
0.880,0.190,3.7019,0,6.4115
0.890,0.190,3.2248,0,6.3912
0.900,0.190,2.7576,0,6.3715
0.910,0.190,2.2998,0,6.3524
0.920,0.190,1.9535,0,6.3339
0.930,0.190,1.7134,0,6.3159
0.940,0.190,1.4788,0,6.2985
0.950,0.190,1.3706,0,6.2815
0.960,0.190,1.2812,0,6.2650
0.970,0.190,1.1972,0,6.2490
0.980,0.190,1.1774,0,6.2335
0.990,0.190,1.1580,0,6.2183
1.000,0.190,1.1391,0,6.2036
1.010,0.190,1.1206,0,6.1893
1.020,0.190,1.1025,0,6.1754
1.030,0.190,1.0848,0,6.1618
1.040,0.190,1.1451,0,6.1487
1.050,0.190,1.4892,0,6.1358
1.060,0.190,1.8290,0,6.1233
1.070,0.190,1.8713,0,6.1111
1.080,0.190,1.5878,0,6.0993
1.090,0.190,1.4110,0,6.0877
1.100,0.190,1.4124,0,6.0764
1.110,0.190,1.5747,0,6.0654
1.120,0.190,1.7344,0,6.0547
1.130,0.190,1.8915,0,6.0443
1.140,0.190,1.9775,0,6.0341
1.150,0.190,2.1655,0,6.0241
1.160,0.190,2.3516,0,6.0144
1.170,0.190,2.4757,0,6.0050
1.180,0.190,2.0208,0,5.9957
1.190,0.190,1.6296,0,5.9867
1.200,0.190,1.2433,0,5.9779
0.400,0.200,3.1138,1,9.2418
0.410,0.200,2.2796,1,9.0939
0.420,0.200,2.2309,1,8.9544
0.430,0.200,2.8907,1,8.8224
0.440,0.200,2.2752,1,8.6976
0.450,0.200,2.4501,1,8.5793
0.460,0.200,1.7915,1,8.4672
0.470,0.200,1.1730,1,8.3608
0.480,0.200,1.2269,1,8.2597
0.490,0.200,1.5060,1,8.1636
0.500,0.200,1.7875,0,8.0722
0.510,0.200,2.2522,0,7.9851
0.520,0.200,3.3855,0,7.9022
0.530,0.200,4.2140,0,7.8230
0.540,0.200,3.5710,0,7.7475
0.550,0.200,3.0846,0,7.6754
0.560,0.200,3.4602,0,7.6065
0.570,0.200,3.4573,0,7.5406
0.580,0.200,2.6956,0,7.4776
0.590,0.200,2.1443,0,7.4172
0.600,0.200,2.0231,0,7.3593
0.610,0.200,1.9076,0,7.3039
0.620,0.200,2.0027,0,7.2507
0.630,0.200,2.5409,0,7.1997
0.640,0.200,3.3659,0,7.1507
0.650,0.200,3.5179,0,7.1036
0.660,0.200,2.8124,0,7.0584
0.670,0.200,2.1192,0,7.0149
0.680,0.200,2.3221,0,6.9731
0.690,0.200,2.9512,0,6.9328
0.700,0.200,3.6503,0,6.8940
0.710,0.200,4.3231,0,6.8566
0.720,0.200,4.4647,0,6.8206
0.730,0.200,3.9924,0,6.7859
0.740,0.200,3.2785,0,6.7524
0.750,0.200,2.6017,0,6.7201
0.760,0.200,2.7388,0,6.6889
0.770,0.200,2.8627,0,6.6588
0.780,0.200,2.5269,0,6.6297
0.790,0.200,2.1947,0,6.6016
0.800,0.200,2.2555,0,6.5744
0.810,0.200,2.3625,0,6.5481
0.820,0.200,2.6196,0,6.5226
0.830,0.200,3.0199,0,6.4980
0.840,0.200,3.4135,0,6.4742
0.850,0.200,3.7043,0,6.4511
0.860,0.200,3.9897,0,6.4287
0.870,0.200,3.9094,0,6.4071
0.880,0.200,3.4173,0,6.3861
0.890,0.200,2.9354,0,6.3657
0.900,0.200,2.4633,0,6.3460
0.910,0.200,2.0008,0,6.3268
0.920,0.200,1.6660,0,6.3082
0.930,0.200,1.4738,0,6.2901
0.940,0.200,1.3791,0,6.2726
0.950,0.200,1.2865,0,6.2556
0.960,0.200,1.1961,0,6.2390
0.970,0.200,1.1639,0,6.2230
0.980,0.200,1.1439,0,6.2073
0.990,0.200,1.1242,0,6.1922
1.000,0.200,1.1051,0,6.1774
1.010,0.200,1.0863,0,6.1630
1.020,0.200,1.0680,0,6.1490
1.030,0.200,1.0501,0,6.1354
1.040,0.200,1.0326,0,6.1222
1.050,0.200,1.1296,0,6.1093
1.060,0.200,1.4700,0,6.0967
1.070,0.200,1.8211,0,6.0845
1.080,0.200,1.9607,0,6.0726
1.090,0.200,1.7883,0,6.0610
1.100,0.200,1.6177,0,6.0496
1.110,0.200,1.6292,0,6.0386
1.120,0.200,1.7906,0,6.0278
1.130,0.200,1.9495,0,6.0173
1.140,0.200,1.8943,0,6.0071
1.150,0.200,1.9334,0,5.9971
1.160,0.200,2.1829,0,5.9874
1.170,0.200,2.2798,0,5.9778
1.180,0.200,2.5317,0,5.9686
1.190,0.200,2.1403,0,5.9595
1.200,0.200,1.7537,0,5.9506
0.400,0.210,2.6507,1,9.2243
0.410,0.210,2.0953,1,9.0761
0.420,0.210,2.0298,1,8.9363
0.430,0.210,2.8134,1,8.8041
0.440,0.210,2.4695,1,8.6790
0.450,0.210,2.7320,1,8.5605
0.460,0.210,1.8853,1,8.4481
0.470,0.210,1.5484,1,8.3414
0.480,0.210,1.6610,1,8.2401
0.490,0.210,1.7696,1,8.1438
0.500,0.210,2.0082,0,8.0521
0.510,0.210,2.3449,0,7.9649
0.520,0.210,3.6461,0,7.8817
0.530,0.210,3.9525,0,7.8024
0.540,0.210,3.1915,0,7.7266
0.550,0.210,2.7041,0,7.6543
0.560,0.210,3.0746,0,7.5852
0.570,0.210,3.3439,0,7.5192
0.580,0.210,2.8767,0,7.4559
0.590,0.210,2.3265,0,7.3954
0.600,0.210,2.0255,0,7.3374
0.610,0.210,1.9092,0,7.2818
0.620,0.210,2.1555,0,7.2284
0.630,0.210,2.5179,0,7.1772
0.640,0.210,3.2351,0,7.1281
0.650,0.210,3.3795,0,7.0809
0.660,0.210,2.8753,0,7.0355
0.670,0.210,2.2754,0,6.9918
0.680,0.210,2.5583,0,6.9499
0.690,0.210,3.1235,0,6.9094
0.700,0.210,3.8282,0,6.8705
0.710,0.210,4.1611,0,6.8330
0.720,0.210,4.3027,0,6.7969
0.730,0.210,3.7463,0,6.7621
0.740,0.210,3.0262,0,6.7285
0.750,0.210,2.5267,0,6.6960
0.760,0.210,2.5054,0,6.6647
0.770,0.210,2.9917,0,6.6345
0.780,0.210,2.7784,0,6.6053
0.790,0.210,2.4480,0,6.5771
0.800,0.210,2.2924,0,6.5498
0.810,0.210,2.5588,0,6.5234
0.820,0.210,2.8187,0,6.4978
0.830,0.210,3.2206,0,6.4731
0.840,0.210,3.5345,0,6.4492
0.850,0.210,3.8279,0,6.4260
0.860,0.210,3.8231,0,6.4036
0.870,0.210,3.6295,0,6.3818
0.880,0.210,3.1325,0,6.3607
0.890,0.210,2.6456,0,6.3403
0.900,0.210,2.1686,0,6.3204
0.910,0.210,1.7013,0,6.3012
0.920,0.210,1.4893,0,6.2825
0.930,0.210,1.3914,0,6.2644
0.940,0.210,1.2956,0,6.2468
0.950,0.210,1.2020,0,6.2297
0.960,0.210,1.1513,0,6.2131
0.970,0.210,1.1305,0,6.1970
0.980,0.210,1.1101,0,6.1813
0.990,0.210,1.0902,0,6.1660
1.000,0.210,1.0708,0,6.1512
1.010,0.210,1.0518,0,6.1367
1.020,0.210,1.0333,0,6.1227
1.030,0.210,1.0151,0,6.1090
1.040,0.210,1.0000,0,6.0957
1.050,0.210,1.0000,0,6.0828
1.060,0.210,1.1372,0,6.0702
1.070,0.210,1.4893,0,6.0579
1.080,0.210,2.0097,0,6.0459
1.090,0.210,2.1724,0,6.0342
1.100,0.210,2.0041,0,6.0229
1.110,0.210,1.8374,0,6.0118
1.120,0.210,1.8457,0,6.0010
1.130,0.210,2.0536,0,5.9904
1.140,0.210,1.9800,0,5.9801
1.150,0.210,1.9071,0,5.9701
1.160,0.210,2.1985,0,5.9603
1.170,0.210,2.4843,0,5.9508
1.180,0.210,2.5676,0,5.9414
1.190,0.210,2.6493,0,5.9323
1.200,0.210,2.3366,0,5.9234
0.400,0.220,2.3439,1,9.2068
0.410,0.220,1.9103,1,9.0584
0.420,0.220,2.0409,1,8.9183
0.430,0.220,2.5164,1,8.7858
0.440,0.220,2.4070,1,8.6604
0.450,0.220,2.8260,1,8.5417
0.460,0.220,2.0611,1,8.4290
0.470,0.220,1.9838,1,8.3221
0.480,0.220,2.1071,1,8.2206
0.490,0.220,2.2263,1,8.1240
0.500,0.220,1.8759,0,8.0322
0.510,0.220,2.5896,0,7.9447
0.520,0.220,3.9069,0,7.8613
0.530,0.220,3.7591,0,7.7817
0.540,0.220,2.7096,0,7.7058
0.550,0.220,2.4173,0,7.6333
0.560,0.220,2.6859,0,7.5640
0.570,0.220,3.1714,0,7.4978
0.580,0.220,3.0602,0,7.4343
0.590,0.220,2.5114,0,7.3736
0.600,0.220,2.0281,0,7.3154
0.610,0.220,2.0587,0,7.2597
0.620,0.220,2.3090,0,7.2062
0.630,0.220,2.6648,0,7.1548
0.640,0.220,2.8939,0,7.1055
0.650,0.220,3.0337,0,7.0581
0.660,0.220,2.9407,0,7.0126
0.670,0.220,2.7198,0,6.9688
0.680,0.220,2.7973,0,6.9267
0.690,0.220,3.2953,0,6.8862
0.700,0.220,3.8550,0,6.8471
0.710,0.220,3.9970,0,6.8095
0.720,0.220,4.0715,0,6.7732
0.730,0.220,3.5003,0,6.7383
0.740,0.220,2.9140,0,6.7045
0.750,0.220,2.4527,0,6.6720
0.760,0.220,2.2677,0,6.6406
0.770,0.220,2.7534,0,6.6102
0.780,0.220,3.0342,0,6.5809
0.790,0.220,2.7115,0,6.5526
0.800,0.220,2.5922,0,6.5252
0.810,0.220,2.7561,0,6.4987
0.820,0.220,3.0189,0,6.4731
0.830,0.220,3.3533,0,6.4482
0.840,0.220,3.6550,0,6.4242
0.850,0.220,3.6175,0,6.4010
0.860,0.220,3.5536,0,6.3784
0.870,0.220,3.3495,0,6.3566
0.880,0.220,2.8474,0,6.3354
0.890,0.220,2.3555,0,6.3149
0.900,0.220,1.8851,0,6.2950
0.910,0.220,1.5700,0,6.2757
0.920,0.220,1.4077,0,6.2569
0.930,0.220,1.3086,0,6.2387
0.940,0.220,1.2118,0,6.2210
0.950,0.220,1.1394,0,6.2039
0.960,0.220,1.1178,0,6.1872
0.970,0.220,1.0967,0,6.1710
0.980,0.220,1.0761,0,6.1552
0.990,0.220,1.0560,0,6.1399
1.000,0.220,1.0363,0,6.1250
1.010,0.220,1.0171,0,6.1105
1.020,0.220,1.0000,0,6.0964
1.030,0.220,1.0000,0,6.0827
1.040,0.220,1.0000,0,6.0693
1.050,0.220,1.0000,0,6.0563
1.060,0.220,1.0000,0,6.0436
1.070,0.220,1.1924,0,6.0313
1.080,0.220,1.7141,0,6.0193
1.090,0.220,2.2284,0,6.0076
1.100,0.220,2.4106,0,5.9961
1.110,0.220,2.3376,0,5.9850
1.120,0.220,2.2642,0,5.9741
1.130,0.220,2.2191,0,5.9635
1.140,0.220,2.1448,0,5.9532
1.150,0.220,2.0713,0,5.9431
1.160,0.220,2.0576,0,5.9333
1.170,0.220,2.4616,0,5.9237
1.180,0.220,2.7876,0,5.9143
1.190,0.220,2.8704,0,5.9052
1.200,0.220,2.9515,0,5.8962
0.400,0.230,2.0669,1,9.1895
0.410,0.230,1.8672,1,9.0408
0.420,0.230,2.1236,1,8.9004
0.430,0.230,2.2183,1,8.7676
0.440,0.230,2.2152,1,8.6420
0.450,0.230,2.6080,1,8.5229
0.460,0.230,2.3728,1,8.4101
0.470,0.230,2.4211,1,8.3029
0.480,0.230,2.5553,1,8.2011
0.490,0.230,2.2839,1,8.1043
0.500,0.230,1.8852,0,8.0122
0.510,0.230,2.8346,0,7.9245
0.520,0.230,4.1097,0,7.8409
0.530,0.230,3.3082,0,7.7612
0.540,0.230,2.2957,0,7.6851
0.550,0.230,2.2055,0,7.6124
0.560,0.230,2.5188,0,7.5429
0.570,0.230,2.9969,0,7.4764
0.580,0.230,3.2463,0,7.4128
0.590,0.230,2.6988,0,7.3519
0.600,0.230,2.1578,0,7.2936
0.610,0.230,2.2105,0,7.2376
0.620,0.230,2.4633,0,7.1840
0.630,0.230,2.7944,0,7.1324
0.640,0.230,2.5492,0,7.0830
0.650,0.230,2.6844,0,7.0355
0.660,0.230,2.9207,0,6.9898
0.670,0.230,3.1568,0,6.9459
0.680,0.230,3.2045,0,6.9036
0.690,0.230,3.4665,0,6.8629
0.700,0.230,3.6888,0,6.8237
0.710,0.230,3.8308,0,6.7860
0.720,0.230,3.7889,0,6.7496
0.730,0.230,3.3187,0,6.7145
0.740,0.230,2.8446,0,6.6807
0.750,0.230,2.3797,0,6.6480
0.760,0.230,2.2063,0,6.6165
0.770,0.230,2.5107,0,6.5860
0.780,0.230,2.9889,0,6.5566
0.790,0.230,3.1567,0,6.5282
0.800,0.230,3.0416,0,6.5007
0.810,0.230,2.9543,0,6.4741
0.820,0.230,3.2200,0,6.4483
0.830,0.230,3.4706,0,6.4234
0.840,0.230,3.4155,0,6.3993
0.850,0.230,3.3467,0,6.3760
0.860,0.230,3.2812,0,6.3533
0.870,0.230,3.0693,0,6.3314
0.880,0.230,2.5622,0,6.3102
0.890,0.230,2.1208,0,6.2895
0.900,0.230,1.7967,0,6.2695
0.910,0.230,1.4786,0,6.2501
0.920,0.230,1.3256,0,6.2313
0.930,0.230,1.2254,0,6.2130
0.940,0.230,1.1283,0,6.1953
0.950,0.230,1.1059,0,6.1781
0.960,0.230,1.0841,0,6.1613
0.970,0.230,1.0628,0,6.1450
0.980,0.230,1.0419,0,6.1292
0.990,0.230,1.0215,0,6.1138
1.000,0.230,1.0016,0,6.0989
1.010,0.230,1.0000,0,6.0843
1.020,0.230,1.0000,0,6.0701
1.030,0.230,1.0000,0,6.0564
1.040,0.230,1.0000,0,6.0429
1.050,0.230,1.0000,0,6.0299
1.060,0.230,1.0000,0,6.0171
1.070,0.230,1.0892,0,6.0048
1.080,0.230,1.4505,0,5.9927
1.090,0.230,2.0625,0,5.9809
1.100,0.230,2.6652,0,5.9694
1.110,0.230,2.9609,0,5.9582
1.120,0.230,2.8912,0,5.9473
1.130,0.230,2.5888,0,5.9367
1.140,0.230,2.3127,0,5.9263
1.150,0.230,2.2385,0,5.9162
1.160,0.230,2.1651,0,5.9063
1.170,0.230,2.3139,0,5.8967
1.180,0.230,2.7126,0,5.8873
1.190,0.230,3.0931,0,5.8781
1.200,0.230,3.0268,0,5.8691
0.400,0.240,1.7892,1,9.1722
0.410,0.240,1.8814,1,9.0232
0.420,0.240,2.2066,1,8.8825
0.430,0.240,1.9192,1,8.7495
0.440,0.240,2.1203,1,8.6236
0.450,0.240,2.4856,1,8.5043
0.460,0.240,2.3153,1,8.3912
0.470,0.240,2.7918,1,8.2838
0.480,0.240,2.7395,1,8.1817
0.490,0.240,2.2785,1,8.0847
0.500,0.240,2.0292,0,7.9924
0.510,0.240,3.0977,0,7.9045
0.520,0.240,3.9567,0,7.8206
0.530,0.240,2.8340,0,7.7407
0.540,0.240,2.0748,0,7.6644
0.550,0.240,2.1327,0,7.5915
0.560,0.240,2.3844,0,7.5218
0.570,0.240,2.8205,0,7.4551
0.580,0.240,3.1216,0,7.3914
0.590,0.240,2.8888,0,7.3303
0.600,0.240,2.4151,0,7.2718
0.610,0.240,2.3630,0,7.2156
0.620,0.240,2.6184,0,7.1618
0.630,0.240,2.6593,0,7.1101
0.640,0.240,2.3557,0,7.0605
0.650,0.240,2.3315,0,7.0129
0.660,0.240,2.8903,0,6.9670
0.670,0.240,3.5618,0,6.9230
0.680,0.240,3.6154,0,6.8806
0.690,0.240,3.4496,0,6.8397
0.700,0.240,3.5205,0,6.8004
0.710,0.240,3.6623,0,6.7625
0.720,0.240,3.5040,0,6.7260
0.730,0.240,3.2540,0,6.6908
0.740,0.240,2.7763,0,6.6569
0.750,0.240,2.3078,0,6.6241
0.760,0.240,2.1483,0,6.5924
0.770,0.240,2.2635,0,6.5619
0.780,0.240,2.8990,0,6.5323
0.790,0.240,3.5856,0,6.5038
0.800,0.240,3.4964,0,6.4762
0.810,0.240,3.3839,0,6.4495
0.820,0.240,3.3836,0,6.4237
0.830,0.240,3.2175,0,6.3986
0.840,0.240,3.1434,0,6.3744
0.850,0.240,3.0729,0,6.3510
0.860,0.240,3.0059,0,6.3283
0.870,0.240,2.7890,0,6.3063
0.880,0.240,2.3697,0,6.2849
0.890,0.240,2.0366,0,6.2642
0.900,0.240,1.7095,0,6.2442
0.910,0.240,1.3883,0,6.2247
0.920,0.240,1.2432,0,6.2058
0.930,0.240,1.1419,0,6.1874
0.940,0.240,1.0949,0,6.1696
0.950,0.240,1.0723,0,6.1523
0.960,0.240,1.0502,0,6.1355
0.970,0.240,1.0285,0,6.1191
0.980,0.240,1.0074,0,6.1032
0.990,0.240,1.0000,0,6.0878
1.000,0.240,1.0000,0,6.0728
1.010,0.240,1.0000,0,6.0581
1.020,0.240,1.0000,0,6.0439
1.030,0.240,1.0000,0,6.0301
1.040,0.240,1.0000,0,6.0166
1.050,0.240,1.0000,0,6.0035
1.060,0.240,1.0577,0,5.9907
1.070,0.240,1.2908,0,5.9782
1.080,0.240,1.5709,0,5.9661
1.090,0.240,1.9687,0,5.9543
1.100,0.240,2.5738,0,5.9428
1.110,0.240,3.1697,0,5.9315
1.120,0.240,3.5209,0,5.9206
1.130,0.240,3.1224,0,5.9099
1.140,0.240,2.7288,0,5.8995
1.150,0.240,2.4089,0,5.8893
1.160,0.240,2.3348,0,5.8794
1.170,0.240,2.1231,0,5.8697
1.180,0.240,2.2577,0,5.8602
1.190,0.240,2.4927,0,5.8510
1.200,0.240,2.7873,0,5.8420
0.400,0.250,1.6754,1,9.1549
0.410,0.250,1.8953,1,9.0057
0.420,0.250,2.2899,1,8.8647
0.430,0.250,1.6551,1,8.7314
0.440,0.250,2.0989,1,8.6052
0.450,0.250,2.3793,1,8.4857
0.460,0.250,2.3196,1,8.3723
0.470,0.250,2.6984,1,8.2647
0.480,0.250,2.5421,1,8.1624
0.490,0.250,2.2872,0,8.0652
0.500,0.250,2.2832,0,7.9726
0.510,0.250,3.5886,0,7.8845
0.520,0.250,3.4923,0,7.8004
0.530,0.250,2.3849,0,7.7203
0.540,0.250,2.0976,0,7.6437
0.550,0.250,2.2131,0,7.5706
0.560,0.250,2.4151,0,7.5008
0.570,0.250,2.6421,0,7.4339
0.580,0.250,2.9402,0,7.3700
0.590,0.250,3.0814,0,7.3087
0.600,0.250,2.7563,0,7.2500
0.610,0.250,2.6096,0,7.1937
0.620,0.250,2.7848,0,7.1397
0.630,0.250,2.5237,0,7.0879
0.640,0.250,2.2172,0,7.0381
0.650,0.250,2.0662,0,6.9903
0.660,0.250,2.8553,0,6.9443
0.670,0.250,3.7521,0,6.9001
0.680,0.250,4.0303,0,6.8576
0.690,0.250,3.5017,0,6.8166
0.700,0.250,3.3501,0,6.7772
0.710,0.250,3.4506,0,6.7391
0.720,0.250,3.3724,0,6.7025
0.730,0.250,3.1904,0,6.6672
0.740,0.250,2.7091,0,6.6331
0.750,0.250,2.2369,0,6.6002
0.760,0.250,2.0901,0,6.5684
0.770,0.250,2.1996,0,6.5377
0.780,0.250,2.8296,0,6.5081
0.790,0.250,3.5179,0,6.4794
0.800,0.250,3.9568,0,6.4517
0.810,0.250,3.8485,0,6.4249
0.820,0.250,3.2551,0,6.3990
0.830,0.250,2.9442,0,6.3739
0.840,0.250,2.8683,0,6.3496
0.850,0.250,2.7962,0,6.3261
0.860,0.250,2.7275,0,6.3033
0.870,0.250,2.6322,0,6.2812
0.880,0.250,2.2897,0,6.2597
0.890,0.250,1.9535,0,6.2390
0.900,0.250,1.6234,0,6.2188
0.910,0.250,1.2992,0,6.1993
0.920,0.250,1.1604,0,6.1803
0.930,0.250,1.0848,0,6.1618
0.940,0.250,1.0613,0,6.1439
0.950,0.250,1.0384,0,6.1266
0.960,0.250,1.0160,0,6.1097
0.970,0.250,1.0000,0,6.0933
0.980,0.250,1.0000,0,6.0773
0.990,0.250,1.0000,0,6.0618
1.000,0.250,1.0000,0,6.0467
1.010,0.250,1.0000,0,6.0320
1.020,0.250,1.0000,0,6.0177
1.030,0.250,1.0000,0,6.0038
1.040,0.250,1.0610,0,5.9903
1.050,0.250,1.1692,0,5.9771
1.060,0.250,1.2751,0,5.9643
1.070,0.250,1.5497,0,5.9518
