sheet,eps,s,fitness
p,0.560000,0.300000,7.4127
p,0.580000,0.300000,7.1846
p,0.600000,0.300000,7.9532
p,0.620000,0.300000,7.7139
p,0.640000,0.300000,7.7411
p,0.660000,0.300000,7.1711
p,0.680000,0.300000,7.6213
p,0.700000,0.300000,7.2505
p,0.720000,0.300000,6.6437
p,0.730000,0.300000,6.6122
p,0.740000,0.300000,6.5814
p,0.760000,0.300000,6.5215
p,0.780000,0.300000,6.4638
p,0.800000,0.300000,6.5055
p,0.800000,0.300000,6.5055
p,0.820000,0.300000,6.6411
p,0.840000,0.300000,6.7718
p,0.860000,0.300000,6.8976
p,0.880000,0.300000,7.0187
p,0.890000,0.300000,7.0776
p,0.900000,0.300000,7.1354
p,0.920000,0.300000,7.2477
p,0.940000,0.300000,7.3558
p,0.960000,0.300000,7.4600
p,0.980000,0.300000,7.4098
p,1.000000,0.300000,7.3255
p,1.020000,0.300000,7.2443
p,1.040000,0.300000,7.1661
p,1.060000,0.300000,7.0901
p,1.080000,0.300000,7.0069
p,1.100000,0.300000,6.9268
p,1.120000,0.300000,6.8496
p,1.140000,0.300000,6.7752
p,1.160000,0.300000,6.7035
p,1.180000,0.300000,6.6343
p,1.200000,0.300000,6.5675
p,0.400000,0.320000,6.3441
p,0.420000,0.320000,6.4729
p,0.440000,0.320000,6.5999
p,0.460000,0.320000,7.1900
p,0.480000,0.320000,8.2673
p,0.500000,0.320000,10.2963
p,0.520000,0.320000,9.6057
p,0.540000,0.320000,7.6005
p,0.550000,0.320000,7.4942
p,0.560000,0.320000,7.2975
p,0.580000,0.320000,7.1212
p,0.600000,0.320000,7.5699
p,0.620000,0.320000,8.3493
p,0.640000,0.320000,7.3857
p,0.660000,0.320000,7.3349
p,0.680000,0.320000,7.5543
p,0.700000,0.320000,6.8606
p,0.720000,0.320000,6.6013
p,0.730000,0.320000,6.5688
p,0.740000,0.320000,6.5370
p,0.760000,0.320000,6.4751
p,0.780000,0.320000,6.4155
p,0.800000,0.320000,6.3761
p,0.800000,0.320000,6.3761
p,0.820000,0.320000,6.3839
p,0.840000,0.320000,6.3914
p,0.860000,0.320000,6.3987
p,0.880000,0.320000,6.4057
p,0.890000,0.320000,6.4091
p,0.900000,0.320000,6.4124
p,0.920000,0.320000,6.5121
p,0.940000,0.320000,6.6114
p,0.960000,0.320000,6.7070
p,0.980000,0.320000,6.7990
p,1.000000,0.320000,6.8877
p,1.020000,0.320000,6.9731
p,1.040000,0.320000,7.0554
p,1.060000,0.320000,7.1347
p,1.080000,0.320000,7.2111
p,1.100000,0.320000,7.2848
p,1.120000,0.320000,7.3558
p,1.140000,0.320000,7.4242
p,1.160000,0.320000,7.4710
p,1.180000,0.320000,7.4154
p,1.200000,0.320000,7.3617
p,0.400000,0.340000,6.3135
p,0.420000,0.340000,6.4410
p,0.440000,0.340000,6.5670
p,0.460000,0.340000,7.3031
p,0.480000,0.340000,8.5227
p,0.500000,0.340000,10.7994
p,0.520000,0.340000,8.7277
p,0.540000,0.340000,7.4802
p,0.550000,0.340000,7.3765
p,0.560000,0.340000,7.1815
p,0.580000,0.340000,7.0933
p,0.600000,0.340000,7.4288
p,0.620000,0.340000,8.8582
p,0.640000,0.340000,7.3861
p,0.660000,0.340000,7.6249
p,0.680000,0.340000,7.1762
p,0.700000,0.340000,6.6274
p,0.720000,0.340000,6.5587
p,0.730000,0.340000,6.5253
p,0.740000,0.340000,6.4924
p,0.760000,0.340000,6.4286
p,0.780000,0.340000,6.3670
p,0.800000,0.340000,6.3330
p,0.800000,0.340000,6.3330
p,0.820000,0.340000,6.3401
p,0.840000,0.340000,6.3469
p,0.860000,0.340000,6.3534
p,0.880000,0.340000,6.3597
p,0.890000,0.340000,6.3628
p,0.900000,0.340000,6.3658
p,0.920000,0.340000,6.3716
p,0.940000,0.340000,6.3773
p,0.960000,0.340000,6.3827
p,0.980000,0.340000,6.3880
p,1.000000,0.340000,6.3930
p,1.020000,0.340000,6.3979
p,1.040000,0.340000,6.4026
p,1.060000,0.340000,6.4071
p,1.080000,0.340000,6.4115
p,1.100000,0.340000,6.4614
p,1.120000,0.340000,6.5259
p,1.140000,0.340000,6.5881
p,1.160000,0.340000,6.6480
p,1.180000,0.340000,6.7059
p,1.200000,0.340000,6.7617
p,0.400000,0.360000,6.2823
p,0.420000,0.360000,6.4086
p,0.440000,0.360000,6.5334
p,0.460000,0.360000,7.4161
p,0.480000,0.360000,8.7788
p,0.500000,0.360000,10.9245
p,0.520000,0.360000,8.0699
p,0.540000,0.360000,7.3585
p,0.550000,0.360000,7.2513
p,0.560000,0.360000,7.1542
p,0.580000,0.360000,7.0654
p,0.600000,0.360000,7.5274
p,0.620000,0.360000,8.1338
p,0.640000,0.360000,7.8766
p,0.660000,0.360000,7.5545
p,0.680000,0.360000,6.7953
p,0.700000,0.360000,6.5868
p,0.720000,0.360000,6.5160
p,0.730000,0.360000,6.4815
p,0.740000,0.360000,6.4477
p,0.760000,0.360000,6.3818
p,0.780000,0.360000,6.3182
p,0.800000,0.360000,6.2892
p,0.800000,0.360000,6.2892
p,0.820000,0.360000,6.2955
p,0.840000,0.360000,6.3015
p,0.860000,0.360000,6.3073
p,0.880000,0.360000,6.3129
p,0.890000,0.360000,6.3157
p,0.900000,0.360000,6.3183
p,0.920000,0.360000,6.3235
p,0.940000,0.360000,6.3286
p,0.960000,0.360000,6.3334
p,0.980000,0.360000,6.3381
p,1.000000,0.360000,6.3426
p,1.020000,0.360000,6.3469
p,1.040000,0.360000,6.3511
p,1.060000,0.360000,6.3551
p,1.080000,0.360000,6.3590
p,1.100000,0.360000,6.3627
p,1.120000,0.360000,6.3664
p,1.140000,0.360000,6.3698
p,1.160000,0.360000,6.3732
p,1.180000,0.360000,6.3765
p,1.200000,0.360000,6.3796
p,0.400000,0.380000,6.2507
p,0.420000,0.380000,6.3757
p,0.440000,0.380000,6.5412
p,0.460000,0.380000,7.5291
p,0.480000,0.380000,9.1105
p,0.500000,0.380000,10.5659
p,0.520000,0.380000,7.6096
p,0.540000,0.380000,7.2353
p,0.550000,0.380000,7.1424
p,0.560000,0.380000,7.1285
p,0.580000,0.380000,7.0375
p,0.600000,0.380000,7.7955
p,0.620000,0.380000,7.4098
p,0.640000,0.380000,8.5596
p,0.660000,0.380000,7.4113
p,0.680000,0.380000,6.6216
p,0.700000,0.380000,6.5461
p,0.720000,0.380000,6.4732
p,0.730000,0.380000,6.4377
p,0.740000,0.380000,6.4028
p,0.760000,0.380000,6.3348
p,0.780000,0.380000,6.2692
p,0.800000,0.380000,6.2447
p,0.800000,0.380000,6.2447
p,0.820000,0.380000,6.2501
p,0.840000,0.380000,6.2554
p,0.860000,0.380000,6.2604
p,0.880000,0.380000,6.2653
p,0.890000,0.380000,6.2677
p,0.900000,0.380000,6.2700
p,0.920000,0.380000,6.2746
p,0.940000,0.380000,6.2789
p,0.960000,0.380000,6.2832
p,0.980000,0.380000,6.2872
p,1.000000,0.380000,6.2912
p,1.020000,0.380000,6.2949
p,1.040000,0.380000,6.2986
p,1.060000,0.380000,6.3021
p,1.080000,0.380000,6.3055
p,1.100000,0.380000,6.3087
p,1.120000,0.380000,6.3119
p,1.140000,0.380000,6.3149
p,1.160000,0.380000,6.3179
p,1.180000,0.380000,6.3207
p,1.200000,0.380000,6.3235
p,0.400000,0.400000,6.2186
p,0.420000,0.400000,6.3422
p,0.440000,0.400000,6.5601
p,0.460000,0.400000,7.6420
p,0.480000,0.400000,9.3898
p,0.500000,0.400000,9.8322
p,0.520000,0.400000,7.3455
p,0.540000,0.400000,7.1106
p,0.550000,0.400000,7.1032
p,0.560000,0.400000,7.1029
p,0.580000,0.400000,7.2649
p,0.600000,0.400000,7.7731
p,0.620000,0.400000,7.1535
p,0.640000,0.400000,8.2359
p,0.660000,0.400000,7.4608
p,0.680000,0.400000,6.5830
p,0.700000,0.400000,6.5054
p,0.720000,0.400000,6.4303
p,0.730000,0.400000,6.3937
p,0.740000,0.400000,6.3578
p,0.760000,0.400000,6.2877
p,0.780000,0.400000,6.2200
p,0.800000,0.400000,6.1994
p,0.800000,0.400000,6.1994
p,0.820000,0.400000,6.2040
p,0.840000,0.400000,6.2084
p,0.860000,0.400000,6.2127
p,0.880000,0.400000,6.2169
p,0.890000,0.400000,6.2189
p,0.900000,0.400000,6.2209
p,0.920000,0.400000,6.2247
p,0.940000,0.400000,6.2284
p,0.960000,0.400000,6.2320
p,0.980000,0.400000,6.2354
p,1.000000,0.400000,6.2388
p,1.020000,0.400000,6.2420
p,1.040000,0.400000,6.2451
p,1.060000,0.400000,6.2480
p,1.080000,0.400000,6.2509
p,1.100000,0.400000,6.2537
p,1.120000,0.400000,6.2564
p,1.140000,0.400000,6.2589
p,1.160000,0.400000,6.2614
p,1.180000,0.400000,6.2638
p,1.200000,0.400000,6.2662
p,0.400000,0.420000,6.1861
p,0.420000,0.420000,6.3082
p,0.440000,0.420000,6.6502
p,0.460000,0.420000,7.7548
p,0.480000,0.420000,9.8748
p,0.500000,0.420000,9.0002
p,0.520000,0.420000,7.2268
p,0.540000,0.420000,7.0083
p,0.550000,0.420000,7.0630
p,0.560000,0.420000,7.0774
p,0.580000,0.420000,7.5228
p,0.600000,0.420000,7.4419
p,0.620000,0.420000,7.4237
p,0.640000,0.420000,7.4577
p,0.660000,0.420000,7.5507
p,0.680000,0.420000,6.8780
p,0.700000,0.420000,6.4646
p,0.720000,0.420000,6.3874
p,0.730000,0.420000,6.3497
p,0.740000,0.420000,6.3126
p,0.760000,0.420000,6.2404
p,0.780000,0.420000,6.1706
p,0.800000,0.420000,6.1533
p,0.800000,0.420000,6.1533
p,0.820000,0.420000,6.1571
p,0.840000,0.420000,6.1607
p,0.860000,0.420000,6.1642
p,0.880000,0.420000,6.1676
p,0.890000,0.420000,6.1692
p,0.900000,0.420000,6.1708
p,0.920000,0.420000,6.1739
p,0.940000,0.420000,6.1769
p,0.960000,0.420000,6.1799
p,0.980000,0.420000,6.1827
p,1.000000,0.420000,6.1854
p,1.020000,0.420000,6.1880
p,1.040000,0.420000,6.1905
p,1.060000,0.420000,6.1929
p,1.080000,0.420000,6.1953
p,1.100000,0.420000,6.1975
p,1.120000,0.420000,6.1997
p,1.140000,0.420000,6.2018
p,1.160000,0.420000,6.2039
p,1.180000,0.420000,6.2058
p,1.200000,0.420000,6.2077
p,0.400000,0.440000,6.1530
p,0.420000,0.440000,6.2737
p,0.440000,0.440000,6.7487
p,0.460000,0.440000,7.9453
p,0.480000,0.440000,10.3714
p,0.500000,0.440000,8.2152
p,0.520000,0.440000,7.1067
p,0.540000,0.440000,6.9676
p,0.550000,0.440000,7.0220
p,0.560000,0.440000,7.0520
p,0.580000,0.440000,7.7822
p,0.600000,0.440000,7.1900
p,0.620000,0.440000,7.7003
p,0.640000,0.440000,6.9318
p,0.660000,0.440000,7.0706
p,0.680000,0.440000,7.2926
p,0.700000,0.440000,6.4909
p,0.720000,0.440000,6.3443
p,0.730000,0.440000,6.3056
p,0.740000,0.440000,6.2674
p,0.760000,0.440000,6.1930
p,0.780000,0.440000,6.1211
p,0.800000,0.440000,6.1066
p,0.800000,0.440000,6.1066
p,0.820000,0.440000,6.1094
p,0.840000,0.440000,6.1122
p,0.860000,0.440000,6.1148
p,0.880000,0.440000,6.1174
p,0.890000,0.440000,6.1186
p,0.900000,0.440000,6.1199
p,0.920000,0.440000,6.1222
p,0.940000,0.440000,6.1246
p,0.960000,0.440000,6.1268
p,0.980000,0.440000,6.1289
p,1.000000,0.440000,6.1310
p,1.020000,0.440000,6.1330
p,1.040000,0.440000,6.1349
p,1.060000,0.440000,6.1368
p,1.080000,0.440000,6.1385
p,1.100000,0.440000,6.1403
p,1.120000,0.440000,6.1419
p,1.140000,0.440000,6.1435
p,1.160000,0.440000,6.1451
p,1.180000,0.440000,6.1466
p,1.200000,0.440000,6.1480
p,0.400000,0.460000,6.1195
p,0.420000,0.460000,6.2386
p,0.440000,0.460000,6.8469
p,0.460000,0.460000,8.1769
p,0.480000,0.460000,10.6877
p,0.500000,0.460000,7.6221
p,0.520000,0.460000,6.9853
p,0.540000,0.460000,6.9260
p,0.550000,0.460000,6.9801
p,0.560000,0.460000,7.1590
p,0.580000,0.460000,7.8116
p,0.600000,0.460000,7.2057
p,0.620000,0.460000,7.4925
p,0.640000,0.460000,6.6436
p,0.660000,0.460000,6.5784
p,0.680000,0.460000,7.2144
p,0.700000,0.460000,6.9258
p,0.720000,0.460000,6.3013
p,0.730000,0.460000,6.2614
p,0.740000,0.460000,6.2221
p,0.760000,0.460000,6.1455
p,0.780000,0.460000,6.0714
p,0.800000,0.460000,6.0590
p,0.800000,0.460000,6.0590
p,0.820000,0.460000,6.0609
p,0.840000,0.460000,6.0628
p,0.860000,0.460000,6.0646
p,0.880000,0.460000,6.0663
p,0.890000,0.460000,6.0672
p,0.900000,0.460000,6.0680
p,0.920000,0.460000,6.0696
p,0.940000,0.460000,6.0712
p,0.960000,0.460000,6.0727
p,0.980000,0.460000,6.0742
p,1.000000,0.460000,6.0756
p,1.020000,0.460000,6.0769
p,1.040000,0.460000,6.0782
p,1.060000,0.460000,6.0795
p,1.080000,0.460000,6.0807
p,1.100000,0.460000,6.0819
p,1.120000,0.460000,6.0830
p,1.140000,0.460000,6.0841
p,1.160000,0.460000,6.0852
p,1.180000,0.460000,6.0862
p,1.200000,0.460000,6.0872
p,0.400000,0.480000,6.0855
p,0.420000,0.480000,6.2030
p,0.440000,0.480000,6.9448
p,0.460000,0.480000,8.4085
p,0.480000,0.480000,10.3874
p,0.500000,0.480000,7.2546
p,0.520000,0.480000,6.8626
p,0.540000,0.480000,6.8835
p,0.550000,0.480000,6.9372
p,0.560000,0.480000,7.3951
p,0.580000,0.480000,7.4949
p,0.600000,0.480000,7.4723
p,0.620000,0.480000,7.1488
p,0.640000,0.480000,6.6097
p,0.660000,0.480000,6.5179
p,0.680000,0.480000,6.6970
p,0.700000,0.480000,7.3101
p,0.720000,0.480000,6.6033
p,0.730000,0.480000,6.2236
p,0.740000,0.480000,6.1768
p,0.760000,0.480000,6.0980
p,0.780000,0.480000,6.0216
p,0.800000,0.480000,6.0107
p,0.800000,0.480000,6.0107
p,0.820000,0.480000,6.0117
p,0.840000,0.480000,6.0126
p,0.860000,0.480000,6.0135
p,0.880000,0.480000,6.0144
p,0.890000,0.480000,6.0149
p,0.900000,0.480000,6.0153
p,0.920000,0.480000,6.0161
p,0.940000,0.480000,6.0169
p,0.960000,0.480000,6.0177
p,0.980000,0.480000,6.0184
p,1.000000,0.480000,6.0191
p,1.020000,0.480000,6.0198
p,1.040000,0.480000,6.0205
p,1.060000,0.480000,6.0211
p,1.080000,0.480000,6.0217
p,1.100000,0.480000,6.0223
p,1.120000,0.480000,6.0229
p,1.140000,0.480000,6.0235
p,1.160000,0.480000,6.0240
p,1.180000,0.480000,6.0245
p,1.200000,0.480000,6.0250
p,0.400000,0.500000,6.0511
p,0.420000,0.500000,6.1669
p,0.440000,0.500000,7.0423
p,0.460000,0.500000,8.7112
p,0.480000,0.500000,9.8941
p,0.500000,0.500000,7.0210
p,0.520000,0.500000,6.7387
p,0.540000,0.500000,6.8401
p,0.550000,0.500000,7.0459
p,0.560000,0.500000,7.6246
p,0.580000,0.500000,7.2051
p,0.600000,0.500000,7.7405
p,0.620000,0.500000,6.8036
p,0.640000,0.500000,6.5759
p,0.660000,0.500000,6.4818
p,0.680000,0.500000,6.3904
p,0.700000,0.500000,6.7664
p,0.720000,0.500000,7.0739
p,0.730000,0.500000,6.6981
p,0.740000,0.500000,6.3262
p,0.760000,0.500000,6.0503
p,0.780000,0.500000,5.9717
p,0.800000,0.500000,5.9616
p,0.800000,0.500000,5.9616
p,0.820000,0.500000,5.9616
p,0.840000,0.500000,5.9616
p,0.860000,0.500000,5.9616
p,0.880000,0.500000,5.9616
p,0.890000,0.500000,5.9616
p,0.900000,0.500000,5.9616
p,0.920000,0.500000,5.9616
p,0.940000,0.500000,5.9616
p,0.960000,0.500000,5.9616
p,0.980000,0.500000,5.9616
p,1.000000,0.500000,5.9616
p,1.020000,0.500000,5.9616
p,1.040000,0.500000,5.9616
p,1.060000,0.500000,5.9616
p,1.080000,0.500000,5.9616
p,1.100000,0.500000,5.9616
p,1.120000,0.500000,5.9616
p,1.140000,0.500000,5.9616
p,1.160000,0.500000,5.9616
p,1.180000,0.500000,5.9616
p,1.200000,0.500000,5.9616
e,250.000000,1.980000,6.5148
e,262.233805,1.980000,6.5151
e,275.066273,1.980000,6.5153
e,288.526702,1.980000,6.5155
e,302.645819,1.980000,6.5157
e,317.455858,1.980000,6.5159
e,332.990630,1.980000,6.5160
e,349.285599,1.980000,6.5161
e,366.377966,1.980000,6.5163
e,384.306752,1.980000,6.5164
e,403.112887,1.980000,6.5165
e,422.839305,1.980000,6.5166
e,443.531039,1.980000,6.5167
e,465.235327,1.980000,6.5168
e,488.001719,1.980000,6.5168
e,511.882190,1.980000,6.5169
e,536.931257,1.980000,6.5170
e,563.206106,1.980000,6.5170
e,590.766720,1.980000,6.5171
e,619.676018,1.980000,6.5171
e,650.000000,1.980000,6.5172
e,250.000000,1.982000,6.5298
e,262.233805,1.982000,6.5301
e,275.066273,1.982000,6.5305
e,288.526702,1.982000,6.5308
e,302.645819,1.982000,6.5310
e,317.455858,1.982000,6.5313
e,332.990630,1.982000,6.5315
e,349.285599,1.982000,6.5317
e,366.377966,1.982000,6.5319
e,384.306752,1.982000,6.5321
e,403.112887,1.982000,6.5322
e,422.839305,1.982000,6.5324
e,443.531039,1.982000,6.5325
e,465.235327,1.982000,6.5326
e,488.001719,1.982000,6.5328
e,511.882190,1.982000,6.5329
e,536.931257,1.982000,6.5329
e,563.206106,1.982000,6.5330
e,590.766720,1.982000,6.5331
e,619.676018,1.982000,6.5332
e,650.000000,1.982000,6.5332
e,250.000000,1.984000,6.5501
e,262.233805,1.984000,6.5507
e,275.066273,1.984000,6.5512
e,288.526702,1.984000,6.5517
e,302.645819,1.984000,6.5521
e,317.455858,1.984000,6.5525
e,332.990630,1.984000,6.5529
e,349.285599,1.984000,6.5532
e,366.377966,1.984000,6.5535
e,384.306752,1.984000,6.5538
e,403.112887,1.984000,6.5540
e,422.839305,1.984000,6.5543
e,443.531039,1.984000,6.5545
e,465.235327,1.984000,6.5547
e,488.001719,1.984000,6.5548
e,511.882190,1.984000,6.5550
e,536.931257,1.984000,6.5551
e,563.206106,1.984000,6.5553
e,590.766720,1.984000,6.5554
e,619.676018,1.984000,6.5555
e,650.000000,1.984000,6.5556
e,250.000000,1.986000,6.5789
e,262.233805,1.986000,6.5798
e,275.066273,1.986000,6.5807
e,288.526702,1.986000,6.5814
e,302.645819,1.986000,6.5821
e,317.455858,1.986000,6.5828
e,332.990630,1.986000,6.5834
e,349.285599,1.986000,6.5839
e,366.377966,1.986000,6.5845
e,384.306752,1.986000,6.5849
e,403.112887,1.986000,6.5853
e,422.839305,1.986000,6.5857
e,443.531039,1.986000,6.5861
e,465.235327,1.986000,6.5864
e,488.001719,1.986000,6.5867
e,511.882190,1.986000,6.5870
e,536.931257,1.986000,6.5872
e,563.206106,1.986000,6.5874
e,590.766720,1.986000,6.5876
e,619.676018,1.986000,6.5878
e,650.000000,1.986000,6.5880
e,250.000000,1.988000,6.6211
e,262.233805,1.988000,6.6228
e,275.066273,1.988000,6.6242
e,288.526702,1.988000,6.6256
e,302.645819,1.988000,6.6269
e,317.455858,1.988000,6.6280
e,332.990630,1.988000,6.6291
e,349.285599,1.988000,6.6301
e,366.377966,1.988000,6.6310
e,384.306752,1.988000,6.6318
e,403.112887,1.988000,6.6326
e,422.839305,1.988000,6.6333
e,443.531039,1.988000,6.6339
e,465.235327,1.988000,6.6345
e,488.001719,1.988000,6.6350
e,511.882190,1.988000,6.6355
e,536.931257,1.988000,6.6360
e,563.206106,1.988000,6.6364
e,590.766720,1.988000,6.6367
e,619.676018,1.988000,6.6371
e,650.000000,1.988000,6.6374
e,250.000000,1.990000,6.6863
e,262.233805,1.990000,6.6893
e,275.066273,1.990000,6.6921
e,288.526702,1.990000,6.6948
e,302.645819,1.990000,6.6972
e,317.455858,1.990000,6.6995
e,332.990630,1.990000,6.7016
e,349.285599,1.990000,6.7035
e,366.377966,1.990000,6.7053
e,384.306752,1.990000,6.7069
e,403.112887,1.990000,6.7084
e,422.839305,1.990000,6.7098
e,443.531039,1.990000,6.7111
e,465.235327,1.990000,6.7123
e,488.001719,1.990000,6.7133
e,511.882190,1.990000,6.7143
e,536.931257,1.990000,6.7152
e,563.206106,1.990000,6.7160
e,590.766720,1.990000,6.7168
e,619.676018,1.990000,6.7175
e,650.000000,1.990000,6.7181
e,250.000000,1.992000,6.7924
e,262.233805,1.992000,6.7988
e,275.066273,1.992000,6.8048
e,288.526702,1.992000,6.8105
e,302.645819,1.992000,6.8158
e,317.455858,1.992000,6.8207
e,332.990630,1.992000,6.8253
e,349.285599,1.992000,6.8296
e,366.377966,1.992000,6.8336
e,384.306752,1.992000,6.8409
e,403.112887,1.992000,6.8477
e,422.839305,1.992000,6.8539
e,443.531039,1.992000,6.8597
e,465.235327,1.992000,6.8650
e,488.001719,1.992000,6.8699
e,511.882190,1.992000,6.8744
e,536.931257,1.992000,6.8785
e,563.206106,1.992000,6.8823
e,590.766720,1.992000,6.8858
e,619.676018,1.992000,6.8890
e,650.000000,1.992000,6.8919
e,250.000000,1.994000,7.1161
e,262.233805,1.994000,7.1462
e,275.066273,1.994000,7.1750
e,288.526702,1.994000,7.2026
e,302.645819,1.994000,7.2289
e,317.455858,1.994000,7.2539
e,332.990630,1.994000,7.2776
e,349.285599,1.994000,7.2999
e,366.377966,1.994000,7.3210
e,384.306752,1.994000,7.3407
e,403.112887,1.994000,7.3592
e,422.839305,1.994000,7.3765
e,443.531039,1.994000,7.3926
e,465.235327,1.994000,7.4076
e,488.001719,1.994000,7.4215
e,511.882190,1.994000,7.4344
e,536.931257,1.994000,7.4464
e,563.206106,1.994000,7.4574
e,590.766720,1.994000,7.4676
e,619.676018,1.994000,7.4770
e,650.000000,1.994000,7.4857
e,250.000000,1.996000,7.7619
e,262.233805,1.996000,7.8420
e,275.066273,1.996000,7.9217
e,288.526702,1.996000,8.1127
e,302.645819,1.996000,8.3398
e,317.455858,1.996000,9.6446
e,332.990630,1.996000,12.0362
e,349.285599,1.996000,13.9462
e,366.377966,1.996000,13.6402
e,384.306752,1.996000,11.2593
e,403.112887,1.996000,9.3130
e,422.839305,1.996000,8.5201
e,443.531039,1.996000,8.3706
e,465.235327,1.996000,8.2320
e,488.001719,1.996000,8.1009
e,511.882190,1.996000,8.0281
e,536.931257,1.996000,8.0277
e,563.206106,1.996000,7.9924
e,590.766720,1.996000,7.9502
e,619.676018,1.996000,7.9107
e,650.000000,1.996000,7.8739
e,250.000000,1.998000,8.0336
e,262.233805,1.998000,7.9069
e,275.066273,1.998000,7.6872
e,288.526702,1.998000,7.4565
e,302.645819,1.998000,7.2152
e,317.455858,1.998000,6.9634
e,332.990630,1.998000,6.7754
e,349.285599,1.998000,6.6409
e,366.377966,1.998000,6.5023
e,384.306752,1.998000,6.4371
e,403.112887,1.998000,6.4371
e,422.839305,1.998000,6.4371
e,443.531039,1.998000,6.4371
e,465.235327,1.998000,6.4371
e,488.001719,1.998000,6.4371
e,511.882190,1.998000,6.4371
e,536.931257,1.998000,6.4371
e,563.206106,1.998000,6.4371
e,590.766720,1.998000,6.4371
e,619.676018,1.998000,6.4371
e,650.000000,1.998000,6.4371
e,250.000000,2.000000,7.4606
e,262.233805,2.000000,7.1313
e,275.066273,2.000000,6.8054
e,288.526702,2.000000,6.6083
e,302.645819,2.000000,6.4371
e,317.455858,2.000000,6.4371
e,332.990630,2.000000,6.4371
e,349.285599,2.000000,6.4371
e,366.377966,2.000000,6.4371
e,384.306752,2.000000,6.4371
e,403.112887,2.000000,6.4371
e,422.839305,2.000000,6.4371
e,443.531039,2.000000,6.4371
e,465.235327,2.000000,6.4371
e,488.001719,2.000000,6.4371
e,511.882190,2.000000,6.4371
e,536.931257,2.000000,6.4371
e,563.206106,2.000000,6.4371
e,590.766720,2.000000,6.4371
e,619.676018,2.000000,6.4371
e,650.000000,2.000000,6.4371
e,250.000000,2.002000,8.0443
e,262.233805,2.002000,7.9183
e,275.066273,2.002000,7.6995
e,288.526702,2.002000,7.4697
e,302.645819,2.002000,7.2293
e,317.455858,2.002000,6.9786
e,332.990630,2.002000,6.7754
e,349.285599,2.002000,6.6409
e,366.377966,2.002000,6.5023
e,384.306752,2.002000,6.4371
e,403.112887,2.002000,6.4371
e,422.839305,2.002000,6.4371
e,443.531039,2.002000,6.4371
e,465.235327,2.002000,6.4371
e,488.001719,2.002000,6.4371
e,511.882190,2.002000,6.4371
e,536.931257,2.002000,6.4371
e,563.206106,2.002000,6.4371
e,590.766720,2.002000,6.4371
e,619.676018,2.002000,6.4371
e,650.000000,2.002000,6.4371
e,250.000000,2.004000,7.7484
e,262.233805,2.004000,7.8279
e,275.066273,2.004000,7.9070
e,288.526702,2.004000,8.1550
e,302.645819,2.004000,8.4155
e,317.455858,2.004000,9.8634
e,332.990630,2.004000,12.3249
e,349.285599,2.004000,14.5991
e,366.377966,2.004000,13.4996
e,384.306752,2.004000,10.6066
e,403.112887,2.004000,9.0999
e,422.839305,2.004000,8.4636
e,443.531039,2.004000,8.3165
e,465.235327,2.004000,8.1769
e,488.001719,2.004000,8.0496
e,511.882190,2.004000,8.0496
e,536.931257,2.004000,8.0496
e,563.206106,2.004000,8.0146
e,590.766720,2.004000,7.9727
e,619.676018,2.004000,7.9335
e,650.000000,2.004000,7.8970
e,250.000000,2.004200,7.6669
e,262.233805,2.004200,7.7387
e,275.066273,2.004200,7.8098
e,288.526702,2.004200,7.8799
e,302.645819,2.004200,8.0274
e,317.455858,2.004200,8.2658
e,332.990630,2.004200,8.5643
e,349.285599,2.004200,10.0639
e,366.377966,2.004200,12.1123
e,384.306752,2.004200,13.9527
e,403.112887,2.004200,14.5894
e,422.839305,2.004200,12.4923
e,443.531039,2.004200,10.4339
e,465.235327,2.004200,9.3380
e,488.001719,2.004200,8.6024
e,511.882190,2.004200,8.4235
e,536.931257,2.004200,8.3226
e,563.206106,2.004200,8.2282
e,590.766720,2.004200,8.1400
e,619.676018,2.004200,8.0578
e,650.000000,2.004200,8.0501
e,250.000000,2.006000,7.1036
e,262.233805,2.006000,7.1333
e,275.066273,2.006000,7.1618
e,288.526702,2.006000,7.1891
e,302.645819,2.006000,7.2151
e,317.455858,2.006000,7.2398
e,332.990630,2.006000,7.2632
e,349.285599,2.006000,7.2853
e,366.377966,2.006000,7.3060
e,384.306752,2.006000,7.3256
e,403.112887,2.006000,7.3438
e,422.839305,2.006000,7.3609
e,443.531039,2.006000,7.3769
e,465.235327,2.006000,7.3917
e,488.001719,2.006000,7.4054
e,511.882190,2.006000,7.4182
e,536.931257,2.006000,7.4300
e,563.206106,2.006000,7.4409
e,590.766720,2.006000,7.4510
e,619.676018,2.006000,7.4603
e,650.000000,2.006000,7.4688
e,250.000000,2.008000,6.7815
e,262.233805,2.008000,6.7877
e,275.066273,2.008000,6.7936
e,288.526702,2.008000,6.7991
e,302.645819,2.008000,6.8042
e,317.455858,2.008000,6.8090
e,332.990630,2.008000,6.8135
e,349.285599,2.008000,6.8176
e,366.377966,2.008000,6.8215
e,384.306752,2.008000,6.8286
e,403.112887,2.008000,6.8353
e,422.839305,2.008000,6.8414
e,443.531039,2.008000,6.8471
e,465.235327,2.008000,6.8524
e,488.001719,2.008000,6.8572
e,511.882190,2.008000,6.8616
e,536.931257,2.008000,6.8657
e,563.206106,2.008000,6.8694
e,590.766720,2.008000,6.8728
e,619.676018,2.008000,6.8760
e,650.000000,2.008000,6.8789
