sheet,eps,s,fitness
e,250.000000,2.010000,6.6769
e,262.233805,2.010000,6.6798
e,275.066273,2.010000,6.6825
e,288.526702,2.010000,6.6851
e,302.645819,2.010000,6.6874
e,317.455858,2.010000,6.6896
e,332.990630,2.010000,6.6916
e,349.285599,2.010000,6.6935
e,366.377966,2.010000,6.6952
e,384.306752,2.010000,6.6967
e,403.112887,2.010000,6.6982
e,422.839305,2.010000,6.6995
e,443.531039,2.010000,6.7008
e,465.235327,2.010000,6.7019
e,488.001719,2.010000,6.7029
e,511.882190,2.010000,6.7039
e,536.931257,2.010000,6.7047
e,563.206106,2.010000,6.7055
e,590.766720,2.010000,6.7062
e,619.676018,2.010000,6.7069
e,650.000000,2.010000,6.7075
e,250.000000,2.012000,6.6130
e,262.233805,2.012000,6.6145
e,275.066273,2.012000,6.6159
e,288.526702,2.012000,6.6172
e,302.645819,2.012000,6.6184
e,317.455858,2.012000,6.6195
e,332.990630,2.012000,6.6206
e,349.285599,2.012000,6.6215
e,366.377966,2.012000,6.6224
e,384.306752,2.012000,6.6231
e,403.112887,2.012000,6.6239
e,422.839305,2.012000,6.6245
e,443.531039,2.012000,6.6251
e,465.235327,2.012000,6.6257
e,488.001719,2.012000,6.6262
e,511.882190,2.012000,6.6267
e,536.931257,2.012000,6.6271
e,563.206106,2.012000,6.6275
e,590.766720,2.012000,6.6278
e,619.676018,2.012000,6.6282
e,650.000000,2.012000,6.6285
e,250.000000,2.014000,6.5717
e,262.233805,2.014000,6.5726
e,275.066273,2.014000,6.5734
e,288.526702,2.014000,6.5741
e,302.645819,2.014000,6.5748
e,317.455858,2.014000,6.5754
e,332.990630,2.014000,6.5760
e,349.285599,2.014000,6.5765
e,366.377966,2.014000,6.5770
e,384.306752,2.014000,6.5774
e,403.112887,2.014000,6.5778
e,422.839305,2.014000,6.5782
e,443.531039,2.014000,6.5785
e,465.235327,2.014000,6.5788
e,488.001719,2.014000,6.5791
e,511.882190,2.014000,6.5793
e,536.931257,2.014000,6.5796
e,563.206106,2.014000,6.5798
e,590.766720,2.014000,6.5800
e,619.676018,2.014000,6.5801
e,650.000000,2.014000,6.5803
e,250.000000,2.016000,6.5437
e,262.233805,2.016000,6.5442
e,275.066273,2.016000,6.5447
e,288.526702,2.016000,6.5452
e,302.645819,2.016000,6.5456
e,317.455858,2.016000,6.5459
e,332.990630,2.016000,6.5463
e,349.285599,2.016000,6.5466
e,366.377966,2.016000,6.5469
e,384.306752,2.016000,6.5471
e,403.112887,2.016000,6.5474
e,422.839305,2.016000,6.5476
e,443.531039,2.016000,6.5478
e,465.235327,2.016000,6.5480
e,488.001719,2.016000,6.5481
e,511.882190,2.016000,6.5483
e,536.931257,2.016000,6.5484
e,563.206106,2.016000,6.5485
e,590.766720,2.016000,6.5486
e,619.676018,2.016000,6.5488
e,650.000000,2.016000,6.5488
e,250.000000,2.018000,6.5240
e,262.233805,2.018000,6.5243
e,275.066273,2.018000,6.5246
e,288.526702,2.018000,6.5249
e,302.645819,2.018000,6.5252
e,317.455858,2.018000,6.5254
e,332.990630,2.018000,6.5256
e,349.285599,2.018000,6.5258
e,366.377966,2.018000,6.5260
e,384.306752,2.018000,6.5261
e,403.112887,2.018000,6.5263
e,422.839305,2.018000,6.5264
e,443.531039,2.018000,6.5266
e,465.235327,2.018000,6.5267
e,488.001719,2.018000,6.5268
e,511.882190,2.018000,6.5269
e,536.931257,2.018000,6.5269
e,563.206106,2.018000,6.5270
e,590.766720,2.018000,6.5271
e,619.676018,2.018000,6.5272
e,650.000000,2.018000,6.5272
e,250.000000,2.020000,6.5096
e,262.233805,2.020000,6.5098
e,275.066273,2.020000,6.5100
e,288.526702,2.020000,6.5102
e,302.645819,2.020000,6.5104
e,317.455858,2.020000,6.5105
e,332.990630,2.020000,6.5107
e,349.285599,2.020000,6.5108
e,366.377966,2.020000,6.5109
e,384.306752,2.020000,6.5110
e,403.112887,2.020000,6.5111
e,422.839305,2.020000,6.5112
e,443.531039,2.020000,6.5113
e,465.235327,2.020000,6.5114
e,488.001719,2.020000,6.5114
e,511.882190,2.020000,6.5115
e,536.931257,2.020000,6.5115
e,563.206106,2.020000,6.5116
e,590.766720,2.020000,6.5116
e,619.676018,2.020000,6.5117
e,650.000000,2.020000,6.5117
e,250.000000,2.022000,6.4988
e,262.233805,2.022000,6.4989
e,275.066273,2.022000,6.4991
e,288.526702,2.022000,6.4992
e,302.645819,2.022000,6.4993
e,317.455858,2.022000,6.4994
e,332.990630,2.022000,6.4995
e,349.285599,2.022000,6.4996
e,366.377966,2.022000,6.4997
e,384.306752,2.022000,6.4998
e,403.112887,2.022000,6.4998
e,422.839305,2.022000,6.4999
e,443.531039,2.022000,6.5000
e,465.235327,2.022000,6.5000
e,488.001719,2.022000,6.5001
e,511.882190,2.022000,6.5001
e,536.931257,2.022000,6.5001
e,563.206106,2.022000,6.5002
e,590.766720,2.022000,6.5002
e,619.676018,2.022000,6.5002
e,650.000000,2.022000,6.5003
e,250.000000,2.024000,6.4905
e,262.233805,2.024000,6.4906
e,275.066273,2.024000,6.4907
e,288.526702,2.024000,6.4908
e,302.645819,2.024000,6.4909
e,317.455858,2.024000,6.4910
e,332.990630,2.024000,6.4910
e,349.285599,2.024000,6.4911
e,366.377966,2.024000,6.4911
e,384.306752,2.024000,6.4912
e,403.112887,2.024000,6.4912
e,422.839305,2.024000,6.4913
e,443.531039,2.024000,6.4913
e,465.235327,2.024000,6.4914
e,488.001719,2.024000,6.4914
e,511.882190,2.024000,6.4914
e,536.931257,2.024000,6.4914
e,563.206106,2.024000,6.4915
e,590.766720,2.024000,6.4915
e,619.676018,2.024000,6.4915
e,650.000000,2.024000,6.4915
e,250.000000,2.026000,6.4840
e,262.233805,2.026000,6.4841
e,275.066273,2.026000,6.4841
e,288.526702,2.026000,6.4842
e,302.645819,2.026000,6.4843
e,317.455858,2.026000,6.4843
e,332.990630,2.026000,6.4844
e,349.285599,2.026000,6.4844
e,366.377966,2.026000,6.4845
e,384.306752,2.026000,6.4845
e,403.112887,2.026000,6.4845
e,422.839305,2.026000,6.4846
e,443.531039,2.026000,6.4846
e,465.235327,2.026000,6.4846
e,488.001719,2.026000,6.4846
e,511.882190,2.026000,6.4847
e,536.931257,2.026000,6.4847
e,563.206106,2.026000,6.4847
e,590.766720,2.026000,6.4847
e,619.676018,2.026000,6.4847
e,650.000000,2.026000,6.4847
e,250.000000,2.028000,6.4788
e,262.233805,2.028000,6.4789
e,275.066273,2.028000,6.4789
e,288.526702,2.028000,6.4790
e,302.645819,2.028000,6.4790
e,317.455858,2.028000,6.4791
e,332.990630,2.028000,6.4791
e,349.285599,2.028000,6.4791
e,366.377966,2.028000,6.4792
e,384.306752,2.028000,6.4792
e,403.112887,2.028000,6.4792
e,422.839305,2.028000,6.4792
e,443.531039,2.028000,6.4793
e,465.235327,2.028000,6.4793
e,488.001719,2.028000,6.4793
e,511.882190,2.028000,6.4793
e,536.931257,2.028000,6.4793
e,563.206106,2.028000,6.4793
e,590.766720,2.028000,6.4793
e,619.676018,2.028000,6.4794
e,650.000000,2.028000,6.4794
e,250.000000,2.030000,6.4746
e,262.233805,2.030000,6.4746
e,275.066273,2.030000,6.4747
e,288.526702,2.030000,6.4747
e,302.645819,2.030000,6.4748
e,317.455858,2.030000,6.4748
e,332.990630,2.030000,6.4748
e,349.285599,2.030000,6.4748
e,366.377966,2.030000,6.4749
e,384.306752,2.030000,6.4749
e,403.112887,2.030000,6.4749
e,422.839305,2.030000,6.4749
e,443.531039,2.030000,6.4749
e,465.235327,2.030000,6.4750
e,488.001719,2.030000,6.4750
e,511.882190,2.030000,6.4750
e,536.931257,2.030000,6.4750
e,563.206106,2.030000,6.4750
e,590.766720,2.030000,6.4750
e,619.676018,2.030000,6.4750
e,650.000000,2.030000,6.4750
nu,1.000000,0.005000,14.9105
nu,2.000000,0.005000,14.9105
nu,3.000000,0.005000,14.9105
nu,4.000000,0.005000,14.9105
nu,5.000000,0.005000,14.9105
nu,6.000000,0.005000,14.9105
nu,7.000000,0.005000,14.9105
nu,8.000000,0.005000,14.9105
nu,9.000000,0.005000,14.9105
nu,10.000000,0.005000,14.9105
nu,1.000000,0.015000,14.9105
nu,2.000000,0.015000,14.9105
nu,3.000000,0.015000,14.9105
nu,4.000000,0.015000,14.9105
nu,5.000000,0.015000,14.9105
nu,6.000000,0.015000,14.9105
nu,7.000000,0.015000,14.9105
nu,8.000000,0.015000,14.9105
nu,9.000000,0.015000,14.9105
nu,10.000000,0.015000,14.9105
nu,1.000000,0.022000,14.9105
nu,2.000000,0.022000,14.9105
nu,3.000000,0.022000,14.9105
nu,4.000000,0.022000,14.9105
nu,5.000000,0.022000,14.9105
nu,6.000000,0.022000,14.9105
nu,7.000000,0.022000,14.9105
nu,8.000000,0.022000,14.9105
nu,9.000000,0.022000,14.9105
nu,10.000000,0.022000,14.9105
nu,1.000000,0.025000,14.9105
nu,2.000000,0.025000,14.9105
nu,3.000000,0.025000,14.9105
nu,4.000000,0.025000,14.9105
nu,5.000000,0.025000,14.9105
nu,6.000000,0.025000,14.9105
nu,7.000000,0.025000,14.9105
nu,8.000000,0.025000,14.9105
nu,9.000000,0.025000,14.9105
nu,10.000000,0.025000,14.9105
nu,1.000000,0.035000,14.9105
nu,2.000000,0.035000,14.9105
nu,3.000000,0.035000,14.9105
nu,4.000000,0.035000,14.9105
nu,5.000000,0.035000,14.9105
nu,6.000000,0.035000,14.9105
nu,7.000000,0.035000,14.9105
nu,8.000000,0.035000,14.9105
nu,9.000000,0.035000,14.9105
nu,10.000000,0.035000,14.9105
nu,1.000000,0.045000,14.9105
nu,2.000000,0.045000,14.9105
nu,3.000000,0.045000,14.9105
nu,4.000000,0.045000,14.9105
nu,5.000000,0.045000,14.9105
nu,6.000000,0.045000,14.9105
nu,7.000000,0.045000,14.9105
nu,8.000000,0.045000,14.9105
nu,9.000000,0.045000,14.9105
nu,10.000000,0.045000,14.9105
nu,1.000000,0.055000,14.9105
nu,2.000000,0.055000,14.9105
nu,3.000000,0.055000,14.9105
nu,4.000000,0.055000,14.9105
nu,5.000000,0.055000,14.9105
nu,6.000000,0.055000,14.9105
nu,7.000000,0.055000,14.9105
nu,8.000000,0.055000,14.9105
nu,9.000000,0.055000,14.9105
nu,10.000000,0.055000,14.9105
nu,1.000000,0.065000,14.9105
nu,2.000000,0.065000,14.9105
nu,3.000000,0.065000,14.9105
nu,4.000000,0.065000,14.9105
nu,5.000000,0.065000,14.9105
nu,6.000000,0.065000,14.9105
nu,7.000000,0.065000,14.9105
nu,8.000000,0.065000,14.9105
nu,9.000000,0.065000,14.9105
nu,10.000000,0.065000,14.9105
nu,1.000000,0.075000,14.9105
nu,2.000000,0.075000,14.9105
nu,3.000000,0.075000,14.9105
nu,4.000000,0.075000,14.9105
nu,5.000000,0.075000,14.9105
nu,6.000000,0.075000,14.9105
nu,7.000000,0.075000,14.9105
nu,8.000000,0.075000,14.9105
nu,9.000000,0.075000,14.9105
nu,10.000000,0.075000,14.9105
nu,1.000000,0.085000,14.9105
nu,2.000000,0.085000,14.9105
nu,3.000000,0.085000,14.9105
nu,4.000000,0.085000,14.9105
nu,5.000000,0.085000,14.9105
nu,6.000000,0.085000,14.9105
nu,7.000000,0.085000,14.9105
nu,8.000000,0.085000,14.9105
nu,9.000000,0.085000,14.9105
nu,10.000000,0.085000,14.9105
nu,1.000000,0.095000,14.9105
nu,2.000000,0.095000,14.9105
nu,3.000000,0.095000,14.9105
nu,4.000000,0.095000,14.9105
nu,5.000000,0.095000,14.9105
nu,6.000000,0.095000,14.9105
nu,7.000000,0.095000,14.9105
nu,8.000000,0.095000,14.9105
nu,9.000000,0.095000,14.9105
nu,10.000000,0.095000,14.9105
