eps_e,s_e,fitness,n_ghosts,n_sub_electron
412.8583,1.9840,1.0000,6,1
422.8393,1.9840,1.0000,6,0
433.0616,1.9840,1.0000,6,0
443.5310,1.9840,1.0000,6,1
454.2536,1.9840,1.0000,6,1
465.2353,1.9840,1.0000,6,0
476.4826,1.9840,1.0000,6,0
488.0017,1.9840,1.0000,6,0
499.7993,1.9840,1.0000,6,1
511.8822,1.9840,1.0000,6,0
524.2571,1.9840,1.0000,6,1
536.9313,1.9840,1.0000,6,1
549.9118,1.9840,1.0000,6,0
563.2061,1.9840,1.0000,6,1
576.8218,1.9840,1.0000,6,0
590.7667,1.9840,1.0000,6,1
605.0487,1.9840,1.0000,6,0
619.6760,1.9840,1.0000,6,1
634.6569,1.9840,1.0000,6,0
650.0000,1.9840,1.0000,6,0
250.0000,1.9860,1.9434,6,0
256.0438,1.9860,1.8550,6,1
262.2338,1.9860,1.7703,6,1
268.5734,1.9860,1.8434,6,0
275.0663,1.9860,1.9204,6,1
281.7161,1.9860,1.9941,6,1
288.5267,1.9860,1.9353,6,1
295.5019,1.9860,1.8677,6,1
302.6458,1.9860,1.8031,6,0
309.9624,1.9860,1.7412,6,0
317.4559,1.9860,1.6819,6,0
325.1305,1.9860,1.6253,6,0
332.9906,1.9860,1.5711,6,0
341.0408,1.9860,1.5193,6,1
349.2856,1.9860,1.4697,6,1
357.7297,1.9860,1.4223,6,1
366.3780,1.9860,1.3771,6,0
375.2353,1.9860,1.3338,6,1
384.3068,1.9860,1.2924,6,1
393.5975,1.9860,1.2528,6,1
403.1129,1.9860,1.2151,6,0
412.8583,1.9860,1.1790,6,1
422.8393,1.9860,1.1445,6,0
433.0616,1.9860,1.1115,6,1
443.5310,1.9860,1.0801,6,1
454.2536,1.9860,1.0500,6,0
465.2353,1.9860,1.0213,6,1
476.4826,1.9860,1.0000,6,1
488.0017,1.9860,1.0000,6,1
499.7993,1.9860,1.0000,6,0
511.8822,1.9860,1.0000,6,0
524.2571,1.9860,1.0000,6,1
536.9313,1.9860,1.0000,6,1
549.9118,1.9860,1.0000,6,0
563.2061,1.9860,1.0000,6,1
576.8218,1.9860,1.0000,6,1
590.7667,1.9860,1.0000,6,1
605.0487,1.9860,1.0000,6,1
619.6760,1.9860,1.0000,6,1
634.6569,1.9860,1.0000,6,0
650.0000,1.9860,1.0000,6,1
250.0000,1.9880,1.0000,5,1
256.0438,1.9880,1.0000,5,0
262.2338,1.9880,1.0000,5,0
268.5734,1.9880,1.0000,5,1
275.0663,1.9880,1.0000,5,1
281.7161,1.9880,1.0000,5,0
288.5267,1.9880,1.0000,5,0
295.5019,1.9880,1.0000,5,1
302.6458,1.9880,1.0000,5,1
309.9624,1.9880,1.0000,5,0
317.4559,1.9880,1.0000,5,0
325.1305,1.9880,1.0000,5,1
332.9906,1.9880,1.0000,5,0
341.0408,1.9880,1.0000,5,0
349.2856,1.9880,1.0000,5,1
357.7297,1.9880,1.0000,5,1
366.3780,1.9880,1.0000,5,1
375.2353,1.9880,1.0000,5,1
384.3068,1.9880,1.0000,5,1
393.5975,1.9880,1.0000,5,1
403.1129,1.9880,1.0000,5,0
412.8583,1.9880,1.0000,5,0
422.8393,1.9880,1.0000,5,0
433.0616,1.9880,1.0000,5,0
443.5310,1.9880,1.0000,5,0
454.2536,1.9880,1.0000,5,1
465.2353,1.9880,1.0000,5,1
476.4826,1.9880,1.0000,5,0
488.0017,1.9880,1.0000,5,1
499.7993,1.9880,1.0000,5,1
511.8822,1.9880,1.0000,5,1
524.2571,1.9880,1.0000,5,1
536.9313,1.9880,1.0000,5,0
549.9118,1.9880,1.0000,5,1
563.2061,1.9880,1.0000,5,0
576.8218,1.9880,1.0000,5,1
590.7667,1.9880,1.0000,5,1
605.0487,1.9880,1.0000,5,1
619.6760,1.9880,1.0000,5,0
634.6569,1.9880,1.0000,5,1
650.0000,1.9880,1.0000,5,1
250.0000,1.9900,1.0000,5,1
256.0438,1.9900,1.0000,5,0
262.2338,1.9900,1.0000,5,1
268.5734,1.9900,1.0000,5,1
275.0663,1.9900,1.0000,5,0
281.7161,1.9900,1.0000,5,1
288.5267,1.9900,1.0000,5,0
295.5019,1.9900,1.0000,5,0
302.6458,1.9900,1.0000,5,1
309.9624,1.9900,1.0000,5,1
317.4559,1.9900,1.0000,5,1
325.1305,1.9900,1.0000,5,1
332.9906,1.9900,1.0000,5,0
341.0408,1.9900,1.0000,5,1
349.2856,1.9900,1.0000,5,1
357.7297,1.9900,1.0000,5,0
366.3780,1.9900,1.0000,5,0
375.2353,1.9900,1.0000,5,0
384.3068,1.9900,1.0000,5,0
393.5975,1.9900,1.0000,5,1
403.1129,1.9900,1.0000,5,0
412.8583,1.9900,1.0000,5,1
422.8393,1.9900,1.0000,5,0
433.0616,1.9900,1.0000,5,1
443.5310,1.9900,1.0000,5,1
454.2536,1.9900,1.0000,5,0
465.2353,1.9900,1.0000,5,1
476.4826,1.9900,1.0000,5,0
488.0017,1.9900,1.0000,5,0
499.7993,1.9900,1.0000,5,0
511.8822,1.9900,1.0000,5,1
524.2571,1.9900,1.0000,5,0
536.9313,1.9900,1.0000,5,0
549.9118,1.9900,1.0000,5,0
563.2061,1.9900,1.0000,5,1
576.8218,1.9900,1.0000,5,1
590.7667,1.9900,1.0000,5,0
605.0487,1.9900,1.0000,5,1
619.6760,1.9900,1.0000,5,1
634.6569,1.9900,1.0000,5,1
650.0000,1.9900,1.0000,5,0
250.0000,1.9920,1.8243,5,0
256.0438,1.9920,1.9416,5,0
262.2338,1.9920,1.7153,5,1
268.5734,1.9920,1.4967,5,0
275.0663,1.9920,1.2857,4,0
281.7161,1.9920,1.2751,4,1
288.5267,1.9920,1.4652,4,1
295.5019,1.9920,1.6486,4,1
302.6458,1.9920,1.8253,4,1
309.9624,1.9920,1.9955,4,0
317.4559,1.9920,1.8405,4,1
325.1305,1.9920,1.6827,4,0
332.9906,1.9920,1.5309,4,1
341.0408,1.9920,1.3848,4,1
349.2856,1.9920,1.2444,4,0
357.7297,1.9920,1.1937,4,0
366.3780,1.9920,1.3190,4,0
375.2353,1.9920,1.4394,4,0
384.3068,1.9920,1.5550,4,1
393.5975,1.9920,1.6660,4,0
403.1129,1.9920,1.7725,4,1
412.8583,1.9920,1.8746,4,0
422.8393,1.9920,1.9726,4,1
433.0616,1.9920,1.9334,4,0
443.5310,1.9920,1.8434,4,0
454.2536,1.9920,1.7571,4,0
465.2353,1.9920,1.6744,4,1
476.4826,1.9920,1.5951,4,1
488.0017,1.9920,1.5193,4,0
499.7993,1.9920,1.4466,4,1
511.8822,1.9920,1.3770,4,1
524.2571,1.9920,1.3105,4,1
536.9313,1.9920,1.2467,4,1
549.9118,1.9920,1.1858,4,1
563.2061,1.9920,1.1459,4,0
576.8218,1.9920,1.1998,4,0
590.7667,1.9920,1.2514,4,1
605.0487,1.9920,1.3007,4,0
619.6760,1.9920,1.3478,4,1
634.6569,1.9920,1.3929,4,0
650.0000,1.9920,1.4360,4,0
250.0000,1.9940,1.8631,4,0
256.0438,1.9940,1.7992,4,1
262.2338,1.9940,1.4470,4,0
268.5734,1.9940,1.1043,4,1
275.0663,1.9940,1.2040,4,1
281.7161,1.9940,1.5151,4,1
288.5267,1.9940,1.8173,4,1
295.5019,1.9940,1.9144,4,0
302.6458,1.9940,1.6301,4,0
309.9624,1.9940,1.3544,4,0
317.4559,1.9940,1.0874,4,1
325.1305,1.9940,1.0641,4,1
332.9906,1.9940,1.3040,4,1
341.0408,1.9940,1.5360,4,0
349.2856,1.9940,1.7603,4,0
357.7297,1.9940,1.9770,4,0
366.3780,1.9940,1.8400,4,1
375.2353,1.9940,1.6381,4,1
384.3068,1.9940,1.4435,4,0
393.5975,1.9940,1.2557,4,0
403.1129,1.9940,1.0748,4,0
412.8583,1.9940,1.0000,4,1
422.8393,1.9940,1.0645,4,0
433.0616,1.9940,1.2191,4,0
443.5310,1.9940,1.3679,4,1
454.2536,1.9940,1.5110,4,0
465.2353,1.9940,1.6486,4,1
476.4826,1.9940,1.7809,4,0
488.0017,1.9940,1.9079,4,0
499.7993,1.9940,1.9973,4,1
511.8822,1.9940,1.8801,4,0
524.2571,1.9940,1.7677,4,1
536.9313,1.9940,1.6598,4,0
549.9118,1.9940,1.5563,4,0
563.2061,1.9940,1.4570,4,1
576.8218,1.9940,1.3618,4,0
590.7667,1.9940,1.2706,4,1
605.0487,1.9940,1.1831,4,1
619.6760,1.9940,1.0993,4,1
634.6569,1.9940,1.0190,4,1
650.0000,1.9940,1.0000,4,1
250.0000,1.9960,1.1718,4,1
256.0438,1.9960,1.0000,4,0
262.2338,1.9960,1.4463,4,0
268.5734,1.9960,1.9952,4,1
275.0663,1.9960,1.4661,4,0
281.7161,1.9960,1.0000,4,1
288.5267,1.9960,1.0000,4,1
295.5019,1.9960,1.4105,4,1
302.6458,1.9960,1.8984,4,1
309.9624,1.9960,1.6450,4,0
317.4559,1.9960,1.1756,4,1
325.1305,1.9960,1.0000,4,0
332.9906,1.9960,1.0000,4,1
341.0408,1.9960,1.2992,4,0
349.2856,1.9960,2.0625,4,1
357.7297,1.9960,2.6710,4,1
366.3780,1.9960,2.3959,4,0
375.2353,1.9960,2.0445,4,1
384.3068,1.9960,1.5272,4,1
393.5975,1.9960,1.1735,4,0
403.1129,1.9960,1.0000,4,1
412.8583,1.9960,1.2122,4,0
422.8393,1.9960,1.5231,4,1
433.0616,1.9960,1.8251,4,1
443.5310,1.9960,1.9069,4,1
454.2536,1.9960,1.6227,4,0
465.2353,1.9960,1.3473,4,0
476.4826,1.9960,1.0805,4,0
488.0017,1.9960,1.0000,4,0
499.7993,1.9960,1.0000,4,1
511.8822,1.9960,1.0000,4,1
524.2571,1.9960,1.0000,4,0
536.9313,1.9960,1.0000,4,0
549.9118,1.9960,1.1008,3,0
563.2061,1.9960,1.2981,3,0
576.8218,1.9960,1.4885,3,0
590.7667,1.9960,1.6721,3,1
605.0487,1.9960,1.8490,3,0
619.6760,1.9960,1.9927,3,1
634.6569,1.9960,1.8432,3,1
650.0000,1.9960,1.6853,3,0
250.0000,1.9980,1.0000,4,0
256.0438,1.9980,1.1621,3,1
262.2338,1.9980,1.9167,3,1
268.5734,1.9980,1.0000,3,1
275.0663,1.9980,1.0000,3,0
281.7161,1.9980,1.4163,3,0
288.5267,1.9980,1.6992,3,1
295.5019,1.9980,1.0000,3,1
302.6458,1.9980,1.0000,3,0
309.9624,1.9980,1.2538,3,0
317.4559,1.9980,1.9101,3,1
325.1305,1.9980,1.0560,3,1
332.9906,1.9980,1.0000,3,1
341.0408,1.9980,1.0000,3,0
349.2856,1.9980,1.4162,3,1
357.7297,1.9980,1.8072,3,1
366.3780,1.9980,1.0144,3,1
375.2353,1.9980,1.0000,3,1
384.3068,1.9980,1.0000,3,0
393.5975,1.9980,1.0000,3,0
403.1129,1.9980,1.6470,3,0
412.8583,1.9980,1.6542,3,1
422.8393,1.9980,1.0000,3,0
433.0616,1.9980,1.0000,3,0
443.5310,1.9980,1.0000,3,1
454.2536,1.9980,1.0000,3,0
465.2353,1.9980,1.0000,3,1
476.4826,1.9980,1.6095,3,1
488.0017,1.9980,1.7927,3,1
499.7993,1.9980,1.1820,3,1
511.8822,1.9980,1.0000,3,1
524.2571,1.9980,1.0000,3,0
536.9313,1.9980,1.0000,3,1
549.9118,1.9980,1.0000,3,1
563.2061,1.9980,1.0000,3,1
576.8218,1.9980,1.0000,3,0
590.7667,1.9980,1.4022,3,0
605.0487,1.9980,1.8903,3,1
619.6760,1.9980,1.6530,3,0
634.6569,1.9980,1.1834,3,0
650.0000,1.9980,1.0000,3,0
250.0000,2.0000,1.6726,3,1
256.0438,2.0000,1.0000,3,0
262.2338,2.0000,1.0195,3,0
268.5734,2.0000,1.7954,3,1
275.0663,2.0000,1.0000,3,0
281.7161,2.0000,1.0000,3,1
288.5267,2.0000,1.7856,3,0
295.5019,2.0000,1.0108,3,1
302.6458,2.0000,1.0000,3,1
309.9624,2.0000,1.0274,3,1
317.4559,2.0000,1.7874,3,0
325.1305,2.0000,1.0000,3,0
332.9906,2.0000,1.0000,3,1
341.0408,2.0000,1.0392,3,0
349.2856,2.0000,1.7753,3,0
357.7297,2.0000,1.0000,3,1
366.3780,2.0000,1.0000,3,0
375.2353,2.0000,1.0000,3,0
384.3068,2.0000,1.7344,3,1
393.5975,2.0000,1.0632,3,1
403.1129,2.0000,1.0000,3,0
412.8583,2.0000,1.0000,3,1
422.8393,2.0000,1.0000,3,0
433.0616,2.0000,1.8169,3,0
443.5310,2.0000,1.0000,3,1
454.2536,2.0000,1.0000,3,1
465.2353,2.0000,1.0000,3,0
476.4826,2.0000,1.0000,3,1
488.0017,2.0000,1.1198,3,0
499.7993,2.0000,1.6927,3,0
511.8822,2.0000,1.0000,3,0
524.2571,2.0000,1.0000,3,1
536.9313,2.0000,1.0000,3,0
549.9118,2.0000,1.0000,3,0
563.2061,2.0000,1.0000,3,1
576.8218,2.0000,1.7657,3,0
590.7667,2.0000,1.0312,3,1
605.0487,2.0000,1.0000,3,1
619.6760,2.0000,1.0000,3,1
634.6569,2.0000,1.0000,3,0
650.0000,2.0000,1.0000,3,0
250.0000,2.0020,1.0000,4,1
256.0438,2.0020,1.1621,3,0
262.2338,2.0020,1.9167,3,0
268.5734,2.0020,1.0000,3,0
275.0663,2.0020,1.0000,3,0
281.7161,2.0020,1.4163,3,0
288.5267,2.0020,1.6992,3,0
295.5019,2.0020,1.0000,3,0
302.6458,2.0020,1.0000,3,0
309.9624,2.0020,1.2538,3,0
317.4559,2.0020,1.9101,3,0
325.1305,2.0020,1.0560,3,1
332.9906,2.0020,1.0000,3,1
341.0408,2.0020,1.0000,3,1
349.2856,2.0020,1.4162,3,1
357.7297,2.0020,1.8072,3,1
366.3780,2.0020,1.0144,3,1
375.2353,2.0020,1.0000,3,1
384.3068,2.0020,1.0000,3,0
393.5975,2.0020,1.0000,3,0
403.1129,2.0020,1.6470,3,1
412.8583,2.0020,1.6542,3,1
422.8393,2.0020,1.0000,3,0
433.0616,2.0020,1.0000,3,0
443.5310,2.0020,1.0000,3,1
454.2536,2.0020,1.0000,3,0
465.2353,2.0020,1.0000,3,1
476.4826,2.0020,1.6095,3,0
488.0017,2.0020,1.7927,3,1
499.7993,2.0020,1.1820,3,1
511.8822,2.0020,1.0000,3,0
524.2571,2.0020,1.0000,3,0
536.9313,2.0020,1.0000,3,1
549.9118,2.0020,1.0000,3,0
563.2061,2.0020,1.0000,3,1
576.8218,2.0020,1.0000,3,1
590.7667,2.0020,1.4022,3,0
605.0487,2.0020,1.8903,3,0
619.6760,2.0020,1.6530,3,0
634.6569,2.0020,1.1834,3,0
650.0000,2.0020,1.0000,3,1
250.0000,2.0040,1.1718,4,1
256.0438,2.0040,1.0000,4,0
262.2338,2.0040,1.4463,4,1
268.5734,2.0040,1.9952,4,0
275.0663,2.0040,1.4661,4,1
281.7161,2.0040,1.0000,4,0
288.5267,2.0040,1.0000,4,0
295.5019,2.0040,1.4105,4,1
302.6458,2.0040,1.8984,4,0
309.9624,2.0040,1.6450,4,0
317.4559,2.0040,1.1756,4,1
325.1305,2.0040,1.0000,4,1
332.9906,2.0040,1.0000,4,0
341.0408,2.0040,1.2992,4,1
349.2856,2.0040,2.0625,4,0
357.7297,2.0040,2.6710,4,1
366.3780,2.0040,2.3959,4,1
375.2353,2.0040,2.0445,4,1
384.3068,2.0040,1.5272,4,1
393.5975,2.0040,1.1735,4,0
403.1129,2.0040,1.0000,4,0
412.8583,2.0040,1.2122,4,0
422.8393,2.0040,1.5231,4,0
433.0616,2.0040,1.8251,4,0
443.5310,2.0040,1.9069,4,0
454.2536,2.0040,1.6227,4,1
465.2353,2.0040,1.3473,4,1
476.4826,2.0040,1.0805,4,1
488.0017,2.0040,1.0000,4,0
499.7993,2.0040,1.0000,4,0
511.8822,2.0040,1.0000,4,0
524.2571,2.0040,1.0000,4,1
536.9313,2.0040,1.0000,4,0
549.9118,2.0040,1.1008,3,1
563.2061,2.0040,1.2981,3,1
576.8218,2.0040,1.4885,3,1
590.7667,2.0040,1.6721,3,1
605.0487,2.0040,1.8490,3,0
619.6760,2.0040,1.9927,3,0
634.6569,2.0040,1.8432,3,0
650.0000,2.0040,1.6853,3,0
250.0000,2.0060,1.8631,4,0
256.0438,2.0060,1.7992,4,1
262.2338,2.0060,1.4470,4,1
268.5734,2.0060,1.1043,4,0
275.0663,2.0060,1.2040,4,1
281.7161,2.0060,1.5151,4,0
288.5267,2.0060,1.8173,4,1
295.5019,2.0060,1.9144,4,0
302.6458,2.0060,1.6301,4,1
309.9624,2.0060,1.3544,4,1
317.4559,2.0060,1.0874,4,1
325.1305,2.0060,1.0641,4,1
332.9906,2.0060,1.3040,4,1
341.0408,2.0060,1.5360,4,0
349.2856,2.0060,1.7603,4,0
357.7297,2.0060,1.9770,4,0
366.3780,2.0060,1.8400,4,0
375.2353,2.0060,1.6381,4,0
384.3068,2.0060,1.4435,4,1
393.5975,2.0060,1.2557,4,1
403.1129,2.0060,1.0748,4,1
412.8583,2.0060,1.0000,4,1
422.8393,2.0060,1.0645,4,0
433.0616,2.0060,1.2191,4,0
443.5310,2.0060,1.3679,4,0
454.2536,2.0060,1.5110,4,1
465.2353,2.0060,1.6486,4,1
476.4826,2.0060,1.7809,4,0
488.0017,2.0060,1.9079,4,1
499.7993,2.0060,1.9973,4,0
511.8822,2.0060,1.8801,4,0
524.2571,2.0060,1.7677,4,1
536.9313,2.0060,1.6598,4,0
549.9118,2.0060,1.5563,4,1
563.2061,2.0060,1.4570,4,0
576.8218,2.0060,1.3618,4,0
590.7667,2.0060,1.2706,4,0
605.0487,2.0060,1.1831,4,1
619.6760,2.0060,1.0993,4,0
634.6569,2.0060,1.0190,4,1
650.0000,2.0060,1.0000,4,1
250.0000,2.0080,1.8500,5,0
256.0438,2.0080,1.9157,5,0
262.2338,2.0080,1.6894,5,1
268.5734,2.0080,1.4707,5,1
275.0663,2.0080,1.2595,4,1
281.7161,2.0080,1.3014,4,1
288.5267,2.0080,1.4916,4,0
295.5019,2.0080,1.6751,4,0
302.6458,2.0080,1.8519,4,0
309.9624,2.0080,1.9778,4,0
317.4559,2.0080,1.8137,4,0
325.1305,2.0080,1.6559,4,1
332.9906,2.0080,1.5040,4,1
341.0408,2.0080,1.3578,4,1
349.2856,2.0080,1.2174,4,0
357.7297,2.0080,1.2208,4,1
366.3780,2.0080,1.3463,4,0
375.2353,2.0080,1.4667,4,0
384.3068,2.0080,1.5824,4,1
393.5975,2.0080,1.6934,4,0
403.1129,2.0080,1.7999,4,1
412.8583,2.0080,1.9021,4,0
422.8393,2.0080,1.9998,4,0
433.0616,2.0080,1.9058,4,1
443.5310,2.0080,1.8157,4,1
454.2536,2.0080,1.7293,4,1
465.2353,2.0080,1.6466,4,0
476.4826,2.0080,1.5673,4,0
488.0017,2.0080,1.4914,4,0
499.7993,2.0080,1.4187,4,1
511.8822,2.0080,1.3491,4,1
524.2571,2.0080,1.2825,4,0
536.9313,2.0080,1.2187,4,0
549.9118,2.0080,1.1577,4,1
563.2061,2.0080,1.1459,4,0
576.8218,2.0080,1.1998,4,1
590.7667,2.0080,1.2514,4,1
605.0487,2.0080,1.3007,4,0
619.6760,2.0080,1.3478,4,1
634.6569,2.0080,1.3929,4,0
650.0000,2.0080,1.4360,4,1
250.0000,2.0100,1.0000,5,0
256.0438,2.0100,1.0000,5,0
262.2338,2.0100,1.0000,5,0
268.5734,2.0100,1.0000,5,1
275.0663,2.0100,1.0000,5,1
281.7161,2.0100,1.0000,5,0
288.5267,2.0100,1.0000,5,1
295.5019,2.0100,1.0000,5,1
302.6458,2.0100,1.0000,5,1
309.9624,2.0100,1.0000,5,1
317.4559,2.0100,1.0000,5,1
325.1305,2.0100,1.0000,5,0
332.9906,2.0100,1.0000,5,0
341.0408,2.0100,1.0000,5,1
349.2856,2.0100,1.0000,5,0
357.7297,2.0100,1.0000,5,0
366.3780,2.0100,1.0000,5,0
375.2353,2.0100,1.0000,5,0
384.3068,2.0100,1.0000,5,0
393.5975,2.0100,1.0000,5,0
403.1129,2.0100,1.0000,5,0
412.8583,2.0100,1.0000,5,1
422.8393,2.0100,1.0000,5,1
433.0616,2.0100,1.0000,5,1
443.5310,2.0100,1.0000,5,0
454.2536,2.0100,1.0000,5,1
465.2353,2.0100,1.0000,5,1
476.4826,2.0100,1.0000,5,1
488.0017,2.0100,1.0000,5,0
499.7993,2.0100,1.0000,5,1
511.8822,2.0100,1.0000,5,0
524.2571,2.0100,1.0000,5,1
536.9313,2.0100,1.0000,5,0
549.9118,2.0100,1.0000,5,0
563.2061,2.0100,1.0000,5,0
576.8218,2.0100,1.0000,5,0
590.7667,2.0100,1.0000,5,1
605.0487,2.0100,1.0000,5,0
619.6760,2.0100,1.0000,5,1
634.6569,2.0100,1.0000,5,0
650.0000,2.0100,1.0000,5,1
250.0000,2.0120,1.0000,5,1
256.0438,2.0120,1.0000,5,1
262.2338,2.0120,1.0000,5,0
268.5734,2.0120,1.0000,5,1
275.0663,2.0120,1.0000,5,0
281.7161,2.0120,1.0000,5,1
288.5267,2.0120,1.0000,5,0
295.5019,2.0120,1.0000,5,0
302.6458,2.0120,1.0000,5,0
309.9624,2.0120,1.0000,5,0
317.4559,2.0120,1.0000,5,1
325.1305,2.0120,1.0000,5,0
332.9906,2.0120,1.0000,5,1
341.0408,2.0120,1.0000,5,0
349.2856,2.0120,1.0000,5,1
357.7297,2.0120,1.0000,5,1
366.3780,2.0120,1.0000,5,1
375.2353,2.0120,1.0000,5,0
384.3068,2.0120,1.0000,5,1
393.5975,2.0120,1.0000,5,1
403.1129,2.0120,1.0000,5,0
412.8583,2.0120,1.0000,5,0
422.8393,2.0120,1.0000,5,0
433.0616,2.0120,1.0000,5,1
443.5310,2.0120,1.0000,5,0
454.2536,2.0120,1.0000,5,1
465.2353,2.0120,1.0000,5,1
476.4826,2.0120,1.0000,5,0
488.0017,2.0120,1.0000,5,1
499.7993,2.0120,1.0000,5,1
511.8822,2.0120,1.0000,5,1
524.2571,2.0120,1.0000,5,0
536.9313,2.0120,1.0000,5,1
549.9118,2.0120,1.0000,5,1
563.2061,2.0120,1.0000,5,1
576.8218,2.0120,1.0000,5,0
590.7667,2.0120,1.0000,5,0
605.0487,2.0120,1.0000,5,0
619.6760,2.0120,1.0000,5,0
634.6569,2.0120,1.0000,5,0
650.0000,2.0120,1.0000,5,0
250.0000,2.0140,1.9434,6,1
256.0438,2.0140,1.8550,6,0
262.2338,2.0140,1.7703,6,0
268.5734,2.0140,1.8434,6,0
275.0663,2.0140,1.9204,6,0
281.7161,2.0140,1.9941,6,1
288.5267,2.0140,1.9353,6,1
295.5019,2.0140,1.8677,6,1
302.6458,2.0140,1.8031,6,0
309.9624,2.0140,1.7412,6,0
317.4559,2.0140,1.6819,6,1
325.1305,2.0140,1.6253,6,1
332.9906,2.0140,1.5711,6,1
341.0408,2.0140,1.5193,6,1
349.2856,2.0140,1.4697,6,0
357.7297,2.0140,1.4223,6,0
366.3780,2.0140,1.3771,6,1
375.2353,2.0140,1.3338,6,0
384.3068,2.0140,1.2924,6,1
393.5975,2.0140,1.2528,6,1
403.1129,2.0140,1.2151,6,1
412.8583,2.0140,1.1790,6,1
422.8393,2.0140,1.1445,6,0
433.0616,2.0140,1.1115,6,0
443.5310,2.0140,1.0801,6,0
454.2536,2.0140,1.0500,6,0
465.2353,2.0140,1.0213,6,0
476.4826,2.0140,1.0000,6,0
488.0017,2.0140,1.0000,6,1
499.7993,2.0140,1.0000,6,0
511.8822,2.0140,1.0000,6,0
524.2571,2.0140,1.0000,6,1
536.9313,2.0140,1.0000,6,0
549.9118,2.0140,1.0000,6,1
563.2061,2.0140,1.0000,6,0
576.8218,2.0140,1.0000,6,0
590.7667,2.0140,1.0000,6,1
605.0487,2.0140,1.0000,6,0
619.6760,2.0140,1.0000,6,0
634.6569,2.0140,1.0000,6,1
650.0000,2.0140,1.0000,6,0
250.0000,2.0160,1.0000,6,0
256.0438,2.0160,1.0000,6,1
262.2338,2.0160,1.0000,6,0
268.5734,2.0160,1.0000,6,1
275.0663,2.0160,1.0000,6,1
281.7161,2.0160,1.0000,6,1
288.5267,2.0160,1.0000,6,1
295.5019,2.0160,1.0000,6,1
302.6458,2.0160,1.0000,6,0
309.9624,2.0160,1.0000,6,1
317.4559,2.0160,1.0000,6,0
325.1305,2.0160,1.0000,6,1
332.9906,2.0160,1.0000,6,0
341.0408,2.0160,1.0000,6,0
349.2856,2.0160,1.0000,6,1
357.7297,2.0160,1.0000,6,1
366.3780,2.0160,1.0000,6,0
375.2353,2.0160,1.0000,6,1
384.3068,2.0160,1.0000,6,1
393.5975,2.0160,1.0000,6,0
403.1129,2.0160,1.0000,6,0
412.8583,2.0160,1.0000,6,1
422.8393,2.0160,1.0000,6,0
433.0616,2.0160,1.0000,6,1
443.5310,2.0160,1.0000,6,1
454.2536,2.0160,1.0000,6,1
465.2353,2.0160,1.0000,6,0
476.4826,2.0160,1.0000,6,1
488.0017,2.0160,1.0000,6,0
499.7993,2.0160,1.0000,6,0
511.8822,2.0160,1.0000,6,1
524.2571,2.0160,1.0000,6,1
536.9313,2.0160,1.0000,6,1
549.9118,2.0160,1.0000,6,0
563.2061,2.0160,1.0000,6,1
576.8218,2.0160,1.0000,6,0
590.7667,2.0160,1.0000,6,1
605.0487,2.0160,1.0000,6,1
619.6760,2.0160,1.0000,6,0
634.6569,2.0160,1.0000,6,1
650.0000,2.0160,1.0000,6,0
250.0000,2.0180,1.0000,7,1
256.0438,2.0180,1.0000,7,1
262.2338,2.0180,1.0000,7,0
268.5734,2.0180,1.0000,7,0
275.0663,2.0180,1.0000,7,0
281.7161,2.0180,1.0000,7,1
288.5267,2.0180,1.0000,7,0
295.5019,2.0180,1.0000,7,0
302.6458,2.0180,1.0000,7,1
309.9624,2.0180,1.0000,7,1
317.4559,2.0180,1.0000,7,0
325.1305,2.0180,1.0000,7,1
332.9906,2.0180,1.0000,7,1
341.0408,2.0180,1.0000,7,1
349.2856,2.0180,1.0000,7,1
357.7297,2.0180,1.0000,7,1
366.3780,2.0180,1.0000,7,1
375.2353,2.0180,1.0000,7,0
384.3068,2.0180,1.0000,7,1
393.5975,2.0180,1.0000,7,1
403.1129,2.0180,1.0000,7,1
412.8583,2.0180,1.0000,7,1
422.8393,2.0180,1.0000,7,1
433.0616,2.0180,1.0000,7,1
443.5310,2.0180,1.0000,7,0
454.2536,2.0180,1.0000,7,0
465.2353,2.0180,1.0000,7,1
476.4826,2.0180,1.0000,7,1
488.0017,2.0180,1.0000,7,1
499.7993,2.0180,1.0000,7,1
511.8822,2.0180,1.0000,7,1
524.2571,2.0180,1.0000,7,0
536.9313,2.0180,1.0000,7,0
549.9118,2.0180,1.0000,7,1
563.2061,2.0180,1.0000,7,0
576.8218,2.0180,1.0000,7,1
590.7667,2.0180,1.0000,7,1
605.0487,2.0180,1.0000,7,0
619.6760,2.0180,1.0000,7,0
634.6569,2.0180,1.0000,7,0
650.0000,2.0180,1.0000,7,0
250.0000,2.0200,1.0000,7,1
256.0438,2.0200,1.0000,7,1
262.2338,2.0200,1.0000,7,1
268.5734,2.0200,1.0000,7,0
275.0663,2.0200,1.0000,7,0
281.7161,2.0200,1.0000,7,1
288.5267,2.0200,1.0000,7,0
295.5019,2.0200,1.0000,7,1
302.6458,2.0200,1.0000,7,1
309.9624,2.0200,1.0000,7,0
317.4559,2.0200,1.0000,7,0
325.1305,2.0200,1.0000,7,0
332.9906,2.0200,1.0000,7,0
341.0408,2.0200,1.0000,7,0
349.2856,2.0200,1.0000,7,0
357.7297,2.0200,1.0000,7,1
366.3780,2.0200,1.0000,7,0
375.2353,2.0200,1.0000,7,1
