eps_e,s_e,fitness,n_ghosts,n_sub_electron
384.3068,2.0200,1.0000,7,0
393.5975,2.0200,1.0000,7,1
403.1129,2.0200,1.0000,7,1
412.8583,2.0200,1.0000,7,1
422.8393,2.0200,1.0000,7,1
433.0616,2.0200,1.0000,7,0
443.5310,2.0200,1.0000,7,0
454.2536,2.0200,1.0000,7,1
465.2353,2.0200,1.0000,7,1
476.4826,2.0200,1.0000,7,1
488.0017,2.0200,1.0000,7,0
499.7993,2.0200,1.0000,7,0
511.8822,2.0200,1.0000,7,0
524.2571,2.0200,1.0000,7,0
536.9313,2.0200,1.0000,7,1
549.9118,2.0200,1.0000,7,0
563.2061,2.0200,1.0000,7,0
576.8218,2.0200,1.0000,7,0
590.7667,2.0200,1.0000,7,0
605.0487,2.0200,1.0000,7,1
619.6760,2.0200,1.0000,7,0
634.6569,2.0200,1.0000,7,1
650.0000,2.0200,1.0000,7,0
250.0000,2.0220,1.0000,8,0
256.0438,2.0220,1.0000,8,0
262.2338,2.0220,1.0000,8,0
268.5734,2.0220,1.0000,8,1
275.0663,2.0220,1.0000,8,1
281.7161,2.0220,1.0000,8,0
288.5267,2.0220,1.0000,8,1
295.5019,2.0220,1.0000,8,0
302.6458,2.0220,1.0000,8,1
309.9624,2.0220,1.0000,8,1
317.4559,2.0220,1.0000,8,0
325.1305,2.0220,1.0000,8,0
332.9906,2.0220,1.0000,8,1
341.0408,2.0220,1.0000,8,0
349.2856,2.0220,1.0000,8,1
357.7297,2.0220,1.0000,8,0
366.3780,2.0220,1.0000,8,0
375.2353,2.0220,1.0000,8,0
384.3068,2.0220,1.0000,8,1
393.5975,2.0220,1.0000,8,0
403.1129,2.0220,1.0000,8,0
412.8583,2.0220,1.0000,8,1
422.8393,2.0220,1.0000,8,0
433.0616,2.0220,1.0000,8,1
443.5310,2.0220,1.0000,8,0
454.2536,2.0220,1.0000,8,0
465.2353,2.0220,1.0000,8,0
476.4826,2.0220,1.0000,8,1
488.0017,2.0220,1.0000,8,0
499.7993,2.0220,1.0000,8,0
511.8822,2.0220,1.0000,8,1
524.2571,2.0220,1.0000,8,1
536.9313,2.0220,1.0000,8,1
549.9118,2.0220,1.0000,8,0
563.2061,2.0220,1.0000,8,1
576.8218,2.0220,1.0000,8,1
590.7667,2.0220,1.0000,8,0
605.0487,2.0220,1.0000,8,0
619.6760,2.0220,1.0000,8,1
634.6569,2.0220,1.0000,8,1
650.0000,2.0220,1.0000,8,0
250.0000,2.0240,1.9315,8,0
256.0438,2.0240,1.9630,8,0
262.2338,2.0240,1.9931,8,0
268.5734,2.0240,1.9781,8,1
275.0663,2.0240,1.9507,8,1
281.7161,2.0240,1.9245,8,1
288.5267,2.0240,1.8994,8,1
295.5019,2.0240,1.8756,8,1
302.6458,2.0240,1.8527,8,0
309.9624,2.0240,1.8310,8,1
317.4559,2.0240,1.8102,8,0
325.1305,2.0240,1.7904,8,1
332.9906,2.0240,1.7714,8,1
341.0408,2.0240,1.7666,8,0
349.2856,2.0240,1.7837,8,0
357.7297,2.0240,1.8000,8,1
366.3780,2.0240,1.8155,8,0
375.2353,2.0240,1.8304,8,0
384.3068,2.0240,1.8445,8,1
393.5975,2.0240,1.8580,8,1
403.1129,2.0240,1.8709,8,1
412.8583,2.0240,1.8832,8,0
422.8393,2.0240,1.8950,8,0
433.0616,2.0240,1.9062,8,0
443.5310,2.0240,1.9168,8,1
454.2536,2.0240,1.9270,8,0
465.2353,2.0240,1.9368,8,1
476.4826,2.0240,1.9460,8,0
488.0017,2.0240,1.9549,8,1
499.7993,2.0240,1.9633,8,1
511.8822,2.0240,1.9713,8,1
524.2571,2.0240,1.9790,8,0
536.9313,2.0240,1.9863,8,0
549.9118,2.0240,1.9933,8,0
563.2061,2.0240,2.0000,8,1
576.8218,2.0240,1.9937,8,0
590.7667,2.0240,1.9876,8,1
605.0487,2.0240,1.9818,8,1
619.6760,2.0240,1.9763,8,1
634.6569,2.0240,1.9711,8,1
650.0000,2.0240,1.9661,8,1
250.0000,2.0260,1.0000,8,0
256.0438,2.0260,1.0000,8,1
262.2338,2.0260,1.0000,8,1
268.5734,2.0260,1.0000,8,1
275.0663,2.0260,1.0000,8,0
281.7161,2.0260,1.0000,8,1
288.5267,2.0260,1.0000,8,1
295.5019,2.0260,1.0000,8,1
302.6458,2.0260,1.0000,8,1
309.9624,2.0260,1.0000,8,0
317.4559,2.0260,1.0000,8,1
325.1305,2.0260,1.0000,8,1
332.9906,2.0260,1.0000,8,0
341.0408,2.0260,1.0000,8,0
349.2856,2.0260,1.0000,8,0
357.7297,2.0260,1.0000,8,0
366.3780,2.0260,1.0000,8,0
375.2353,2.0260,1.0000,8,0
384.3068,2.0260,1.0000,8,0
393.5975,2.0260,1.0000,8,1
403.1129,2.0260,1.0000,8,0
412.8583,2.0260,1.0000,8,1
422.8393,2.0260,1.0000,8,1
433.0616,2.0260,1.0000,8,0
443.5310,2.0260,1.0000,8,1
454.2536,2.0260,1.0000,8,1
465.2353,2.0260,1.0000,8,1
476.4826,2.0260,1.0000,8,1
488.0017,2.0260,1.0000,8,0
499.7993,2.0260,1.0000,8,1
511.8822,2.0260,1.0000,8,1
524.2571,2.0260,1.0000,8,0
536.9313,2.0260,1.0000,8,1
549.9118,2.0260,1.0000,8,0
563.2061,2.0260,1.0000,8,0
576.8218,2.0260,1.0000,8,1
590.7667,2.0260,1.0000,8,1
605.0487,2.0260,1.0000,8,1
619.6760,2.0260,1.0000,8,0
634.6569,2.0260,1.0000,8,1
650.0000,2.0260,1.0000,8,0
250.0000,2.0280,1.0000,9,1
256.0438,2.0280,1.0000,9,1
262.2338,2.0280,1.0000,9,0
268.5734,2.0280,1.0000,9,1
275.0663,2.0280,1.0000,9,0
281.7161,2.0280,1.0000,9,1
288.5267,2.0280,1.0000,9,1
295.5019,2.0280,1.0000,9,1
302.6458,2.0280,1.0000,9,0
309.9624,2.0280,1.0000,9,0
317.4559,2.0280,1.0000,9,0
325.1305,2.0280,1.0000,9,0
332.9906,2.0280,1.0000,9,1
341.0408,2.0280,1.0000,9,0
349.2856,2.0280,1.0000,9,1
357.7297,2.0280,1.0000,9,1
366.3780,2.0280,1.0000,9,1
375.2353,2.0280,1.0000,9,0
384.3068,2.0280,1.0000,9,1
393.5975,2.0280,1.0000,9,0
403.1129,2.0280,1.0000,9,0
412.8583,2.0280,1.0000,9,0
422.8393,2.0280,1.0000,9,1
433.0616,2.0280,1.0000,9,1
443.5310,2.0280,1.0000,9,1
454.2536,2.0280,1.0000,9,0
465.2353,2.0280,1.0000,9,0
476.4826,2.0280,1.0000,9,0
488.0017,2.0280,1.0000,9,1
499.7993,2.0280,1.0000,9,1
511.8822,2.0280,1.0000,9,1
524.2571,2.0280,1.0000,9,1
536.9313,2.0280,1.0000,9,1
549.9118,2.0280,1.0000,9,0
563.2061,2.0280,1.0000,9,0
576.8218,2.0280,1.0000,9,1
590.7667,2.0280,1.0000,9,0
605.0487,2.0280,1.0000,9,1
619.6760,2.0280,1.0000,9,1
634.6569,2.0280,1.0000,9,0
650.0000,2.0280,1.0000,9,1
250.0000,2.0300,1.0000,9,0
256.0438,2.0300,1.0000,9,0
262.2338,2.0300,1.0000,9,0
268.5734,2.0300,1.0000,9,1
275.0663,2.0300,1.0000,9,0
281.7161,2.0300,1.0000,9,0
288.5267,2.0300,1.0000,9,1
295.5019,2.0300,1.0000,9,1
302.6458,2.0300,1.0000,9,0
309.9624,2.0300,1.0000,9,0
317.4559,2.0300,1.0000,9,1
325.1305,2.0300,1.0000,9,1
332.9906,2.0300,1.0000,9,1
341.0408,2.0300,1.0000,9,1
349.2856,2.0300,1.0000,9,0
357.7297,2.0300,1.0000,9,1
366.3780,2.0300,1.0000,9,0
375.2353,2.0300,1.0000,9,0
384.3068,2.0300,1.0000,9,0
393.5975,2.0300,1.0000,9,0
403.1129,2.0300,1.0000,9,1
412.8583,2.0300,1.0000,9,0
422.8393,2.0300,1.0000,9,0
433.0616,2.0300,1.0000,9,1
443.5310,2.0300,1.0000,9,1
454.2536,2.0300,1.0000,9,0
465.2353,2.0300,1.0000,9,1
476.4826,2.0300,1.0000,9,1
488.0017,2.0300,1.0000,9,0
499.7993,2.0300,1.0000,9,1
511.8822,2.0300,1.0000,9,0
524.2571,2.0300,1.0000,9,1
536.9313,2.0300,1.0000,9,1
549.9118,2.0300,1.0000,9,1
563.2061,2.0300,1.0000,9,1
576.8218,2.0300,1.0000,9,0
590.7667,2.0300,1.0000,9,0
605.0487,2.0300,1.0000,9,0
619.6760,2.0300,1.0000,9,0
634.6569,2.0300,1.0000,9,1
650.0000,2.0300,1.0000,9,1
250.0000,2.0320,1.0000,10,0
256.0438,2.0320,1.0000,10,0
262.2338,2.0320,1.0000,10,1
268.5734,2.0320,1.0000,10,0
275.0663,2.0320,1.0000,10,0
281.7161,2.0320,1.0000,10,1
288.5267,2.0320,1.0000,10,1
295.5019,2.0320,1.0000,10,1
302.6458,2.0320,1.0000,10,0
309.9624,2.0320,1.0000,10,0
317.4559,2.0320,1.0000,10,0
325.1305,2.0320,1.0000,10,0
332.9906,2.0320,1.0000,10,1
341.0408,2.0320,1.0000,10,1
349.2856,2.0320,1.0000,10,0
357.7297,2.0320,1.0000,10,1
366.3780,2.0320,1.0000,10,1
375.2353,2.0320,1.0000,10,1
384.3068,2.0320,1.0000,10,0
393.5975,2.0320,1.0000,10,0
403.1129,2.0320,1.0000,10,1
412.8583,2.0320,1.0000,10,1
422.8393,2.0320,1.0000,10,1
433.0616,2.0320,1.0000,10,0
443.5310,2.0320,1.0000,10,0
454.2536,2.0320,1.0000,10,0
465.2353,2.0320,1.0000,10,1
476.4826,2.0320,1.0000,10,0
488.0017,2.0320,1.0000,10,1
499.7993,2.0320,1.0000,10,1
511.8822,2.0320,1.0000,10,1
524.2571,2.0320,1.0000,10,1
536.9313,2.0320,1.0000,10,0
549.9118,2.0320,1.0000,10,0
563.2061,2.0320,1.0000,10,1
576.8218,2.0320,1.0000,10,0
590.7667,2.0320,1.0000,10,0
605.0487,2.0320,1.0000,10,1
619.6760,2.0320,1.0000,10,0
634.6569,2.0320,1.0000,10,0
650.0000,2.0320,1.0000,10,0
250.0000,2.0340,1.6849,10,0
256.0438,2.0340,1.7007,10,0
262.2338,2.0340,1.7159,10,1
268.5734,2.0340,1.7303,10,1
275.0663,2.0340,1.7440,10,0
281.7161,2.0340,1.7571,10,1
288.5267,2.0340,1.7697,10,1
295.5019,2.0340,1.7816,10,1
302.6458,2.0340,1.7930,10,1
309.9624,2.0340,1.8039,10,0
317.4559,2.0340,1.8142,10,1
325.1305,2.0340,1.8241,10,0
332.9906,2.0340,1.8336,10,0
341.0408,2.0340,1.8426,10,0
349.2856,2.0340,1.8511,10,1
357.7297,2.0340,1.8593,10,0
366.3780,2.0340,1.8671,10,0
375.2353,2.0340,1.8746,10,1
384.3068,2.0340,1.8817,10,1
393.5975,2.0340,1.8885,10,1
403.1129,2.0340,1.8949,10,1
412.8583,2.0340,1.9011,10,1
422.8393,2.0340,1.9070,10,1
433.0616,2.0340,1.9126,10,1
443.5310,2.0340,1.9179,10,0
454.2536,2.0340,1.9230,10,1
465.2353,2.0340,1.9279,10,1
476.4826,2.0340,1.9325,10,0
488.0017,2.0340,1.9370,10,0
499.7993,2.0340,1.9412,10,1
511.8822,2.0340,1.9452,10,1
524.2571,2.0340,1.9490,10,0
536.9313,2.0340,1.9527,10,1
549.9118,2.0340,1.9562,10,1
563.2061,2.0340,1.9595,10,1
576.8218,2.0340,1.9627,10,0
590.7667,2.0340,1.9657,10,0
605.0487,2.0340,1.9686,10,0
619.6760,2.0340,1.9713,10,1
634.6569,2.0340,1.9739,10,1
650.0000,2.0340,1.9764,10,0
250.0000,2.0360,1.0000,11,0
256.0438,2.0360,1.0000,11,0
262.2338,2.0360,1.0000,11,0
268.5734,2.0360,1.0000,11,1
275.0663,2.0360,1.0000,11,1
281.7161,2.0360,1.0000,11,1
288.5267,2.0360,1.0000,11,1
295.5019,2.0360,1.0000,11,1
302.6458,2.0360,1.0000,11,1
309.9624,2.0360,1.0000,11,1
317.4559,2.0360,1.0000,11,1
325.1305,2.0360,1.0000,11,1
332.9906,2.0360,1.0000,11,1
341.0408,2.0360,1.0000,11,1
349.2856,2.0360,1.0000,11,0
357.7297,2.0360,1.0000,11,1
366.3780,2.0360,1.0000,11,1
375.2353,2.0360,1.0000,11,0
384.3068,2.0360,1.0000,11,0
393.5975,2.0360,1.0000,11,0
403.1129,2.0360,1.0000,11,0
412.8583,2.0360,1.0000,11,1
422.8393,2.0360,1.0000,11,0
433.0616,2.0360,1.0000,11,0
443.5310,2.0360,1.0000,11,0
454.2536,2.0360,1.0000,11,1
465.2353,2.0360,1.0000,11,1
476.4826,2.0360,1.0000,11,1
488.0017,2.0360,1.0000,11,0
499.7993,2.0360,1.0000,11,0
511.8822,2.0360,1.0000,11,0
524.2571,2.0360,1.0000,11,1
536.9313,2.0360,1.0000,11,1
549.9118,2.0360,1.0000,11,0
563.2061,2.0360,1.0000,11,0
576.8218,2.0360,1.0000,11,1
590.7667,2.0360,1.0000,11,0
605.0487,2.0360,1.0000,11,1
619.6760,2.0360,1.0000,11,0
634.6569,2.0360,1.0000,11,1
650.0000,2.0360,1.0000,11,0
250.0000,2.0380,1.6115,11,1
256.0438,2.0380,1.5986,11,0
262.2338,2.0380,1.5863,11,1
268.5734,2.0380,1.5745,11,0
275.0663,2.0380,1.5634,11,1
281.7161,2.0380,1.5527,11,1
288.5267,2.0380,1.5425,11,0
295.5019,2.0380,1.5328,11,1
302.6458,2.0380,1.5235,11,0
309.9624,2.0380,1.5147,11,1
317.4559,2.0380,1.5063,11,0
325.1305,2.0380,1.4982,11,0
332.9906,2.0380,1.4905,11,1
341.0408,2.0380,1.4832,11,0
349.2856,2.0380,1.4763,11,1
357.7297,2.0380,1.4696,11,0
366.3780,2.0380,1.4633,11,0
375.2353,2.0380,1.4572,11,0
384.3068,2.0380,1.4514,11,1
393.5975,2.0380,1.4459,11,0
403.1129,2.0380,1.4407,11,0
412.8583,2.0380,1.4357,11,0
422.8393,2.0380,1.4309,11,1
433.0616,2.0380,1.4264,11,1
443.5310,2.0380,1.4220,11,1
454.2536,2.0380,1.4179,11,0
465.2353,2.0380,1.4139,11,1
476.4826,2.0380,1.4102,11,1
488.0017,2.0380,1.4066,11,0
499.7993,2.0380,1.4032,11,0
511.8822,2.0380,1.3999,11,1
524.2571,2.0380,1.3968,11,0
536.9313,2.0380,1.3938,11,0
549.9118,2.0380,1.3910,11,1
563.2061,2.0380,1.3883,11,1
576.8218,2.0380,1.3857,11,0
590.7667,2.0380,1.3833,11,1
605.0487,2.0380,1.3809,11,1
619.6760,2.0380,1.3787,11,0
634.6569,2.0380,1.3766,11,0
650.0000,2.0380,1.3745,11,1
250.0000,2.0400,1.0000,12,1
256.0438,2.0400,1.0000,12,1
262.2338,2.0400,1.0000,12,1
268.5734,2.0400,1.0000,12,1
275.0663,2.0400,1.0000,12,0
281.7161,2.0400,1.0000,12,0
288.5267,2.0400,1.0000,12,1
295.5019,2.0400,1.0000,12,1
302.6458,2.0400,1.0000,12,0
309.9624,2.0400,1.0000,12,0
317.4559,2.0400,1.0000,12,1
325.1305,2.0400,1.0000,12,0
332.9906,2.0400,1.0000,12,0
341.0408,2.0400,1.0000,12,1
349.2856,2.0400,1.0000,12,0
357.7297,2.0400,1.0000,12,1
366.3780,2.0400,1.0000,12,1
375.2353,2.0400,1.0000,12,1
384.3068,2.0400,1.0000,12,1
393.5975,2.0400,1.0000,12,1
403.1129,2.0400,1.0000,12,0
412.8583,2.0400,1.0000,12,0
422.8393,2.0400,1.0000,12,0
433.0616,2.0400,1.0000,12,0
443.5310,2.0400,1.0000,12,1
454.2536,2.0400,1.0000,12,0
465.2353,2.0400,1.0000,12,0
476.4826,2.0400,1.0000,12,0
488.0017,2.0400,1.0000,12,1
499.7993,2.0400,1.0000,12,1
511.8822,2.0400,1.0000,12,0
524.2571,2.0400,1.0000,12,0
536.9313,2.0400,1.0000,12,1
549.9118,2.0400,1.0000,12,0
563.2061,2.0400,1.0000,12,1
576.8218,2.0400,1.0000,12,0
590.7667,2.0400,1.0000,12,1
605.0487,2.0400,1.0000,12,0
619.6760,2.0400,1.0000,12,1
634.6569,2.0400,1.0000,12,0
650.0000,2.0400,1.0000,12,1
250.0000,2.0420,1.0000,12,0
256.0438,2.0420,1.0000,12,0
262.2338,2.0420,1.0000,12,0
268.5734,2.0420,1.0000,12,0
275.0663,2.0420,1.0000,12,1
281.7161,2.0420,1.0000,12,1
288.5267,2.0420,1.0000,12,1
295.5019,2.0420,1.0000,12,1
302.6458,2.0420,1.0000,12,0
309.9624,2.0420,1.0000,12,0
317.4559,2.0420,1.0000,12,1
325.1305,2.0420,1.0000,12,1
332.9906,2.0420,1.0000,12,1
341.0408,2.0420,1.0000,12,1
349.2856,2.0420,1.0000,12,0
357.7297,2.0420,1.0000,12,0
366.3780,2.0420,1.0000,12,0
375.2353,2.0420,1.0000,12,1
384.3068,2.0420,1.0000,12,1
393.5975,2.0420,1.0000,12,0
403.1129,2.0420,1.0000,12,1
412.8583,2.0420,1.0000,12,1
422.8393,2.0420,1.0000,12,1
433.0616,2.0420,1.0000,12,0
443.5310,2.0420,1.0000,12,1
454.2536,2.0420,1.0000,12,1
465.2353,2.0420,1.0000,12,1
476.4826,2.0420,1.0000,12,1
488.0017,2.0420,1.0000,12,1
499.7993,2.0420,1.0000,12,1
511.8822,2.0420,1.0000,12,1
524.2571,2.0420,1.0000,12,1
536.9313,2.0420,1.0000,12,1
549.9118,2.0420,1.0000,12,0
563.2061,2.0420,1.0000,12,0
576.8218,2.0420,1.0000,12,1
590.7667,2.0420,1.0000,12,1
605.0487,2.0420,1.0000,12,1
619.6760,2.0420,1.0000,12,1
634.6569,2.0420,1.0000,12,1
650.0000,2.0420,1.0000,12,1
250.0000,2.0440,1.5002,13,0
256.0438,2.0440,1.5096,13,1
262.2338,2.0440,1.5187,13,1
268.5734,2.0440,1.5273,13,1
275.0663,2.0440,1.5355,13,1
281.7161,2.0440,1.5433,13,0
288.5267,2.0440,1.5508,13,1
295.5019,2.0440,1.5579,13,1
302.6458,2.0440,1.5647,13,0
309.9624,2.0440,1.5712,13,0
317.4559,2.0440,1.5774,13,0
325.1305,2.0440,1.5833,13,1
332.9906,2.0440,1.5889,13,0
341.0408,2.0440,1.5943,13,0
349.2856,2.0440,1.5994,13,1
357.7297,2.0440,1.6043,13,1
366.3780,2.0440,1.6089,13,0
375.2353,2.0440,1.6134,13,0
384.3068,2.0440,1.6176,13,0
393.5975,2.0440,1.6216,13,0
403.1129,2.0440,1.6255,13,1
412.8583,2.0440,1.6291,13,1
422.8393,2.0440,1.6326,13,1
433.0616,2.0440,1.6360,13,0
443.5310,2.0440,1.6392,13,0
454.2536,2.0440,1.6422,13,0
465.2353,2.0440,1.6451,13,1
476.4826,2.0440,1.6478,13,1
488.0017,2.0440,1.6505,13,1
499.7993,2.0440,1.6530,13,1
511.8822,2.0440,1.6554,13,0
524.2571,2.0440,1.6576,13,1
536.9313,2.0440,1.6598,13,1
549.9118,2.0440,1.6619,13,0
563.2061,2.0440,1.6639,13,1
576.8218,2.0440,1.6657,13,1
590.7667,2.0440,1.6675,13,1
605.0487,2.0440,1.6693,13,1
619.6760,2.0440,1.6709,13,0
634.6569,2.0440,1.6724,13,0
650.0000,2.0440,1.6739,13,1
250.0000,2.0460,1.0000,13,0
256.0438,2.0460,1.0000,13,0
262.2338,2.0460,1.0000,13,0
268.5734,2.0460,1.0000,13,0
275.0663,2.0460,1.0000,13,0
281.7161,2.0460,1.0000,13,0
288.5267,2.0460,1.0000,13,0
295.5019,2.0460,1.0000,13,1
302.6458,2.0460,1.0000,13,1
309.9624,2.0460,1.0000,13,0
317.4559,2.0460,1.0000,13,0
325.1305,2.0460,1.0000,13,1
332.9906,2.0460,1.0000,13,1
341.0408,2.0460,1.0000,13,0
349.2856,2.0460,1.0000,13,0
357.7297,2.0460,1.0000,13,1
366.3780,2.0460,1.0000,13,0
375.2353,2.0460,1.0000,13,1
384.3068,2.0460,1.0000,13,1
393.5975,2.0460,1.0000,13,0
403.1129,2.0460,1.0000,13,0
412.8583,2.0460,1.0000,13,1
422.8393,2.0460,1.0000,13,1
433.0616,2.0460,1.0000,13,1
443.5310,2.0460,1.0000,13,0
454.2536,2.0460,1.0000,13,0
465.2353,2.0460,1.0000,13,0
476.4826,2.0460,1.0000,13,1
488.0017,2.0460,1.0000,13,0
499.7993,2.0460,1.0000,13,1
511.8822,2.0460,1.0000,13,0
524.2571,2.0460,1.0000,13,1
536.9313,2.0460,1.0000,13,0
549.9118,2.0460,1.0000,13,1
563.2061,2.0460,1.0000,13,0
576.8218,2.0460,1.0000,13,1
590.7667,2.0460,1.0000,13,1
605.0487,2.0460,1.0000,13,0
619.6760,2.0460,1.0000,13,0
634.6569,2.0460,1.0000,13,1
650.0000,2.0460,1.0000,13,0
250.0000,2.0480,1.9634,13,1
256.0438,2.0480,1.9715,13,1
262.2338,2.0480,1.9791,13,1
268.5734,2.0480,1.9865,13,0
275.0663,2.0480,1.9934,13,0
281.7161,2.0480,1.9999,13,1
288.5267,2.0480,1.9936,13,0
295.5019,2.0480,1.9875,13,0
302.6458,2.0480,1.9817,13,0
309.9624,2.0480,1.9762,13,1
317.4559,2.0480,1.9710,13,0
325.1305,2.0480,1.9660,13,1
332.9906,2.0480,1.9612,13,0
341.0408,2.0480,1.9567,13,0
349.2856,2.0480,1.9523,13,0
357.7297,2.0480,1.9482,13,0
366.3780,2.0480,1.9442,13,1
375.2353,2.0480,1.9405,13,0
384.3068,2.0480,1.9369,13,0
393.5975,2.0480,1.9335,13,1
403.1129,2.0480,1.9302,13,1
412.8583,2.0480,1.9271,13,1
422.8393,2.0480,1.9241,13,0
433.0616,2.0480,1.9213,13,0
443.5310,2.0480,1.9186,13,1
454.2536,2.0480,1.9160,13,1
465.2353,2.0480,1.9136,13,0
476.4826,2.0480,1.9112,13,1
488.0017,2.0480,1.9090,13,0
499.7993,2.0480,1.9069,13,0
511.8822,2.0480,1.9048,13,1
524.2571,2.0480,1.9029,13,0
536.9313,2.0480,1.9011,13,0
549.9118,2.0480,1.8993,13,0
563.2061,2.0480,1.8976,13,1
576.8218,2.0480,1.8960,13,0
590.7667,2.0480,1.8945,13,0
605.0487,2.0480,1.8931,13,0
619.6760,2.0480,1.8917,13,0
634.6569,2.0480,1.8904,13,0
650.0000,2.0480,1.8891,13,1
250.0000,2.0500,1.0000,14,1
256.0438,2.0500,1.0000,14,0
262.2338,2.0500,1.0000,14,0
268.5734,2.0500,1.0000,14,1
275.0663,2.0500,1.0000,14,1
281.7161,2.0500,1.0000,14,1
288.5267,2.0500,1.0000,14,1
295.5019,2.0500,1.0000,14,0
302.6458,2.0500,1.0000,14,0
309.9624,2.0500,1.0000,14,1
317.4559,2.0500,1.0000,14,1
325.1305,2.0500,1.0000,14,1
332.9906,2.0500,1.0000,14,1
341.0408,2.0500,1.0000,14,0
349.2856,2.0500,1.0000,14,1
357.7297,2.0500,1.0000,14,0
366.3780,2.0500,1.0000,14,0
375.2353,2.0500,1.0000,14,1
384.3068,2.0500,1.0000,14,0
393.5975,2.0500,1.0000,14,0
403.1129,2.0500,1.0000,14,1
412.8583,2.0500,1.0000,14,0
422.8393,2.0500,1.0000,14,1
433.0616,2.0500,1.0000,14,1
443.5310,2.0500,1.0000,14,0
454.2536,2.0500,1.0000,14,1
465.2353,2.0500,1.0000,14,0
476.4826,2.0500,1.0000,14,1
488.0017,2.0500,1.0000,14,0
499.7993,2.0500,1.0000,14,0
511.8822,2.0500,1.0000,14,0
524.2571,2.0500,1.0000,14,1
536.9313,2.0500,1.0000,14,0
549.9118,2.0500,1.0000,14,1
563.2061,2.0500,1.0000,14,1
576.8218,2.0500,1.0000,14,0
590.7667,2.0500,1.0000,14,1
605.0487,2.0500,1.0000,14,0
619.6760,2.0500,1.0000,14,0
634.6569,2.0500,1.0000,14,1
650.0000,2.0500,1.0000,14,1
250.0000,2.0520,1.2383,14,0
256.0438,2.0520,1.2313,14,0
262.2338,2.0520,1.2247,14,1
268.5734,2.0520,1.2183,14,0
275.0663,2.0520,1.2123,14,1
281.7161,2.0520,1.2065,14,1
288.5267,2.0520,1.2010,14,1
295.5019,2.0520,1.1958,14,0
302.6458,2.0520,1.1908,14,0
309.9624,2.0520,1.1860,14,1
317.4559,2.0520,1.1815,14,1
325.1305,2.0520,1.1771,14,0
332.9906,2.0520,1.1730,14,0
341.0408,2.0520,1.1691,14,0
349.2856,2.0520,1.1653,14,0
357.7297,2.0520,1.1617,14,1
366.3780,2.0520,1.1583,14,1
375.2353,2.0520,1.1550,14,0
384.3068,2.0520,1.1519,14,0
393.5975,2.0520,1.1490,14,0
403.1129,2.0520,1.1461,14,1
412.8583,2.0520,1.1435,14,0
422.8393,2.0520,1.1409,14,1
433.0616,2.0520,1.1384,14,1
443.5310,2.0520,1.1361,14,0
454.2536,2.0520,1.1339,14,1
465.2353,2.0520,1.1318,14,0
476.4826,2.0520,1.1297,14,0
488.0017,2.0520,1.1278,14,1
499.7993,2.0520,1.1260,14,0
511.8822,2.0520,1.1242,14,1
524.2571,2.0520,1.1225,14,0
536.9313,2.0520,1.1209,14,0
549.9118,2.0520,1.1194,14,1
563.2061,2.0520,1.1180,14,0
576.8218,2.0520,1.1166,14,1
590.7667,2.0520,1.1153,14,1
605.0487,2.0520,1.1140,14,0
619.6760,2.0520,1.1128,14,1
634.6569,2.0520,1.1117,14,1
650.0000,2.0520,1.1106,14,1
250.0000,2.0540,1.3655,15,1
256.0438,2.0540,1.3718,15,0
262.2338,2.0540,1.3778,15,1
268.5734,2.0540,1.3835,15,1
275.0663,2.0540,1.3889,15,1
281.7161,2.0540,1.3941,15,0
288.5267,2.0540,1.3991,15,1
295.5019,2.0540,1.4038,15,1
302.6458,2.0540,1.4083,15,1
309.9624,2.0540,1.4126,15,0
317.4559,2.0540,1.4167,15,0
325.1305,2.0540,1.4206,15,1
332.9906,2.0540,1.4244,15,0
341.0408,2.0540,1.4279,15,1
349.2856,2.0540,1.4313,15,1
357.7297,2.0540,1.4345,15,0
366.3780,2.0540,1.4376,15,1
375.2353,2.0540,1.4406,15,1
384.3068,2.0540,1.4434,15,1
393.5975,2.0540,1.4460,15,1
403.1129,2.0540,1.4486,15,0
412.8583,2.0540,1.4510,15,1
422.8393,2.0540,1.4533,15,0
433.0616,2.0540,1.4555,15,0
443.5310,2.0540,1.4576,15,1
454.2536,2.0540,1.4597,15,1
465.2353,2.0540,1.4616,15,0
476.4826,2.0540,1.4634,15,1
488.0017,2.0540,1.4651,15,0
499.7993,2.0540,1.4668,15,0
511.8822,2.0540,1.4684,15,1
524.2571,2.0540,1.4699,15,1
536.9313,2.0540,1.4713,15,1
549.9118,2.0540,1.4727,15,0
563.2061,2.0540,1.4740,15,0
576.8218,2.0540,1.4752,15,1
590.7667,2.0540,1.4764,15,0
605.0487,2.0540,1.4776,15,1
619.6760,2.0540,1.4786,15,1
634.6569,2.0540,1.4797,15,0
650.0000,2.0540,1.4807,15,1
250.0000,2.0560,1.0000,15,1
256.0438,2.0560,1.0000,15,0
262.2338,2.0560,1.0000,15,1
268.5734,2.0560,1.0000,15,1
275.0663,2.0560,1.0000,15,1
281.7161,2.0560,1.0000,15,1
288.5267,2.0560,1.0000,15,1
295.5019,2.0560,1.0000,15,1
302.6458,2.0560,1.0000,15,1
309.9624,2.0560,1.0000,15,1
317.4559,2.0560,1.0000,15,1
325.1305,2.0560,1.0000,15,0
332.9906,2.0560,1.0000,15,1
341.0408,2.0560,1.0000,15,0
349.2856,2.0560,1.0000,15,0
