eps_p,s_p,fitness_width,ghost_count,mu36
0.400,0.000,1.6280,1,9.6047
0.410,0.000,2.1423,1,9.4625
0.420,0.000,3.3541,1,9.3285
0.430,0.000,2.8609,1,9.2019
0.440,0.000,1.8304,1,9.0823
0.450,0.000,1.8924,1,8.9691
0.460,0.000,2.5088,1,8.8619
0.470,0.000,2.4632,1,8.7603
0.480,0.000,2.3425,1,8.6639
0.490,0.000,3.0712,1,8.5723
0.500,0.000,3.1909,1,8.4853
0.510,0.000,2.6077,1,8.4025
0.520,0.000,2.0880,1,8.3237
0.530,0.000,1.9033,1,8.2486
0.540,0.000,1.9213,1,8.1771
0.550,0.000,1.9390,1,8.1088
0.560,0.000,1.9562,0,8.0436
0.570,0.000,2.2476,0,7.9813
0.580,0.000,2.9989,0,7.9217
0.590,0.000,3.7215,0,7.8648
0.600,0.000,3.5564,0,7.8102
0.610,0.000,2.8653,0,7.7580
0.620,0.000,2.1942,0,7.7080
0.630,0.000,1.9350,0,7.6600
0.640,0.000,1.9209,0,7.6140
0.650,0.000,1.9073,0,7.5698
0.660,0.000,2.0779,0,7.5274
0.670,0.000,2.5507,0,7.4866
0.680,0.000,2.8645,0,7.4474
0.690,0.000,2.6262,0,7.4097
0.700,0.000,2.4777,0,7.3734
0.710,0.000,2.7036,0,7.3385
0.720,0.000,2.7165,0,7.3049
0.730,0.000,2.5377,0,7.2725
0.740,0.000,2.5804,0,7.2412
0.750,0.000,2.6936,0,7.2111
0.760,0.000,2.8020,0,7.1820
0.770,0.000,3.1115,0,7.1540
0.780,0.000,3.3105,0,7.1269
0.790,0.000,3.2735,0,7.1008
0.800,0.000,3.3605,0,7.0755
0.810,0.000,3.4962,0,7.0511
0.820,0.000,3.5466,0,7.0274
0.830,0.000,3.5279,0,7.0046
0.840,0.000,3.7129,0,6.9825
0.850,0.000,4.0035,0,6.9611
0.860,0.000,4.1286,0,6.9404
0.870,0.000,4.1142,0,6.9203
0.880,0.000,4.1003,0,6.9009
0.890,0.000,4.0735,0,6.8820
0.900,0.000,4.0233,0,6.8638
0.910,0.000,3.8080,0,6.8460
0.920,0.000,3.5879,0,6.8289
0.930,0.000,3.4042,0,6.8122
0.940,0.000,3.4455,0,6.7960
0.950,0.000,3.2487,0,6.7803
0.960,0.000,3.1738,0,6.7650
0.970,0.000,3.0186,0,6.7502
0.980,0.000,2.8478,0,6.7358
0.990,0.000,3.1126,0,6.7218
1.000,0.000,3.5095,0,6.7082
1.010,0.000,3.4616,0,6.6950
1.020,0.000,3.0622,0,6.6821
1.030,0.000,2.6457,0,6.6696
1.040,0.000,2.5583,0,6.6574
1.050,0.000,2.4725,0,6.6455
1.060,0.000,2.3883,0,6.6340
1.070,0.000,2.3056,0,6.6228
1.080,0.000,2.2244,0,6.6118
1.090,0.000,2.1446,0,6.6011
1.100,0.000,2.0663,0,6.5908
1.110,0.000,1.9893,0,6.5806
1.120,0.000,1.9185,0,6.5707
1.130,0.000,1.8685,0,6.5611
1.140,0.000,1.8318,0,6.5517
1.150,0.000,1.8524,0,6.5426
1.160,0.000,1.8724,0,6.5336
1.170,0.000,1.9940,0,6.5249
1.180,0.000,2.1286,0,6.5164
1.190,0.000,2.2605,0,6.5081
1.200,0.000,2.3973,0,6.5000
0.400,0.010,1.7978,1,9.5860
0.410,0.010,2.4403,1,9.4435
0.420,0.010,3.4992,1,9.3092
0.430,0.010,2.7505,1,9.1824
0.440,0.010,1.8253,1,9.0625
0.450,0.010,2.0246,1,8.9490
0.460,0.010,2.6455,1,8.8416
0.470,0.010,2.3681,1,8.7398
0.480,0.010,2.3667,1,8.6431
0.490,0.010,2.9554,1,8.5513
0.500,0.010,2.9629,1,8.4641
0.510,0.010,2.7160,1,8.3811
0.520,0.010,2.2423,1,8.3021
0.530,0.010,1.9294,1,8.2268
0.540,0.010,1.9479,1,8.1551
0.550,0.010,1.9660,1,8.0866
0.560,0.010,1.9836,0,8.0212
0.570,0.010,2.5483,0,7.9588
0.580,0.010,3.2853,0,7.8990
0.590,0.010,3.9134,0,7.8419
0.600,0.010,3.2573,0,7.7872
0.610,0.010,2.5601,0,7.7349
0.620,0.010,1.9554,0,7.6847
0.630,0.010,1.9325,0,7.6365
0.640,0.010,1.9184,0,7.5904
0.650,0.010,1.9046,0,7.5460
0.660,0.010,1.9121,0,7.5035
0.670,0.010,2.3847,0,7.4626
0.680,0.010,2.9912,0,7.4232
0.690,0.010,2.7835,0,7.3854
0.700,0.010,2.5491,0,7.3490
0.710,0.010,2.7003,0,7.3140
0.720,0.010,2.7733,0,7.2802
0.730,0.010,3.2261,0,7.2477
0.740,0.010,3.3721,0,7.2164
0.750,0.010,3.4927,0,7.1862
0.760,0.010,3.6084,0,7.1570
0.770,0.010,3.6205,0,7.1289
0.780,0.010,3.4789,0,7.1017
0.790,0.010,3.6259,0,7.0754
0.800,0.010,3.6506,0,7.0501
0.810,0.010,3.8142,0,7.0255
0.820,0.010,3.7960,0,7.0018
0.830,0.010,4.0329,0,6.9789
0.840,0.010,4.3357,0,6.9567
0.850,0.010,4.3987,0,6.9352
0.860,0.010,4.3849,0,6.9145
0.870,0.010,4.3716,0,6.8943
0.880,0.010,4.3588,0,6.8748
0.890,0.010,4.3041,0,6.8559
0.900,0.010,3.9968,0,6.8375
0.910,0.010,3.7265,0,6.8198
0.920,0.010,3.4836,0,6.8025
0.930,0.010,3.2989,0,6.7858
0.940,0.010,3.2197,0,6.7695
0.950,0.010,3.1424,0,6.7538
0.960,0.010,2.9977,0,6.7384
0.970,0.010,2.8140,0,6.7236
0.980,0.010,2.7400,0,6.7091
0.990,0.010,2.8842,0,6.6950
1.000,0.010,3.2333,0,6.6814
1.010,0.010,3.5921,0,6.6681
1.020,0.010,3.1915,0,6.6552
1.030,0.010,2.7967,0,6.6426
1.040,0.010,2.5274,0,6.6304
1.050,0.010,2.4410,0,6.6185
1.060,0.010,2.3562,0,6.6069
1.070,0.010,2.2729,0,6.5956
1.080,0.010,2.1911,0,6.5846
1.090,0.010,2.1108,0,6.5739
1.100,0.010,2.0319,0,6.5635
1.110,0.010,1.9624,0,6.5533
1.120,0.010,1.9853,0,6.5434
1.130,0.010,2.0076,0,6.5337
1.140,0.010,2.0293,0,6.5243
1.150,0.010,2.0504,0,6.5151
1.160,0.010,2.1330,0,6.5061
1.170,0.010,2.2720,0,6.4973
1.180,0.010,2.4084,0,6.4888
1.190,0.010,2.5761,0,6.4805
1.200,0.010,2.7406,0,6.4723
0.400,0.020,1.9917,1,9.5673
0.410,0.020,2.7389,1,9.4246
0.420,0.020,3.6413,1,9.2900
0.430,0.020,2.6401,1,9.1629
0.440,0.020,1.8204,1,9.0427
0.450,0.020,2.1569,1,8.9291
0.460,0.020,2.7825,1,8.8214
0.470,0.020,2.3772,1,8.7193
0.480,0.020,2.5093,1,8.6224
0.490,0.020,2.7304,1,8.5304
0.500,0.020,2.7332,1,8.4430
0.510,0.020,2.8704,1,8.3598
0.520,0.020,2.3984,1,8.2806
0.530,0.020,1.9556,1,8.2051
0.540,0.020,1.9746,1,8.1331
0.550,0.020,1.9931,0,8.0645
0.560,0.020,2.0548,0,7.9989
0.570,0.020,2.8047,0,7.9363
0.580,0.020,3.5779,0,7.8764
0.590,0.020,3.6815,0,7.8191
0.600,0.020,2.9572,0,7.7643
0.610,0.020,2.2537,0,7.7117
0.620,0.020,1.9446,0,7.6614
0.630,0.020,1.9300,0,7.6131
0.640,0.020,1.9158,0,7.5668
0.650,0.020,1.9019,0,7.5223
0.660,0.020,1.8884,0,7.4796
0.670,0.020,2.2156,0,7.4386
0.680,0.020,2.8163,0,7.3991
0.690,0.020,2.9430,0,7.3612
0.700,0.020,2.7103,0,7.3247
0.710,0.020,2.8702,0,7.2895
0.720,0.020,3.2109,0,7.2557
0.730,0.020,3.3406,0,7.2230
0.740,0.020,3.8931,0,7.1916
0.750,0.020,4.2978,0,7.1613
0.760,0.020,4.3660,0,7.1320
0.770,0.020,3.9962,0,7.1037
0.780,0.020,3.6661,0,7.0765
0.790,0.020,3.8026,0,7.0501
0.800,0.020,4.0314,0,7.0247
0.810,0.020,4.0641,0,7.0001
0.820,0.020,4.3394,0,6.9763
0.830,0.020,4.6550,0,6.9533
0.840,0.020,4.6689,0,6.9310
0.850,0.020,4.6558,0,6.9094
0.860,0.020,4.5948,0,6.8886
0.870,0.020,4.4363,0,6.8683
0.880,0.020,4.1552,0,6.8488
0.890,0.020,3.7000,0,6.8298
0.900,0.020,3.3499,0,6.8114
0.910,0.020,3.2691,0,6.7935
0.920,0.020,3.2202,0,6.7762
0.930,0.020,3.1726,0,6.7594
0.940,0.020,3.1132,0,6.7431
0.950,0.020,3.0039,0,6.7273
0.960,0.020,2.8779,0,6.7119
0.970,0.020,2.8064,0,6.6969
0.980,0.020,2.7365,0,6.6824
0.990,0.020,2.6692,0,6.6683
1.000,0.020,3.0080,0,6.6546
1.010,0.020,3.3427,0,6.6413
1.020,0.020,3.3264,0,6.6283
1.030,0.020,2.9304,0,6.6157
1.040,0.020,2.5223,0,6.6034
1.050,0.020,2.4099,0,6.5914
1.060,0.020,2.3245,0,6.5798
1.070,0.020,2.2407,0,6.5685
1.080,0.020,2.1583,0,6.5574
1.090,0.020,2.1278,0,6.5467
1.100,0.020,2.1356,0,6.5362
1.110,0.020,2.1598,0,6.5260
1.120,0.020,2.1833,0,6.5160
1.130,0.020,2.2062,0,6.5063
1.140,0.020,2.2285,0,6.4968
1.150,0.020,2.2665,0,6.4876
1.160,0.020,2.4103,0,6.4786
1.170,0.020,2.5755,0,6.4698
1.180,0.020,2.7488,0,6.4612
1.190,0.020,2.9189,0,6.4528
1.200,0.020,3.0858,0,6.4447
0.400,0.030,2.1860,1,9.5487
0.410,0.030,3.0087,1,9.4057
0.420,0.030,3.6805,1,9.2708
0.430,0.030,2.5298,1,9.1435
0.440,0.030,1.8158,1,9.0231
0.450,0.030,2.2896,1,8.9091
0.460,0.030,2.7438,1,8.8012
0.470,0.030,2.3971,1,8.6989
0.480,0.030,2.6523,1,8.6018
0.490,0.030,2.5846,1,8.5096
0.500,0.030,2.5017,1,8.4219
0.510,0.030,2.8565,1,8.3385
0.520,0.030,2.5563,1,8.2591
0.530,0.030,2.0907,1,8.1834
0.540,0.030,1.9986,1,8.1112
0.550,0.030,1.9796,0,8.0424
0.560,0.030,2.2890,0,7.9767
0.570,0.030,3.0866,0,7.9138
0.580,0.030,3.8611,0,7.8538
0.590,0.030,3.3866,0,7.7963
0.600,0.030,2.6559,0,7.7413
0.610,0.030,1.9922,0,7.6886
0.620,0.030,1.9423,0,7.6381
0.630,0.030,1.9276,0,7.5897
0.640,0.030,1.9132,0,7.5433
0.650,0.030,1.8992,0,7.4987
0.660,0.030,1.8856,0,7.4558
0.670,0.030,2.0435,0,7.4147
0.680,0.030,2.6373,0,7.3751
0.690,0.030,3.1049,0,7.3370
0.700,0.030,2.8738,0,7.3004
0.710,0.030,3.2507,0,7.2651
0.720,0.030,3.6518,0,7.2311
0.730,0.030,3.7849,0,7.1984
0.740,0.030,3.9909,0,7.1668
0.750,0.030,4.4388,0,7.1364
0.760,0.030,4.2937,0,7.1070
0.770,0.030,3.9863,0,7.0787
0.780,0.030,3.9437,0,7.0513
0.790,0.030,4.1819,0,7.0249
0.800,0.030,4.3322,0,6.9993
0.810,0.030,4.6317,0,6.9746
0.820,0.030,4.8771,0,6.9508
0.830,0.030,4.6982,0,6.9277
0.840,0.030,4.5239,0,6.9053
0.850,0.030,4.3540,0,6.8837
0.860,0.030,4.1884,0,6.8627
0.870,0.030,3.8076,0,6.8424
0.880,0.030,3.4977,0,6.8228
0.890,0.030,3.2873,0,6.8037
0.900,0.030,3.1973,0,6.7852
0.910,0.030,3.1095,0,6.7673
0.920,0.030,3.0240,0,6.7499
0.930,0.030,2.9753,0,6.7330
0.940,0.030,2.9462,0,6.7167
0.950,0.030,2.9036,0,6.7008
0.960,0.030,2.8619,0,6.6853
0.970,0.030,2.8036,0,6.6703
0.980,0.030,2.7333,0,6.6558
0.990,0.030,2.6645,0,6.6416
1.000,0.030,2.7871,0,6.6278
1.010,0.030,3.1221,0,6.6144
1.020,0.030,3.4530,0,6.6014
1.030,0.030,3.0699,0,6.5887
1.040,0.030,2.6787,0,6.5764
1.050,0.030,2.3793,0,6.5644
1.060,0.030,2.2983,0,6.5527
1.070,0.030,2.2991,0,6.5413
1.080,0.030,2.2995,0,6.5302
1.090,0.030,2.3086,0,6.5194
1.100,0.030,2.3340,0,6.5089
1.110,0.030,2.3588,0,6.4987
1.120,0.030,2.3830,0,6.4887
1.130,0.030,2.4065,0,6.4789
1.140,0.030,2.4295,0,6.4694
1.150,0.030,2.5534,0,6.4601
1.160,0.030,2.7361,0,6.4511
1.170,0.030,2.9153,0,6.4423
1.180,0.030,3.0911,0,6.4336
1.190,0.030,3.2635,0,6.4252
1.200,0.030,3.3501,0,6.4170
0.400,0.040,2.3807,1,9.5302
0.410,0.040,2.9466,1,9.3869
0.420,0.040,3.5766,1,9.2517
0.430,0.040,2.4197,1,9.1241
0.440,0.040,1.8114,1,9.0034
0.450,0.040,2.4225,1,8.8893
0.460,0.040,2.6519,1,8.7811
0.470,0.040,2.4171,1,8.6785
0.480,0.040,2.7956,1,8.5812
0.490,0.040,2.4857,1,8.4887
0.500,0.040,2.2684,1,8.4009
0.510,0.040,2.7495,1,8.3172
0.520,0.040,2.7161,1,8.2376
0.530,0.040,2.2355,1,8.1618
0.540,0.040,1.9717,1,8.0894
0.550,0.040,1.9522,0,8.0204
0.560,0.040,2.5651,0,7.9545
0.570,0.040,3.3694,0,7.8915
0.580,0.040,3.8430,0,7.8312
0.590,0.040,3.0906,0,7.7736
0.600,0.040,2.3535,0,7.7184
0.610,0.040,1.9552,0,7.6656
0.620,0.040,1.9400,0,7.6150
0.630,0.040,1.9251,0,7.5664
0.640,0.040,1.9107,0,7.5198
0.650,0.040,1.8966,0,7.4750
0.660,0.040,1.8828,0,7.4321
0.670,0.040,1.9083,0,7.3908
0.680,0.040,2.4544,0,7.3511
0.690,0.040,3.1661,0,7.3129
0.700,0.040,3.0763,0,7.2761
0.710,0.040,3.6864,0,7.2407
0.720,0.040,4.0962,0,7.2066
0.730,0.040,4.1491,0,7.1738
0.740,0.040,4.1476,0,7.1421
0.750,0.040,3.9647,0,7.1116
0.760,0.040,3.8498,0,7.0821
0.770,0.040,4.0731,0,7.0537
0.780,0.040,4.3182,0,7.0262
0.790,0.040,4.3721,0,6.9997
0.800,0.040,4.5342,0,6.9740
0.810,0.040,4.6674,0,6.9492
0.820,0.040,4.4805,0,6.9253
0.830,0.040,4.2984,0,6.9021
0.840,0.040,4.1209,0,6.8796
0.850,0.040,4.0191,0,6.8579
0.860,0.040,3.7032,0,6.8369
0.870,0.040,3.3883,0,6.8165
0.880,0.040,3.2270,0,6.7968
0.890,0.040,3.1348,0,6.7777
0.900,0.040,3.0437,0,6.7591
0.910,0.040,2.9548,0,6.7411
0.920,0.040,2.8681,0,6.7237
0.930,0.040,2.9045,0,6.7067
0.940,0.040,2.8528,0,6.6903
0.950,0.040,2.8092,0,6.6743
0.960,0.040,2.9369,0,6.6588
0.970,0.040,2.7253,0,6.6438
0.980,0.040,2.6849,0,6.6291
0.990,0.040,2.6454,0,6.6149
1.000,0.040,2.5936,0,6.6011
1.010,0.040,2.8949,0,6.5876
1.020,0.040,3.2260,0,6.5746
1.030,0.040,3.2456,0,6.5618
1.040,0.040,2.8523,0,6.5495
1.050,0.040,2.5501,0,6.5374
1.060,0.040,2.4706,0,6.5257
1.070,0.040,2.4719,0,6.5142
1.080,0.040,2.4812,0,6.5031
1.090,0.040,2.5080,0,6.4923
1.100,0.040,2.5341,0,6.4817
1.110,0.040,2.5596,0,6.4714
1.120,0.040,2.5844,0,6.4614
1.130,0.040,2.6086,0,6.4516
1.140,0.040,2.7010,0,6.4420
1.150,0.040,2.8899,0,6.4327
1.160,0.040,3.0751,0,6.4236
1.170,0.040,3.1388,0,6.4148
1.180,0.040,3.1818,0,6.4061
1.190,0.040,3.2242,0,6.3976
1.200,0.040,3.2662,0,6.3894
0.400,0.050,2.5760,1,9.5117
0.410,0.050,2.8842,1,9.3681
0.420,0.050,3.4728,1,9.2327
0.430,0.050,2.3096,1,9.1048
0.440,0.050,1.8974,1,8.9839
0.450,0.050,2.5556,1,8.8694
0.460,0.050,2.5599,1,8.7610
0.470,0.050,2.4371,1,8.6582
0.480,0.050,2.9110,1,8.5607
0.490,0.050,2.3866,1,8.4680
0.500,0.050,2.1264,1,8.3799
0.510,0.050,2.6410,1,8.2961
0.520,0.050,2.8497,1,8.2162
0.530,0.050,2.3457,1,8.1402
0.540,0.050,1.9446,0,8.0676
0.550,0.050,2.0157,0,7.9984
0.560,0.050,2.8420,0,7.9323
0.570,0.050,3.6531,0,7.8691
0.580,0.050,3.5563,0,7.8087
0.590,0.050,2.8069,0,7.7509
0.600,0.050,2.0499,0,7.6956
0.610,0.050,1.9530,0,7.6426
0.620,0.050,1.9376,0,7.5918
0.630,0.050,1.9227,0,7.5431
0.640,0.050,1.9081,0,7.4963
0.650,0.050,1.8939,0,7.4515
0.660,0.050,1.9985,0,7.4084
0.670,0.050,2.2526,0,7.3669
0.680,0.050,2.5483,0,7.3271
0.690,0.050,2.9801,0,7.2888
0.700,0.050,3.4807,0,7.2519
0.710,0.050,4.1181,0,7.2164
0.720,0.050,4.2118,0,7.1822
0.730,0.050,4.1737,0,7.1492
0.740,0.050,4.0802,0,7.1174
0.750,0.050,3.9561,0,7.0868
0.760,0.050,3.9767,0,7.0572
0.770,0.050,4.0053,0,7.0287
0.780,0.050,4.0593,0,7.0011
0.790,0.050,4.5340,0,6.9745
0.800,0.050,4.9457,0,6.9487
0.810,0.050,4.7256,0,6.9239
0.820,0.050,4.4457,0,6.8998
0.830,0.050,4.1719,0,6.8765
0.840,0.050,3.9541,0,6.8540
0.850,0.050,3.6184,0,6.8322
0.860,0.050,3.3210,0,6.8111
0.870,0.050,3.1561,0,6.7907
0.880,0.050,3.0758,0,6.7708
0.890,0.050,2.9812,0,6.7516
0.900,0.050,2.8890,0,6.7330
0.910,0.050,2.8599,0,6.7150
0.920,0.050,2.9057,0,6.6974
0.930,0.050,2.8540,0,6.6804
0.940,0.050,2.7742,0,6.6639
0.950,0.050,2.7143,0,6.6479
0.960,0.050,2.6709,0,6.6324
0.970,0.050,2.7422,0,6.6172
0.980,0.050,2.5873,0,6.6025
0.990,0.050,2.5470,0,6.5883
1.000,0.050,2.5077,0,6.5744
1.010,0.050,2.6070,0,6.5609
1.020,0.050,3.0080,0,6.5477
1.030,0.050,3.4578,0,6.5350
1.040,0.050,3.2535,0,6.5225
1.050,0.050,2.9088,0,6.5104
1.060,0.050,2.6449,0,6.4987
1.070,0.050,2.6534,0,6.4872
1.080,0.050,2.6817,0,6.4760
1.090,0.050,2.7092,0,6.4651
1.100,0.050,2.7360,0,6.4545
1.110,0.050,2.7621,0,6.4442
1.120,0.050,2.7973,0,6.4341
1.130,0.050,2.8625,0,6.4242
1.140,0.050,2.9170,0,6.4146
1.150,0.050,2.9622,0,6.4053
1.160,0.050,3.0069,0,6.3962
1.170,0.050,3.0511,0,6.3873
1.180,0.050,3.0948,0,6.3786
1.190,0.050,3.1380,0,6.3701
1.200,0.050,3.1807,0,6.3618
0.400,0.060,2.7118,1,9.4933
0.410,0.060,2.9686,1,9.3494
0.420,0.060,3.3692,1,9.2137
0.430,0.060,2.2515,1,9.0856
0.440,0.060,2.0260,1,8.9644
0.450,0.060,2.6890,1,8.8497
0.460,0.060,2.4677,1,8.7410
0.470,0.060,2.4916,1,8.6380
0.480,0.060,2.8152,1,8.5402
0.490,0.060,2.2873,1,8.4473
0.500,0.060,2.0173,1,8.3590
0.510,0.060,2.4944,1,8.2749
0.520,0.060,2.9589,1,8.1949
0.530,0.060,2.4577,1,8.1186
0.540,0.060,1.9723,0,8.0459
0.550,0.060,2.2780,0,7.9765
0.560,0.060,3.1199,0,7.9102
0.570,0.060,3.9042,0,7.8469
0.580,0.060,3.2676,0,7.7863
0.590,0.060,2.4980,0,7.7283
0.600,0.060,1.9666,0,7.6728
0.610,0.060,1.9508,0,7.6197
0.620,0.060,1.9353,0,7.5687
0.630,0.060,1.9203,0,7.5198
0.640,0.060,1.9056,0,7.4730
0.650,0.060,2.1784,0,7.4279
0.660,0.060,2.4965,0,7.3847
0.670,0.060,2.8064,0,7.3431
0.680,0.060,3.1084,0,7.3032
0.690,0.060,3.5162,0,7.2647
0.700,0.060,3.8854,0,7.2277
0.710,0.060,4.0139,0,7.1921
0.720,0.060,4.1917,0,7.1578
0.730,0.060,3.9919,0,7.1247
0.740,0.060,3.6754,0,7.0928
0.750,0.060,3.6949,0,7.0620
0.760,0.060,3.7140,0,7.0324
0.770,0.060,3.7456,0,7.0037
0.780,0.060,4.0940,0,6.9761
0.790,0.060,4.4204,0,6.9493
0.800,0.060,4.4966,0,6.9235
0.810,0.060,4.5722,0,6.8985
0.820,0.060,4.6471,0,6.8744
0.830,0.060,4.3962,0,6.8510
0.840,0.060,3.7986,0,6.8284
0.850,0.060,3.2790,0,6.8066
0.860,0.060,3.1002,0,6.7854
0.870,0.060,2.9890,0,6.7648
0.880,0.060,2.9223,0,6.7449
0.890,0.060,2.8267,0,6.7257
0.900,0.060,2.8550,0,6.7070
0.910,0.060,2.9025,0,6.6888
0.920,0.060,2.8857,0,6.6713
0.930,0.060,2.8033,0,6.6542
0.940,0.060,2.7228,0,6.6376
0.950,0.060,2.6440,0,6.6215
0.960,0.060,2.5744,0,6.6059
0.970,0.060,2.8138,0,6.5907
0.980,0.060,2.5376,0,6.5760
0.990,0.060,2.4479,0,6.5616
1.000,0.060,2.4503,0,6.5477
1.010,0.060,2.5129,0,6.5341
1.020,0.060,2.8718,0,6.5210
1.030,0.060,3.3229,0,6.5081
1.040,0.060,3.6167,0,6.4956
1.050,0.060,3.2928,0,6.4835
1.060,0.060,2.9766,0,6.4717
1.070,0.060,2.8549,0,6.4601
1.080,0.060,2.8838,0,6.4489
1.090,0.060,2.9121,0,6.4380
1.100,0.060,2.9396,0,6.4273
1.110,0.060,2.9086,0,6.4169
1.120,0.060,2.8182,0,6.4068
1.130,0.060,2.7790,0,6.3969
1.140,0.060,2.8254,0,6.3873
1.150,0.060,2.8714,0,6.3779
1.160,0.060,2.9168,0,6.3687
1.170,0.060,2.9617,0,6.3598
1.180,0.060,3.0062,0,6.3511
1.190,0.060,3.0501,0,6.3425
1.200,0.060,3.0935,0,6.3342
0.400,0.070,2.5548,1,9.4749
0.410,0.070,3.1062,1,9.3308
0.420,0.070,3.2657,1,9.1948
0.430,0.070,2.2498,1,9.0664
0.440,0.070,2.1549,1,8.9449
0.450,0.070,2.8227,1,8.8300
0.460,0.070,2.4697,1,8.7211
0.470,0.070,2.6314,1,8.6178
0.480,0.070,2.7192,1,8.5198
0.490,0.070,2.1879,1,8.4267
0.500,0.070,1.9790,1,8.3381
0.510,0.070,2.3312,1,8.2539
0.520,0.070,2.7937,1,8.1736
0.530,0.070,2.5719,1,8.0972
0.540,0.070,2.1154,0,8.0242
0.550,0.070,2.5497,0,7.9546
0.560,0.070,3.3986,0,7.8882
0.570,0.070,3.7469,0,7.8246
0.580,0.070,2.9751,0,7.7639
0.590,0.070,2.1963,0,7.7058
0.600,0.070,1.9810,0,7.6501
0.610,0.070,1.9486,0,7.5968
0.620,0.070,1.9330,0,7.5457
0.630,0.070,2.0472,0,7.4967
0.640,0.070,2.3891,0,7.4496
0.650,0.070,2.7223,0,7.4044
0.660,0.070,3.0470,0,7.3611
0.670,0.070,3.3634,0,7.3194
0.680,0.070,3.6295,0,7.2793
0.690,0.070,3.8254,0,7.2407
0.700,0.070,4.1721,0,7.2036
0.710,0.070,4.1076,0,7.1678
0.720,0.070,3.9496,0,7.1334
0.730,0.070,3.5238,0,7.1002
0.740,0.070,3.4140,0,7.0682
0.750,0.070,3.4319,0,7.0373
0.760,0.070,3.4494,0,7.0076
0.770,0.070,3.7398,0,6.9788
0.780,0.070,4.0955,0,6.9510
0.790,0.070,4.0341,0,6.9242
0.800,0.070,4.0435,0,6.8983
0.810,0.070,4.1151,0,6.8732
0.820,0.070,4.0634,0,6.8490
0.830,0.070,3.7899,0,6.8256
0.840,0.070,3.6158,0,6.8029
0.850,0.070,3.4153,0,6.7809
0.860,0.070,3.0272,0,6.7596
0.870,0.070,2.8403,0,6.7390
0.880,0.070,2.7974,0,6.7191
0.890,0.070,2.8480,0,6.6997
0.900,0.070,2.8974,0,6.6810
0.910,0.070,2.9210,0,6.6628
0.920,0.070,2.8359,0,6.6451
0.930,0.070,2.7526,0,6.6280
0.940,0.070,2.6712,0,6.6113
0.950,0.070,2.5915,0,6.5952
0.960,0.070,2.5136,0,6.5795
0.970,0.070,2.5375,0,6.5643
0.980,0.070,2.7509,0,6.5494
0.990,0.070,2.4856,0,6.5350
1.000,0.070,2.5501,0,6.5211
1.010,0.070,2.6131,0,6.5074
1.020,0.070,2.7292,0,6.4942
1.030,0.070,3.1811,0,6.4813
1.040,0.070,3.6264,0,6.4688
1.050,0.070,3.6368,0,6.4566
1.060,0.070,3.3447,0,6.4447
1.070,0.070,3.0407,0,6.4331
1.080,0.070,3.0082,0,6.4218
1.090,0.070,2.8894,0,6.4109
1.100,0.070,2.8141,0,6.4002
1.110,0.070,2.7435,0,6.3897
1.120,0.070,2.6554,0,6.3796
1.130,0.070,2.6849,0,6.3696
1.140,0.070,2.7321,0,6.3600
1.150,0.070,2.7788,0,6.3505
1.160,0.070,2.8250,0,6.3413
1.170,0.070,2.8706,0,6.3324
1.180,0.070,2.9158,0,6.3236
1.190,0.070,2.9604,0,6.3150
1.200,0.070,2.9790,0,6.3067
0.400,0.080,2.4460,1,9.4566
0.410,0.080,3.2436,1,9.3122
0.420,0.080,3.1624,1,9.1759
0.430,0.080,2.2484,1,9.0472
0.440,0.080,2.2839,1,8.9255
0.450,0.080,2.8845,1,8.8103
0.460,0.080,2.4895,1,8.7012
0.470,0.080,2.7714,1,8.5977
0.480,0.080,2.6231,1,8.4994
0.490,0.080,2.0437,1,8.4061
0.500,0.080,1.9536,1,8.3173
0.510,0.080,2.1662,1,8.2328
0.520,0.080,2.6265,1,8.1524
0.530,0.080,2.7153,0,8.0757
0.540,0.080,2.3038,0,8.0026
0.550,0.080,2.8222,0,7.9328
0.560,0.080,3.6782,0,7.8662
0.570,0.080,3.4638,0,7.8025
0.580,0.080,2.6817,0,7.7415
0.590,0.080,1.9790,0,7.6832
0.600,0.080,1.9981,0,7.6274
0.610,0.080,2.0026,0,7.5739
0.620,0.080,2.2223,0,7.5227
0.630,0.080,2.5802,0,7.4735
0.640,0.080,2.9291,0,7.4263
0.650,0.080,3.2691,0,7.3810
0.660,0.080,3.6005,0,7.3375
0.670,0.080,3.7010,0,7.2957
0.680,0.080,3.6268,0,7.2554
0.690,0.080,3.5574,0,7.2167
0.700,0.080,3.8460,0,7.1795
0.710,0.080,4.4538,0,7.1436
0.720,0.080,3.9162,0,7.1091
0.730,0.080,3.5288,0,7.0758
0.740,0.080,3.4266,0,7.0436
0.750,0.080,3.3251,0,7.0127
0.760,0.080,3.4565,0,6.9828
0.770,0.080,4.0192,0,6.9539
0.780,0.080,4.0241,0,6.9261
0.790,0.080,4.0028,0,6.8992
0.800,0.080,3.9822,0,6.8731
0.810,0.080,3.8247,0,6.8480
0.820,0.080,3.4487,0,6.8237
0.830,0.080,3.1943,0,6.8001
0.840,0.080,3.0095,0,6.7774
0.850,0.080,2.8586,0,6.7553
0.860,0.080,2.8616,0,6.7340
0.870,0.080,2.9546,0,6.7133
0.880,0.080,2.8724,0,6.6932
0.890,0.080,2.8901,0,6.6738
