eps_p,s_p,fitness_width,ghost_count,mu36
1.070,0.340,3.3649,0,5.7150
1.080,0.340,3.5587,0,5.7023
1.090,0.340,3.6418,0,5.6899
1.100,0.340,3.6253,0,5.6779
1.110,0.340,3.3250,0,5.6661
1.120,0.340,3.0298,0,5.6547
1.130,0.340,2.7396,0,5.6435
1.140,0.340,2.4544,0,5.6325
1.150,0.340,2.1739,0,5.6219
1.160,0.340,2.0528,0,5.6115
1.170,0.340,1.9563,0,5.6013
1.180,0.340,1.9108,0,5.5914
1.190,0.340,1.9067,0,5.5817
1.200,0.340,1.9027,0,5.5723
0.400,0.350,2.6974,1,8.9862
0.410,0.350,4.4699,1,8.8341
0.420,0.350,3.2606,1,8.6904
0.430,0.350,2.8782,1,8.5544
0.440,0.350,1.9222,1,8.4256
0.450,0.350,2.2504,1,8.3034
0.460,0.350,2.7529,1,8.1875
0.470,0.350,2.3461,0,8.0774
0.480,0.350,2.2884,0,7.9728
0.490,0.350,3.4655,0,7.8732
0.500,0.350,3.0344,0,7.7783
0.510,0.350,1.9232,0,7.6880
0.520,0.350,1.9162,0,7.6017
0.530,0.350,1.9390,0,7.5195
0.540,0.350,1.9615,0,7.4409
0.550,0.350,1.9835,0,7.3658
0.560,0.350,1.9949,0,7.2939
0.570,0.350,2.3559,0,7.2252
0.580,0.350,2.7892,0,7.1594
0.590,0.350,2.6533,0,7.0963
0.600,0.350,2.6010,0,7.0358
0.610,0.350,2.8411,0,6.9778
0.620,0.350,3.4174,0,6.9221
0.630,0.350,3.7735,0,6.8686
0.640,0.350,3.5586,0,6.8173
0.650,0.350,3.0566,0,6.7679
0.660,0.350,2.5667,0,6.7204
0.670,0.350,2.5004,0,6.6747
0.680,0.350,2.7219,0,6.6307
0.690,0.350,2.6585,0,6.5883
0.700,0.350,2.5273,0,6.5475
0.710,0.350,3.0272,0,6.5082
0.720,0.350,3.7121,0,6.4702
0.730,0.350,4.3848,0,6.4336
0.740,0.350,4.4630,0,6.3983
0.750,0.350,3.9477,0,6.3642
0.760,0.350,3.8373,0,6.3312
0.770,0.350,3.7320,0,6.2994
0.780,0.350,3.8516,0,6.2686
0.790,0.350,3.6807,0,6.2389
0.800,0.350,3.5131,0,6.2101
0.810,0.350,3.3490,0,6.1822
0.820,0.350,3.1881,0,6.1553
0.830,0.350,3.0305,0,6.1292
0.840,0.350,2.8760,0,6.1039
0.850,0.350,2.7356,0,6.0794
0.860,0.350,2.6057,0,6.0557
0.870,0.350,2.7305,0,6.0327
0.880,0.350,2.9194,0,6.0104
0.890,0.350,2.6919,0,5.9887
0.900,0.350,2.9912,0,5.9677
0.910,0.350,3.2839,0,5.9473
0.920,0.350,3.5695,0,5.9275
0.930,0.350,3.6264,0,5.9083
0.940,0.350,3.6747,0,5.8897
0.950,0.350,3.6085,0,5.8715
0.960,0.350,3.3465,0,5.8539
0.970,0.350,3.0903,0,5.8368
0.980,0.350,2.8827,0,5.8201
0.990,0.350,2.7743,0,5.8039
1.000,0.350,2.6682,0,5.7881
1.010,0.350,2.5643,0,5.7728
1.020,0.350,2.5186,0,5.7579
1.030,0.350,2.6382,0,5.7433
1.040,0.350,2.7552,0,5.7292
1.050,0.350,2.9378,0,5.7154
1.060,0.350,3.1396,0,5.7020
1.070,0.350,3.2241,0,5.6889
1.080,0.350,3.3082,0,5.6761
1.090,0.350,3.3917,0,5.6637
1.100,0.350,3.3180,0,5.6516
1.110,0.350,3.0141,0,5.6398
1.120,0.350,2.7152,0,5.6283
1.130,0.350,2.4215,0,5.6170
1.140,0.350,2.1326,0,5.6060
1.150,0.350,1.8779,0,5.5953
1.160,0.350,1.8734,0,5.5849
1.170,0.350,1.8690,0,5.5747
1.180,0.350,1.8647,0,5.5647
1.190,0.350,1.8604,0,5.5550
1.200,0.350,1.8563,0,5.5455
0.400,0.360,2.9611,1,8.9697
0.410,0.360,4.4640,1,8.8174
0.420,0.360,3.0449,1,8.6733
0.430,0.360,2.5706,1,8.5371
0.440,0.360,2.0067,1,8.4080
0.450,0.360,2.4471,1,8.2856
0.460,0.360,2.5854,1,8.1694
0.470,0.360,2.1373,0,8.0591
0.480,0.360,2.4266,0,7.9542
0.490,0.360,3.7044,0,7.8543
0.500,0.360,2.7870,0,7.7593
0.510,0.360,1.8933,0,7.6687
0.520,0.360,1.9167,0,7.5822
0.530,0.360,1.9397,0,7.4998
0.540,0.360,1.9622,0,7.4210
0.550,0.360,1.9844,0,7.3456
0.560,0.360,2.0473,0,7.2736
0.570,0.360,2.4954,0,7.2047
0.580,0.360,2.9325,0,7.1386
0.590,0.360,2.6269,0,7.0754
0.600,0.360,2.5955,0,7.0147
0.610,0.360,3.1416,0,6.9565
0.620,0.360,3.1914,0,6.9007
0.630,0.360,3.3911,0,6.8471
0.640,0.360,3.1816,0,6.7955
0.650,0.360,3.1670,0,6.7460
0.660,0.360,2.8462,0,6.6983
0.670,0.360,2.7012,0,6.6525
0.680,0.360,2.7894,0,6.6083
0.690,0.360,2.5940,0,6.5658
0.700,0.360,2.6151,0,6.5249
0.710,0.360,2.9398,0,6.4854
0.720,0.360,3.4587,0,6.4473
0.730,0.360,3.9477,0,6.4105
0.740,0.360,3.9519,0,6.3751
0.750,0.360,3.4537,0,6.3409
0.760,0.360,3.3342,0,6.3078
0.770,0.360,3.3907,0,6.2758
0.780,0.360,3.4945,0,6.2449
0.790,0.360,3.4431,0,6.2151
0.800,0.360,3.3931,0,6.1862
0.810,0.360,3.3444,0,6.1582
0.820,0.360,3.2968,0,6.1312
0.830,0.360,3.2505,0,6.1050
0.840,0.360,3.2053,0,6.0796
0.850,0.360,3.1291,0,6.0550
0.860,0.360,2.9833,0,6.0312
0.870,0.360,2.8790,0,6.0081
0.880,0.360,2.9645,0,5.9857
0.890,0.360,3.2616,0,5.9639
0.900,0.360,3.3251,0,5.9429
0.910,0.360,3.3693,0,5.9224
0.920,0.360,3.4124,0,5.9025
0.930,0.360,3.5140,0,5.8832
0.940,0.360,3.3948,0,5.8645
0.950,0.360,3.1880,0,5.8463
0.960,0.360,2.9855,0,5.8286
0.970,0.360,2.9045,0,5.8113
0.980,0.360,2.8523,0,5.7946
0.990,0.360,2.8012,0,5.7783
1.000,0.360,2.7514,0,5.7625
1.010,0.360,2.8388,0,5.7471
1.020,0.360,2.9243,0,5.7321
1.030,0.360,3.0077,0,5.7175
1.040,0.360,2.9938,0,5.7033
1.050,0.360,2.8299,0,5.6894
1.060,0.360,2.8843,0,5.6759
1.070,0.360,2.9691,0,5.6628
1.080,0.360,3.0535,0,5.6500
1.090,0.360,3.1373,0,5.6375
1.100,0.360,3.0106,0,5.6253
1.110,0.360,2.7029,0,5.6135
1.120,0.360,2.4004,0,5.6019
1.130,0.360,2.1595,0,5.5906
1.140,0.360,1.9679,0,5.5796
1.150,0.360,1.8320,0,5.5688
1.160,0.360,1.8273,0,5.5583
1.170,0.360,1.8227,0,5.5481
1.180,0.360,1.8182,0,5.5381
1.190,0.360,1.8138,0,5.5283
1.200,0.360,1.8095,0,5.5187
0.400,0.370,3.2247,1,8.9533
0.410,0.370,4.1726,1,8.8007
0.420,0.370,2.8290,1,8.6564
0.430,0.370,2.4376,1,8.5198
0.440,0.370,2.1204,1,8.3905
0.450,0.370,2.6444,1,8.2678
0.460,0.370,2.3817,1,8.1514
0.470,0.370,1.9279,0,8.0408
0.480,0.370,2.6567,0,7.9357
0.490,0.370,3.7474,0,7.8356
0.500,0.370,2.5392,0,7.7403
0.510,0.370,1.8937,0,7.6495
0.520,0.370,1.9172,0,7.5628
0.530,0.370,1.9403,0,7.4801
0.540,0.370,1.9629,0,7.4011
0.550,0.370,1.9852,0,7.3256
0.560,0.370,2.1834,0,7.2533
0.570,0.370,2.6353,0,7.1842
0.580,0.370,2.8246,0,7.1180
0.590,0.370,2.6216,0,7.0546
0.600,0.370,2.6322,0,6.9937
0.610,0.370,3.2125,0,6.9354
0.620,0.370,3.1875,0,6.8793
0.630,0.370,2.8416,0,6.8255
0.640,0.370,2.8285,0,6.7738
0.650,0.370,3.0482,0,6.7241
0.660,0.370,3.1357,0,6.6763
0.670,0.370,3.0229,0,6.6303
0.680,0.370,2.8210,0,6.5860
0.690,0.370,2.6493,0,6.5434
0.700,0.370,2.7666,0,6.5023
0.710,0.370,3.0105,0,6.4626
0.720,0.370,3.3992,0,6.4244
0.730,0.370,3.3771,0,6.3876
0.740,0.370,3.4061,0,6.3520
0.750,0.370,2.9491,0,6.3176
0.760,0.370,2.9247,0,6.2844
0.770,0.370,3.0742,0,6.2523
0.780,0.370,3.1068,0,6.2213
0.790,0.370,3.0509,0,6.1914
0.800,0.370,2.9964,0,6.1624
0.810,0.370,2.9432,0,6.1343
0.820,0.370,2.8913,0,6.1071
0.830,0.370,2.8651,0,6.0808
0.840,0.370,2.9000,0,6.0553
0.850,0.370,2.9231,0,6.0307
0.860,0.370,2.9457,0,6.0067
0.870,0.370,3.0344,0,5.9835
0.880,0.370,3.0742,0,5.9610
0.890,0.370,3.2261,0,5.9392
0.900,0.370,3.5622,0,5.9180
0.910,0.370,3.6483,0,5.8975
0.920,0.370,3.8483,0,5.8775
0.930,0.370,3.7175,0,5.8582
0.940,0.370,3.5781,0,5.8393
0.950,0.370,3.4071,0,5.8210
0.960,0.370,3.3553,0,5.8033
0.970,0.370,3.3045,0,5.7860
0.980,0.370,3.2547,0,5.7692
0.990,0.370,3.2921,0,5.7528
1.000,0.370,3.3857,0,5.7369
1.010,0.370,3.4772,0,5.7214
1.020,0.370,3.5253,0,5.7064
1.030,0.370,3.3548,0,5.6917
1.040,0.370,3.1879,0,5.6774
1.050,0.370,3.0245,0,5.6635
1.060,0.370,2.8643,0,5.6500
1.070,0.370,2.7098,0,5.6368
1.080,0.370,2.7944,0,5.6239
1.090,0.370,2.8785,0,5.6113
1.100,0.370,2.7030,0,5.5991
1.110,0.370,2.4792,0,5.5872
1.120,0.370,2.2796,0,5.5756
1.130,0.370,2.1287,0,5.5642
1.140,0.370,2.0947,0,5.5531
1.150,0.370,2.0614,0,5.5423
1.160,0.370,2.0287,0,5.5318
1.170,0.370,1.9965,0,5.5215
1.180,0.370,1.9650,0,5.5114
1.190,0.370,1.9339,0,5.5016
1.200,0.370,1.9035,0,5.4920
0.400,0.380,3.3082,1,8.9370
0.410,0.380,3.8734,1,8.7840
0.420,0.380,2.6387,1,8.6394
0.430,0.380,2.4169,1,8.5026
0.440,0.380,2.3121,1,8.3730
0.450,0.380,2.6460,1,8.2501
0.460,0.380,2.1775,1,8.1334
0.470,0.380,1.7955,0,8.0226
0.480,0.380,2.8870,0,7.9172
0.490,0.380,3.5082,0,7.8169
0.500,0.380,2.2912,0,7.7214
0.510,0.380,1.8940,0,7.6303
0.520,0.380,1.9176,0,7.5434
0.530,0.380,1.9408,0,7.4605
0.540,0.380,1.9636,0,7.3813
0.550,0.380,1.9860,0,7.3056
0.560,0.380,2.3197,0,7.2332
0.570,0.380,2.7755,0,7.1638
0.580,0.380,2.6781,0,7.0974
0.590,0.380,2.6164,0,7.0338
0.600,0.380,2.9271,0,6.9728
0.610,0.380,3.2088,0,6.9142
0.620,0.380,3.1836,0,6.8580
0.630,0.380,2.4570,0,6.8041
0.640,0.380,2.4718,0,6.7522
0.650,0.380,2.8532,0,6.7023
0.660,0.380,3.4554,0,6.6544
0.670,0.380,3.3478,0,6.6082
0.680,0.380,3.0494,0,6.5638
0.690,0.380,2.7983,0,6.5210
0.700,0.380,2.9434,0,6.4797
0.710,0.380,3.1903,0,6.4400
0.720,0.380,3.1823,0,6.4016
0.730,0.380,3.1582,0,6.3646
0.740,0.380,3.1682,0,6.3289
0.750,0.380,2.7171,0,6.2944
0.760,0.380,2.8601,0,6.2611
0.770,0.380,2.9608,0,6.2289
0.780,0.380,2.9510,0,6.1978
0.790,0.380,3.0011,0,6.1677
0.800,0.380,3.0440,0,6.1386
0.810,0.380,3.0712,0,6.1104
0.820,0.380,3.0978,0,6.0831
0.830,0.380,3.1237,0,6.0567
0.840,0.380,3.1473,0,6.0311
0.850,0.380,2.8889,0,6.0064
0.860,0.380,2.8110,0,5.9823
0.870,0.380,2.8944,0,5.9590
0.880,0.380,2.9383,0,5.9365
0.890,0.380,3.0160,0,5.9145
0.900,0.380,3.4932,0,5.8933
0.910,0.380,3.8451,0,5.8726
0.920,0.380,3.3415,0,5.8526
0.930,0.380,3.0187,0,5.8331
0.940,0.380,2.9785,0,5.8142
0.950,0.380,3.0043,0,5.7959
0.960,0.380,3.0295,0,5.7780
0.970,0.380,3.0713,0,5.7606
0.980,0.380,3.2457,0,5.7438
0.990,0.380,3.4164,0,5.7273
1.000,0.380,3.5835,0,5.7114
1.010,0.380,3.5205,0,5.6958
1.020,0.380,3.4138,0,5.6807
1.030,0.380,3.3094,0,5.6659
1.040,0.380,3.2074,0,5.6516
1.050,0.380,3.1076,0,5.6376
1.060,0.380,3.0100,0,5.6240
1.070,0.380,2.9051,0,5.6108
1.080,0.380,2.7518,0,5.5978
1.090,0.380,2.7209,0,5.5852
1.100,0.380,2.6726,0,5.5729
1.110,0.380,2.6386,0,5.5610
1.120,0.380,2.6053,0,5.5493
1.130,0.380,2.5725,0,5.5379
1.140,0.380,2.5404,0,5.5267
1.150,0.380,2.5088,0,5.5159
1.160,0.380,2.4778,0,5.5053
1.170,0.380,2.4522,0,5.4949
1.180,0.380,2.4652,0,5.4848
1.190,0.380,2.4780,0,5.4750
1.200,0.380,2.4905,0,5.4653
0.400,0.390,3.2172,1,8.9207
0.410,0.390,3.5741,1,8.7675
0.420,0.390,2.6805,1,8.6226
0.430,0.390,2.5014,1,8.4855
0.440,0.390,2.5041,1,8.3556
0.450,0.390,2.4471,1,8.2325
0.460,0.390,1.9728,1,8.1155
0.470,0.390,1.8274,0,8.0045
0.480,0.390,3.1175,0,7.8988
0.490,0.390,3.2687,0,7.7983
0.500,0.390,2.0428,0,7.7025
0.510,0.390,1.8943,0,7.6112
0.520,0.390,1.9180,0,7.5242
0.530,0.390,1.9414,0,7.4410
0.540,0.390,1.9643,0,7.3616
0.550,0.390,1.9869,0,7.2857
0.560,0.390,2.4564,0,7.2130
0.570,0.390,2.9161,0,7.1435
0.580,0.390,2.6440,0,7.0769
0.590,0.390,2.6112,0,7.0131
0.600,0.390,3.2230,0,6.9519
0.610,0.390,3.2050,0,6.8932
0.620,0.390,2.8782,0,6.8368
0.630,0.390,2.2961,0,6.7827
0.640,0.390,2.1216,0,6.7306
0.650,0.390,2.6884,0,6.6806
0.660,0.390,3.3043,0,6.6325
0.670,0.390,3.6759,0,6.5862
0.680,0.390,3.3696,0,6.5416
0.690,0.390,3.1322,0,6.4987
0.700,0.390,3.1211,0,6.4573
0.710,0.390,3.2936,0,6.4174
0.720,0.390,2.9620,0,6.3789
0.730,0.390,2.9675,0,6.3417
0.740,0.390,2.9761,0,6.3059
0.750,0.390,2.7771,0,6.2713
0.760,0.390,2.9496,0,6.2378
0.770,0.390,3.1973,0,6.2055
0.780,0.390,3.2285,0,6.1743
0.790,0.390,3.2589,0,6.1441
0.800,0.390,3.2886,0,6.1149
0.810,0.390,3.3175,0,6.0866
0.820,0.390,3.2747,0,6.0592
0.830,0.390,3.0004,0,6.0327
0.840,0.390,2.7319,0,6.0070
0.850,0.390,2.6243,0,5.9821
0.860,0.390,2.6699,0,5.9580
0.870,0.390,2.7530,0,5.9346
0.880,0.390,2.8015,0,5.9119
0.890,0.390,2.8754,0,5.8899
0.900,0.390,3.1953,0,5.8686
0.910,0.390,3.3097,0,5.8478
0.920,0.390,3.4244,0,5.8277
0.930,0.390,3.1171,0,5.8082
0.940,0.390,2.7822,0,5.7892
0.950,0.390,2.5036,0,5.7707
0.960,0.390,2.6122,0,5.7528
0.970,0.390,2.7893,0,5.7353
0.980,0.390,2.9627,0,5.7184
0.990,0.390,3.0126,0,5.7019
1.000,0.390,2.8962,0,5.6859
1.010,0.390,2.7824,0,5.6702
1.020,0.390,2.6711,0,5.6550
1.030,0.390,2.5623,0,5.6402
1.040,0.390,2.4558,0,5.6258
1.050,0.390,2.3517,0,5.6118
1.060,0.390,2.2498,0,5.5981
1.070,0.390,2.2875,0,5.5848
1.080,0.390,2.4916,0,5.5718
1.090,0.390,2.7297,0,5.5591
1.100,0.390,2.6362,0,5.5468
1.110,0.390,2.4838,0,5.5348
1.120,0.390,2.5539,0,5.5230
1.130,0.390,2.6227,0,5.5116
1.140,0.390,2.6903,0,5.5004
1.150,0.390,2.7566,0,5.4895
1.160,0.390,2.8217,0,5.4788
1.170,0.390,2.8855,0,5.4684
1.180,0.390,2.9482,0,5.4583
1.190,0.390,3.0098,0,5.4483
1.200,0.390,3.0702,0,5.4386
0.400,0.400,3.1255,1,8.9045
0.410,0.400,3.2748,1,8.7510
0.420,0.400,2.7647,1,8.6058
0.430,0.400,2.5862,1,8.4685
0.440,0.400,2.6966,1,8.3383
0.450,0.400,2.2477,1,8.2149
0.460,0.400,1.7693,1,8.0977
0.470,0.400,2.0032,0,7.9864
0.480,0.400,3.3480,0,7.8805
0.490,0.400,3.0289,0,7.7797
0.500,0.400,1.8727,0,7.6837
0.510,0.400,1.8945,0,7.5922
0.520,0.400,1.9184,0,7.5049
0.530,0.400,1.9419,0,7.4216
0.540,0.400,1.9650,0,7.3419
0.550,0.400,2.0937,0,7.2658
0.560,0.400,2.5934,0,7.1930
0.570,0.400,2.8794,0,7.1233
0.580,0.400,2.6390,0,7.0565
0.590,0.400,2.6660,0,6.9925
0.600,0.400,3.2274,0,6.9311
0.610,0.400,3.2013,0,6.8722
0.620,0.400,2.5629,0,6.8157
0.630,0.400,2.1436,0,6.7613
0.640,0.400,2.0939,0,6.7091
0.650,0.400,2.5207,0,6.6590
0.660,0.400,3.1362,0,6.6107
0.670,0.400,3.7426,0,6.5642
0.680,0.400,3.7715,0,6.5195
0.690,0.400,3.5387,0,6.4764
0.700,0.400,3.3064,0,6.4349
0.710,0.400,3.1222,0,6.3948
0.720,0.400,2.8450,0,6.3562
0.730,0.400,2.7743,0,6.3189
0.740,0.400,2.8780,0,6.2829
0.750,0.400,3.0023,0,6.2482
0.760,0.400,3.2632,0,6.2146
0.770,0.400,3.4600,0,6.1822
0.780,0.400,3.5160,0,6.1508
0.790,0.400,3.5247,0,6.1205
0.800,0.400,3.4421,0,6.0912
0.810,0.400,3.1510,0,6.0628
0.820,0.400,2.8660,0,6.0353
0.830,0.400,2.5870,0,6.0087
0.840,0.400,2.4613,0,5.9829
0.850,0.400,2.4428,0,5.9579
0.860,0.400,2.5275,0,5.9337
0.870,0.400,2.7127,0,5.9102
0.880,0.400,2.9043,0,5.8874
0.890,0.400,2.8535,0,5.8653
0.900,0.400,2.6435,0,5.8439
0.910,0.400,2.7556,0,5.8231
0.920,0.400,3.0365,0,5.8029
0.930,0.400,3.3140,0,5.7832
0.940,0.400,3.1442,0,5.7642
0.950,0.400,2.9655,0,5.7456
0.960,0.400,2.8018,0,5.7276
0.970,0.400,2.7501,0,5.7101
0.980,0.400,2.6169,0,5.6931
0.990,0.400,2.4630,0,5.6765
1.000,0.400,2.3124,0,5.6604
1.010,0.400,2.1650,0,5.6447
1.020,0.400,2.0597,0,5.6294
1.030,0.400,1.9803,0,5.6146
1.040,0.400,1.9027,0,5.6001
1.050,0.400,2.0530,0,5.5860
1.060,0.400,2.3233,0,5.5722
1.070,0.400,2.5894,0,5.5589
1.080,0.400,2.8514,0,5.5458
1.090,0.400,3.1095,0,5.5331
1.100,0.400,2.9842,0,5.5207
1.110,0.400,2.8276,0,5.5086
1.120,0.400,2.6730,0,5.4968
1.130,0.400,2.5204,0,5.4853
1.140,0.400,2.5604,0,5.4740
1.150,0.400,2.6262,0,5.4631
1.160,0.400,2.6908,0,5.4524
1.170,0.400,2.7542,0,5.4419
1.180,0.400,2.8165,0,5.4317
1.190,0.400,2.8776,0,5.4218
1.200,0.400,2.9376,0,5.4120
0.400,0.410,3.0329,1,8.8884
0.410,0.410,3.1050,1,8.7346
0.420,0.410,2.8493,1,8.5891
0.430,0.410,2.6714,1,8.4515
0.440,0.410,2.5428,1,8.3211
0.450,0.410,2.0478,1,8.1974
0.460,0.410,1.7690,0,8.0800
0.470,0.410,2.2247,0,7.9684
0.480,0.410,3.5788,0,7.8623
0.490,0.410,2.7889,0,7.7613
0.500,0.410,1.8704,0,7.6650
0.510,0.410,1.8948,0,7.5733
0.520,0.410,1.9188,0,7.4858
0.530,0.410,1.9424,0,7.4022
0.540,0.410,1.9656,0,7.3224
0.550,0.410,2.2285,0,7.2460
0.560,0.410,2.7307,0,7.1730
0.570,0.410,2.7361,0,7.1031
0.580,0.410,2.6341,0,7.0361
0.590,0.410,2.9558,0,6.9719
0.600,0.410,3.2240,0,6.9103
0.610,0.410,3.1079,0,6.8513
0.620,0.410,2.4064,0,6.7946
0.630,0.410,2.0230,0,6.7401
0.640,0.410,2.1678,0,6.6877
0.650,0.410,2.4363,0,6.6374
0.660,0.410,2.9650,0,6.5889
0.670,0.410,3.6354,0,6.5423
0.680,0.410,4.0975,0,6.4974
0.690,0.410,3.9495,0,6.4542
0.700,0.410,3.5688,0,6.4125
0.710,0.410,2.9413,0,6.3723
0.720,0.410,2.6919,0,6.3336
0.730,0.410,2.6386,0,6.2962
0.740,0.410,3.0999,0,6.2601
0.750,0.410,3.3184,0,6.2252
0.760,0.410,3.5708,0,6.1915
0.770,0.410,3.7087,0,6.1589
0.780,0.410,3.7260,0,6.1275
0.790,0.410,3.4342,0,6.0970
0.800,0.410,3.1092,0,6.0676
0.810,0.410,2.7907,0,6.0391
0.820,0.410,2.4787,0,6.0115
0.830,0.410,2.3004,0,5.9847
0.840,0.410,2.2824,0,5.9589
0.850,0.410,2.4570,0,5.9338
0.860,0.410,2.6886,0,5.9095
0.870,0.410,2.9153,0,5.8859
0.880,0.410,2.8629,0,5.8630
0.890,0.410,2.6458,0,5.8408
0.900,0.410,2.4834,0,5.8193
0.910,0.410,2.4522,0,5.7984
0.920,0.410,2.6636,0,5.7781
0.930,0.410,2.9757,0,5.7584
0.940,0.410,3.4177,0,5.7392
0.950,0.410,3.5594,0,5.7206
0.960,0.410,3.3167,0,5.7025
0.970,0.410,2.9201,0,5.6849
0.980,0.410,2.5463,0,5.6678
0.990,0.410,2.4442,0,5.6512
1.000,0.410,2.3469,0,5.6350
1.010,0.410,2.2640,0,5.6192
1.020,0.410,2.1829,0,5.6039
1.030,0.410,2.1752,0,5.5889
1.040,0.410,2.2309,0,5.5744
1.050,0.410,2.4181,0,5.5602
1.060,0.410,2.6923,0,5.5464
1.070,0.410,2.9623,0,5.5330
1.080,0.410,3.2282,0,5.5199
1.090,0.410,3.4901,0,5.5071
1.100,0.410,3.3379,0,5.4946
1.110,0.410,3.1809,0,5.4825
1.120,0.410,2.9744,0,5.4706
1.130,0.410,2.7160,0,5.4590
1.140,0.410,2.4715,0,5.4478
1.150,0.410,2.4151,0,5.4367
1.160,0.410,2.3598,0,5.4260
1.170,0.410,2.3055,0,5.4155
1.180,0.410,2.2522,0,5.4052
1.190,0.410,2.1999,0,5.3952
1.200,0.410,2.1486,0,5.3854
0.400,0.420,2.9395,1,8.8723
0.410,0.420,3.0927,1,8.7182
0.420,0.420,2.9340,1,8.5725
0.430,0.420,2.7569,1,8.4346
0.440,0.420,2.3485,1,8.3039
0.450,0.420,1.8475,1,8.1800
0.460,0.420,1.7686,0,8.0623
0.470,0.420,2.4463,0,7.9505
0.480,0.420,3.7410,0,7.8441
0.490,0.420,2.5487,0,7.7429
0.500,0.420,1.8704,0,7.6464
0.510,0.420,1.8949,0,7.5544
0.520,0.420,1.9191,0,7.4667
0.530,0.420,1.9428,0,7.3829
0.540,0.420,1.9661,0,7.3029
0.550,0.420,2.3635,0,7.2263
0.560,0.420,2.8683,0,7.1531
0.570,0.420,2.6634,0,7.0830
0.580,0.420,2.6291,0,7.0158
0.590,0.420,3.2465,0,6.9514
0.600,0.420,3.2205,0,6.8897
0.610,0.420,2.7998,0,6.8304
0.620,0.420,2.2804,0,6.7735
0.630,0.420,1.9649,0,6.7189
0.640,0.420,2.2417,0,6.6664
0.650,0.420,2.5128,0,6.6158
0.660,0.420,2.7908,0,6.5672
0.670,0.420,3.5284,0,6.5205
0.680,0.420,3.9893,0,6.4754
0.690,0.420,4.3438,0,6.4320
0.700,0.420,3.5892,0,6.3902
0.710,0.420,2.7005,0,6.3499
0.720,0.420,2.7235,0,6.3110
0.730,0.420,2.9342,0,6.2735
0.740,0.420,3.3216,0,6.2372
0.750,0.420,3.6380,0,6.2022
0.760,0.420,3.8800,0,6.1684
0.770,0.420,3.6113,0,6.1357
0.780,0.420,3.3378,0,6.1041
0.790,0.420,3.0704,0,6.0736
0.800,0.420,2.7769,0,6.0440
0.810,0.420,2.4542,0,6.0154
0.820,0.420,2.2500,0,5.9877
0.830,0.420,2.3214,0,5.9609
0.840,0.420,2.4350,0,5.9349
0.850,0.420,2.6553,0,5.9097
0.860,0.420,2.8896,0,5.8853
0.870,0.420,2.8424,0,5.8616
0.880,0.420,2.6567,0,5.8386
0.890,0.420,2.5119,0,5.8163
0.900,0.420,2.4799,0,5.7947
0.910,0.420,2.4662,0,5.7737
0.920,0.420,2.5995,0,5.7533
0.930,0.420,2.9969,0,5.7335
0.940,0.420,3.5181,0,5.7143
0.950,0.420,3.8002,0,5.6956
0.960,0.420,3.8693,0,5.6774
0.970,0.420,3.4750,0,5.6598
0.980,0.420,3.0866,0,5.6426
0.990,0.420,2.7039,0,5.6259
1.000,0.420,2.5142,0,5.6096
1.010,0.420,2.4439,0,5.5938
1.020,0.420,2.4891,0,5.5784
1.030,0.420,2.5346,0,5.5634
1.040,0.420,2.5923,0,5.5487
1.050,0.420,2.7106,0,5.5345
1.060,0.420,2.8638,0,5.5206
1.070,0.420,3.0152,0,5.5071
1.080,0.420,3.1649,0,5.4940
1.090,0.420,3.2981,0,5.4811
1.100,0.420,3.0232,0,5.4686
1.110,0.420,2.7525,0,5.4564
1.120,0.420,2.4859,0,5.4445
1.130,0.420,2.2233,0,5.4329
1.140,0.420,1.9959,0,5.4215
1.150,0.420,1.9375,0,5.4104
1.160,0.420,1.8802,0,5.3996
1.170,0.420,1.8239,0,5.3891
1.180,0.420,1.7688,0,5.3788
1.190,0.420,1.7146,0,5.3687
1.200,0.420,1.6614,0,5.3589
0.400,0.430,2.8779,1,8.8563
0.410,0.430,3.0808,1,8.7019
0.420,0.430,3.0845,1,8.5560
0.430,0.430,2.8065,1,8.4178
0.440,0.430,2.1537,1,8.2868
0.450,0.430,1.7417,1,8.1626
0.460,0.430,1.7682,0,8.0447
0.470,0.430,2.6680,0,7.9326
0.480,0.430,3.5996,0,7.8260
0.490,0.430,2.3083,0,7.7245
0.500,0.430,1.8705,0,7.6279
0.510,0.430,1.8951,0,7.5357
0.520,0.430,1.9194,0,7.4477
0.530,0.430,1.9432,0,7.3637
0.540,0.430,1.9667,0,7.2834
0.550,0.430,2.4988,0,7.2067
0.560,0.430,2.9688,0,7.1332
0.570,0.430,2.6587,0,7.0629
0.580,0.430,2.6399,0,6.9956
0.590,0.430,3.2443,0,6.9310
0.600,0.430,3.2171,0,6.8691
0.610,0.430,2.5621,0,6.8096
0.620,0.430,2.1542,0,6.7526
0.630,0.430,2.0362,0,6.6977
0.640,0.430,2.3156,0,6.6451
0.650,0.430,2.5892,0,6.5944
0.660,0.430,2.9153,0,6.5456
0.670,0.430,3.3917,0,6.4987
0.680,0.430,3.8200,0,6.4535
0.690,0.430,4.0497,0,6.4100
0.700,0.430,3.5932,0,6.3680
0.710,0.430,3.0542,0,6.3275
0.720,0.430,2.8977,0,6.2885
0.730,0.430,3.2313,0,6.2508
0.740,0.430,3.5579,0,6.2145
0.750,0.430,3.7287,0,6.1793
