sigma_eS_tube,signature_ok,sigma_eff_eS_tube,A1_spread
0.0,True,0.0,4.838433353970828e-08
3.7500000000000003e-05,True,25.18227128431062,7.662288381560245e-08
7.500000000000001e-05,True,61.49270041831586,1.8629601217234892e-07
0.00011250000000000001,True,146.00647818001102,5.395645044092845e-07
0.00013500000000000003,True,325.46406207524757,1.3622558487913494e-06
0.0001425,True,505.59533953369026,2.202821951513556e-06
0.0001485,True,871.9152792814009,3.9202167581020575e-06
0.00015000000000000001,True,1058.4753042172515,4.796132825113375e-06
