sigma_pS_tube,signature_ok,alpha_ratio_electron,alpha_ratio_muon,alpha_ratio_R64 proton,alpha_ratio_R64 neutron,alpha_ratio_R64 deuteron,alpha_ratio_R64 pp,alpha_ratio_R64 nn,alpha_ratio_π⁰,alpha_ratio_π±,alpha_ratio_K±,alpha_ratio_ρ
-0.3725,0,0.5757515362115897,0.5757515362115897,0.07879233964581044,0.08895276571081483,0.3351822162767641,0.31516935858324174,0.3558110628432593,2.303006144846359,9.212024579385435,5.201757774738085,5.201757774738085
-0.37,0,0.575272050138084,0.5752720501380837,0.08122365291229529,0.09154884565071798,0.3452361951910888,0.32489461164918115,0.36619538260287193,2.3010882005523356,9.204352802209343,5.197460288094831,5.197460288094831
-0.3675,0,0.5747816551919337,0.5747816551919337,0.08374956797825096,0.09424375724230617,0.35567702119393896,0.33499827191300385,0.3769750289692247,2.2991266207677348,9.196506483070939,5.193065013787377,5.193065013787377
-0.365,0,0.5742800099292855,0.5742800099292853,0.08637458956417135,0.09704215650776603,0.3665230150938403,0.3454983582566854,0.3881686260310641,2.2971200397171416,9.188480158868567,5.188568890515515,5.188568890515515
-0.3625,0,0.5737667591494815,0.573766759149481,0.08910347829223485,0.09994896237831909,0.3777935352907553,0.3564139131689394,0.39979584951327635,2.295067036597925,9.1802681463917,5.183968733610982,5.183968733610982
-0.36,0,0.573241533211649,0.573241533211649,0.09194126768211681,0.1029693740906085,0.38950904655883506,0.36776507072846726,0.411877496362434,2.292966132846596,9.171864531386383,5.179261228907149,5.179261228907149
-0.3575,0,0.5727039473106942,0.5727039473106939,0.0948932824454266,0.1061088899090477,0.4016911940782343,0.3795731297817064,0.4244355596361908,2.2908157892427767,9.163263156971107,5.174442926244488,5.174442926244488
-0.355,0,0.5721536007098585,0.5721536007098583,0.0979651581914391,0.10937332728897481,0.4143628831710094,0.3918606327657564,0.43749330915589923,2.2886144028394337,9.154457611357737,5.169510232586249,5.169510232586249
-0.35250000000000004,0,0.5715900759268184,0.5715900759268184,0.10116286266777792,0.11276884460664346,0.4275483652404692,0.4046514506711117,0.45107537842657386,2.2863603037072737,9.145441214829095,5.1644594047172765,5.1644594047172765
-0.35,0,0.5710129378700135,0.5710129378700135,0.10449271867187628,0.11630196459446457,0.4412733304624438,0.4179708746875051,0.4652078583778583,2.284051751480054,9.136207005920216,5.1592865414962334,5.1592865414962334
-0.34750000000000003,0,0.5704217329216648,0.5704217329216644,0.10796142878255008,0.11997959963366442,0.4555650078314662,0.4318457151302003,0.4799183985346577,2.281686931686658,9.126747726746633,5.153987575629386,5.153987575629386
-0.345,0,0.5698159879636162,0.569815987963616,0.11157610207602084,0.12380907907179556,0.47045227322539995,0.44630440830408336,0.49523631628718223,2.2792639518544644,9.117055807417858,5.148558264931355,5.148558264931355
