sigma_pS_tube,signature_ok,alpha_ratio_electron,alpha_ratio_muon,alpha_ratio_R64 proton,alpha_ratio_R64 neutron,alpha_ratio_R64 deuteron,alpha_ratio_R64 pp,alpha_ratio_R64 nn,alpha_ratio_π⁰,alpha_ratio_π±,alpha_ratio_K±,alpha_ratio_ρ
-0.3425,0,0.5691952093418463,0.5691952093418458,0.11534428300740734,0.12779817874950783,0.48596576621935317,0.4613771320296294,0.5111927149980313,2.2767808373673843,9.107123349469537,5.142994183035432,5.142994183035432
-0.33999999999999997,0,0.5685588817651126,0.568558881765112,0.1192739826572727,0.13195515293988522,0.5021380164546488,0.4770959306290908,0.5278206117595409,2.274235527060449,9.096942108241796,5.13729070951283,5.13729070951283
-0.3375,0,0.5679064671328427,0.5679064671328424,0.12337371256350294,0.13628876892470237,0.5190035804520982,0.49349485025401174,0.5451550756988095,2.27162586853137,9.086503474125482,5.131443019356937,5.131443019356937
-0.33499999999999996,0,0.5672374032869422,0.5672374032869422,0.12765252138187702,0.14080834445543883,0.5365991898519529,0.5106100855275081,0.5632333778217553,2.2689496131477687,9.075798452591075,5.125446071784717,5.125446071784717
-0.3325,0,0.5665511026817371,0.5665511026817369,0.13212003464445835,0.14552378837310612,0.5549639121668911,0.5284801385778334,0.5820951534924245,2.2662044107269477,9.06481764290779,5.119294598303407,5.119294598303407
-0.32999999999999996,0,0.5658469509657691,0.5658469509657688,0.13678649791376732,0.15044564469026642,0.5741393252506903,0.5471459916550693,0.6017825787610657,2.263387803863076,9.053551215452304,5.1129830899860504,5.1129830899860504
-0.3275,0,0.5651243054686005,0.5651243054686005,0.1416628236629447,0.1555851404714235,0.5941697068153498,0.5666512946517788,0.622340561885694,2.260497221874402,9.041988887497608,5.1065057838944306,5.1065057838944306
-0.32499999999999996,0,0.564382493585176,0.564382493585176,0.1467606422482876,0.1609542378847528,0.6151022404753291,0.5870425689931504,0.6438169515390112,2.257529974340704,9.030119897362816,5.0998566485825085,5.0998566485825085
-0.3225,0,0.563620811049612,0.5636208110496116,0.1520923573810997,0.16656569083938483,0.6369872399611948,0.6083694295243988,0.6662627633575393,2.2544832441984477,9.01793297679379,5.093029368607338,5.093029368607338
-0.32,0,0.5628385200895598,0.5628385200895596,0.15767120655140604,0.1724331066688311,0.6598783933289194,0.6306848262056242,0.6897324266753244,2.251354080358239,9.005416321432957,5.086017327967985,5.086017327967985
