quantity,value
eps_p_magic,0.073092553871663
s_p_magic,0.193871467423335
K_p_magic_MeV,22.8465962700
ten_alpha,0.072973525692838
eps_p_minus_10_alpha,1.190282e-04
rel_diff_pct,0.163111
