config,sigma_t,r_fm,E_strong_MeV,E_coulomb_MeV,E_total_MeV
pp (two protons),-0.1,0.9350918489955091,11.772300333931526,1.5399177620442182,13.312218095975744
pp (two protons),-0.1,0.960311346560808,11.162776600640655,1.4994767609150332,12.662253361555688
pp (two protons),-0.1,0.9862110158740792,10.584710092248315,1.4600978129763773,12.044807905224692
pp (two protons),-0.1,1.0128092012185723,10.036487323681513,1.4217530268074634,11.458240350488976
pp (two protons),-0.1,1.0401247416242363,9.516576651449896,1.3844152434662182,10.900991894916114
pp (two protons),-0.1,1.068176984211077,9.023524211624363,1.3480580172530756,10.371582228877438
pp (two protons),-0.1,1.0969857978923836,8.555950050574893,1.3126555969799507,9.868605647554844
pp (two protons),-0.1,1.1265715874475304,8.112544440202782,1.2781829077311255,9.390727347933908
pp (two protons),-0.1,1.15695530797433,7.692064369677837,1.2446155331031195,8.936679902780956
pp (two protons),-0.1,1.1881584797311593,7.29333020593981,1.211929697910981,8.505259903850792
pp (two protons),-0.1,1.2202032033793846,6.9152225155012275,1.1801022513487385,8.095324766849966
pp (two protons),-0.1,1.2531121756368724,6.556679040346353,1.149110650592089,7.705789690938442
pp (two protons),-0.1,1.286908705353679,6.216691820985034,1.1189329448317091,7.335624765816743
pp (two protons),-0.1,1.3216167300213015,5.8943044599750465,1.0895477597258816,6.983852219700928
pp (two protons),-0.1,1.3572608327271851,5.5886095194887275,1.0609342822614207,6.6495438017501485
pp (two protons),-0.1,1.3938662595664941,5.298746046743872,1.03307224601218,6.3318182927560525
pp (two protons),-0.1,1.4314589375234785,5.02389722136445,1.0059419167846975,6.029839138149148
pp (two protons),-0.1,1.4700654928351076,4.763288118979972,0.9795240786408081,5.74281219762078
pp (two protons),-0.1,1.5097132698499651,4.516183585605631,0.9538000202873342,5.469983605892965
pp (two protons),-0.1,1.550430350395775,4.2818862175656704,0.9287515218232008,5.210637739388871
pp (two protons),-0.1,1.592245573669269,4.059734441957971,0.9043608418345991,4.96409528379257
pp (two protons),-0.1,1.635188556662486,3.8491006928536535,0.8806107048290535,4.729711397682707
pp (two protons),-0.1,1.6792897151399695,3.649389678653506,0.8574842889994909,4.5068739676529965
pp (two protons),-0.1,1.7245802851817236,3.460036736205666,0.8349652143096495,4.295001950515315
pp (two protons),-0.1,1.7710923453071794,3.2805062674947294,0.8130375308923861,4.093543798387115
pp (two protons),-0.1,1.8188588391958544,3.1102902548971088,0.7916857077526614,3.9019759626497703
pp (two protons),-0.1,1.8679135990207818,2.9489068511750247,0.7708946217672105,3.719801472942235
pp (two protons),-0.1,1.918291369411249,2.7958990405584245,0.7506495469730963,3.546548587531521
pp (two protons),-0.1,1.9700278320618105,2.650833367430323,0.7309361441375691,3.3817695115678923
pp (two protons),-0.1,2.0231596310050097,2.5132987292927282,0.7117404506018382,3.2250391798945666
pp (two protons),-0.1,2.0777243985657057,2.382905230841743,0.6930488703915642,3.0759541012333074
pp (two protons),-0.1,2.1337607820153934,2.259283096132094,0.6748481645870676,2.9341312607191616
pp (two protons),-0.1,2.191308470945389,2.1420816359520813,0.6571254419464344,2.7992070778985156
pp (two protons),-0.1,2.250408225378273,2.0309682676636385,0.6398681497748745,2.670836417438513
pp (two protons),-0.1,2.311101904637505,1.9256275848995301,0.6230640650338661,2.5486916499333963
pp (two protons),-0.1,2.37343249699565,1.8257604746218021,0.6067012856837922,2.4324617603055945
pp (two protons),-0.1,2.4374441501222193,1.731083279181803,0.590768222253934,2.321851501435737
pp (two protons),-0.1,2.5031822023526953,1.641327001119862,0.5752535896338501,2.216580590753712
pp (two protons),-0.1,2.570693214800881,1.5562365485643568,0.5601463990803314,2.1163829476446883
pp (two protons),-0.1,2.6400250043373252,1.4755700191847154,0.5454359504342653,2.021005969618981
pp (two protons),-0.1,2.711226677457175,1.3990980207599932,0.5311118245419002,1.9302098453018934
pp (two protons),-0.1,2.784348665061446,1.3266030265137942,0.5171638758751418,1.843766902388936
pp (two protons),-0.1,2.8594427581763537,1.257878763460667,0.503582225345651,1.761460988806318
pp (two protons),-0.1,2.9365621446359893,1.1927296320936875,0.4903572533076597,1.6830868854013472
pp (two protons),-0.1,3.015761446754333,1.13097015582548,0.47747959274454355,1.6084497485700235
pp (two protons),-0.1,3.0970967600132857,1.0724244586751865,0.46494012263432716,1.5373645813095136
pp (two protons),-0.1,3.1806256927941177,1.0169257697637022,0.4527299614894243,1.4696557312531264
pp (two protons),-0.1,3.2664074071804796,0.9643159532615755,0.4408404610660349,1.4051564143276103
pp (two protons),-0.1,3.3545026608618724,0.9144450624837646,0.4292632002387454,1.3437082627225099
pp (two protons),-0.1,3.4449738501672584,0.867170916915029,0.4179899790359924,1.2851608959510215
pp (two protons),-0.1,3.5378850542592835,0.8223587009845232,0.4070128128321669,1.22937151381669
pp (two protons),-0.1,3.6333020805204415,0.7798805834859195,0.39632392669224215,1.1762045101781617
pp (two protons),-0.1,3.731292511163282,0.7396153565900931,0.3859157498649243,1.1255311064550173
pp (two protons),-0.1,3.831925751097718,0.7014480934449239,0.3757809104204206,1.0772290038653445
pp (two protons),-0.1,3.9352730770893047,0.6652698234133823,0.365912230029031,1.0311820534424132
pp (two protons),-0.1,4.041407688243333,0.6309772240490474,0.3563027188768623,0.9872799429259098
pp (two protons),-0.1,4.150404757850472,0.5984723289475369,0.34694557071506527,0.9454178996626021
pp (two protons),-0.1,4.262341486630705,0.5676622506655349,0.33783415803908695,0.9054964087046218
pp (two protons),-0.1,4.377297157413235,0.538458917928665,0.32896202739452624,0.8674209453231911
pp (two protons),-0.1,4.495353191291146,0.5107788264012925,0.3203228948062634,0.8311017212075559
pp (two protons),-0.1,4.61659320529053,0.4845428023168097,0.3119106413276313,0.796453443644441
pp (two protons),-0.1,4.741103071594967,0.45967577831152084,0.30371930870647196,0.7633950870179929
pp (two protons),-0.1,4.868970978367293,0.43610658083184717,0.29574309516501085,0.731849675996858
pp (two protons),-0.1,5.0002874922117355,0.4137677285220889,0.2879763512905589,0.7017440798126477
pp (two protons),-0.1,5.135145622320657,0.39259524102976684,0.28041357603413214,0.673008817063899
pp (two protons),-0.1,5.2736408863513375,0.37252845768375664,0.27304941281415535,0.645577870497912
pp (two protons),-0.1,5.415871378079471,0.3535098655506772,0.265878645722488,0.6193885112731652
pp (two protons),-0.1,5.561937836877255,0.33548493637317733,0.2588961958300888,0.5943811322032662
pp (two protons),-0.1,5.711943719065351,0.31840197194082975,0.25209711758969794,0.5704990895305277
pp (two protons),-0.1,5.865995271189172,0.3022119574579847,0.2454765953329929,0.5476885527909776
pp (two protons),-0.1,6.024201605271462,0.2868684224911249,0.23902993985973464,0.5258983623508595
pp (two protons),-0.1,6.1866747760944305,0.2723273091137344,0.232752585116489,0.5050798942302234
pp (two protons),-0.1,6.3535298605662005,0.2585468468680574,0.22664008496257082,0.4851869318306282
pp (two protons),-0.1,6.524885039227769,0.24548743419791208,0.22068811002092026,0.46617554421883234
pp (two protons),-0.1,6.700861679958227,0.23311152601922913,0.2148924446116803,0.44800397063090946
pp (two protons),-0.1,6.88158442393749,0.22138352710567233,0.20924898376630519,0.4306325108719775
pp (two protons),-0.1,7.0671812739274875,0.2102696909955739,0.20375373032008193,0.41402342131565584
pp (two protons),-0.1,7.257783684934276,0.19973802412982877,0.19840279208100897,0.39814081621083774
pp (two protons),-0.1,7.453526657315318,0.18975819495631185,0.19319237907302453,0.3829505740293364
pp (two protons),-0.1,7.654548832397881,0.18030144773638312,0.18811880085163266,0.3684202485880158
pp (two protons),-0.1,7.860992590676268,0.1713405208183758,0.18317846389002596,0.35451898470840176
pp (two protons),-0.1,8.07300415265743,0.16284956914273607,0.1783678690338533,0.34121743817658934
pp (two protons),-0.1,8.290733682426405,0.15480409076008073,0.1736836090228299,0.3284876997829106
pp (two protons),-0.1,8.5143353940049,0.14718085715639972,0.1691223660774345,0.3163032232338342
pp (two protons),-0.1,8.7439676605784,0.13995784718804316,0.16468090954898418,0.30463875673702734
pp (two protons),-0.1,8.979793126669131,0.13311418443868206,0.16035609363142195,0.293470278070104
pp (two protons),-0.1,9.221978823334322,0.12663007782271052,0.15614485513319767,0.28277493295590816
pp (two protons),-0.1,9.470696286471394,0.12048676526660529,0.15204421130766282,0.2725309765742681
pp (two protons),-0.1,9.726121678313834,0.11466646030748961,0.14805125774044328,0.26271771804793287
pp (two protons),-0.1,9.988435912203828,0.10915230146110844,0.14416316629229325,0.2533154677534017
pp (two protons),-0.1,10.257824780730022,0.10392830421301369,0.1403771830959737,0.24430548730898738
pp (two protons),-0.1,10.534479087321166,0.09897931549789973,0.13669062660573622,0.23566994210363595
pp (two protons),-0.1,10.818594781388844,0.09429097054066915,0.1331008856980313,0.22739185623870045
pp (two protons),-0.1,11.110373097115025,0.08984965193076278,0.1296054178220948,0.21945506975285758
pp (two protons),-0.1,11.410020695982716,0.08564245082425259,0.1262017471991039,0.2118441980233565
pp (two protons),-0.1,11.717749813150677,0.08165713015159781,0.12288746306862611,0.20454459322022392
pp (two protons),-0.1,12.033778407775893,0.0778820897364767,0.11966021798111966,0.19754230771759634
pp (two protons),-0.1,12.358330317390182,0.07430633322337599,0.11651772613527653,0.19082405935865251
pp (two protons),-0.1,12.691635416440485,0.07091943671889567,0.11345776175902861,0.18437719847792428
pp (two protons),-0.1,13.033929779104872,0.06771151905945771,0.11047815753307261,0.17818967659253032
pp (two protons),-0.1,13.385455846499767,0.06467321362288203,0.10757680305579569,0.17225001667867773
pp (two protons),-0.1,13.746462598396752,0.06179564159970141,0.10475164334851478,0.1665472849482162
pp (two protons),-0.1,14.1172057295706,0.059070386652365414,0.1020006773999711,0.1610710640523365
pp (two protons),-0.1,14.497947830903403,0.056489470888209325,0.09932195674904885,0.1558114276372582
pp (two protons),-0.1,14.88895857537312,0.05404533208002249,0.09671358410471423,0.15075891618473672
pp (two protons),-0.1,15.290514909058219,0.05173080206645864,0.0941737120021974,0.14590451406865604
pp (two protons),-0.1,15.70290124729376,0.049539086275217414,0.09170054149446544,0.14123962776968285
pp (two protons),-0.1,16.126409676117795,0.047463744307378875,0.08929232087805954,0.13675606518543842
pp (two protons),-0.1,16.561340159150824,0.045498671528548584,0.08694734445239412,0.1324460159809427
pp (two protons),-0.1,17.008000750054762,0.04363808161792804,0.08466395131163891,0.12830203292956693
pp (two protons),-0.1,17.46670781072198,0.04187649002028593,0.08244052416832831,0.12431701418861424
pp (two protons),-0.1,17.937786235348913,0.04020869825740192,0.08027548820786498,0.1204841864652669
pp (two protons),-0.1,18.421569680552917,0.038629779054872415,0.07816730997310617,0.11679708902797858
pp (two protons),-0.1,18.918400801695473,0.03713506223994045,0.07611449627824274,0.11324955851818319
pp (two protons),-0.1,19.42863149557889,0.0357201213710141,0.074115593151202,0.1098357145222161
pp (two protons),-0.1,19.952623149688797,0.03438076106181143,0.07216918480382434,0.10654994586563576
pn (proton + neutron),-0.1,0.1,833.7983479260283,0.0,833.7983479260283
pn (proton + neutron),-0.1,0.10269700752844653,796.3353798503467,0.0,796.3353798503467
pn (proton + neutron),-0.1,0.10546675355297805,760.3232690667705,0.0,760.3232690667705
pn (proton + neutron),-0.1,0.10831119983631005,725.7180884317077,0.0,725.7180884317077
pn (proton + neutron),-0.1,0.1112323610500461,692.4766535417621,0.0,692.4766535417621
pn (proton + neutron),-0.1,0.11423230620163467,660.5565221297802,0.0,660.5565221297802
pn (proton + neutron),-0.1,0.11731316009981085,629.9159951041161,0.0,629.9159951041161
pn (proton + neutron),-0.1,0.12047710485956133,600.5141190293571,0.0,600.5141190293571
pn (proton + neutron),-0.1,0.12372638144767811,572.3106898386604,0.0,572.3106898386604
pn (proton + neutron),-0.1,0.12706329126999646,545.2662575624781,0.0,545.2662575624781
pn (proton + neutron),-0.1,0.13049019780144022,519.3421318559595,0.0,519.3421318559595
pn (proton + neutron),-0.1,0.13400952826002985,494.5003881076573,0.0,494.5003881076573
pn (proton + neutron),-0.1,0.13762377532603856,470.70387391533177,0.0,470.70387391533177
pn (proton + neutron),-0.1,0.14133549890751418,447.91621572051827,0.0,447.91621572051827
pn (proton + neutron),-0.1,0.1451473279534173,426.1018254019141,0.0,426.1018254019141
pn (proton + neutron),-0.1,0.14906196231566,405.2259066383408,0.0,405.2259066383408
pn (proton + neutron),-0.1,0.15308217466136348,385.25446086480406,0.0,385.25446086480406
pn (proton + neutron),-0.1,0.15721081243669013,366.15429265964303,0.0,366.15429265964303
pn (proton + neutron),-0.1,0.1614507998836396,347.8930144167034,0.0,347.8930144167034
pn (proton + neutron),-0.1,0.16580514011123854,330.4390501734583,0.0,330.4390501734583
pn (proton + neutron),-0.1,0.17027691722259,313.7616384837561,0.0,313.7616384837561
pn (proton + neutron),-0.1,0.17486929849928992,297.8308342420337,0.0,297.8308342420337
pn (proton + neutron),-0.1,0.17958553664475743,282.61750938406976,0.0,282.61750938406976
pn (proton + neutron),-0.1,0.1844289720880677,268.09335240739847,0.0,268.09335240739847
pn (proton + neutron),-0.1,0.18940303534991942,254.23086667200732,0.0,254.23086667200732
pn (proton + neutron),-0.1,0.194511249472413,241.00336745877712,0.0,241.00336745877712
pn (proton + neutron),-0.1,0.1997572325143594,228.38497777894554,0.0,228.38497777894554
pn (proton + neutron),-0.1,0.20514470011388813,216.35062294261797,0.0,216.35062294261797
pn (proton + neutron),-0.1,0.21067746812016877,204.87602390782695,0.0,204.87602390782695
pn (proton + neutron),-0.1,0.2163594552961103,193.93768944375688,0.0,193.93768944375688
pn (proton + neutron),-0.1,0.22219468609395232,183.51290715246432,0.0,183.51290715246432
pn (proton + neutron),-0.1,0.22818729350571443,173.579733402667,0.0,173.579733402667
pn (proton + neutron),-0.1,0.23434152199052194,164.11698223699227,0.0,164.11698223699227
pn (proton + neutron),-0.1,0.24066173048088252,155.10421332045098,0.0,155.10421332045098
pn (proton + neutron),-0.1,0.2471523954700416,146.52171900291228,0.0,146.52171900291228
pn (proton + neutron),-0.1,0.2538181141826046,138.3505105720642,0.0,138.3505105720642
pn (proton + neutron),-0.1,0.26066360783067044,130.57230377581254,0.0,130.57230377581254
pn (proton + neutron),-0.1,0.267693724957784,123.16950369443293,0.0,123.16950369443293
pn (proton + neutron),-0.1,0.27491344487307445,116.12518904310855,0.0,116.12518904310855
pn (proton + neutron),-0.1,0.282327881178013,109.42309598490169,0.0,109.42309598490169
pn (proton + neutron),-0.1,0.28994228538828765,103.04760153280449,0.0,103.04760153280449
pn (proton + neutron),-0.1,0.2977620506533597,96.98370661741751,0.0,96.98370661741751
pn (proton + neutron),-0.1,0.30579271557633764,91.21701889412157,0.0,91.21701889412157
pn (proton + neutron),-0.1,0.31403996813687257,85.7337353604214,0.0,85.7337353604214
pn (proton + neutron),-0.1,0.3225096497198551,80.52062485058832,0.0,80.52062485058832
pn (proton + neutron),-0.1,0.33120775925276624,75.56501047083793,0.0,75.56501047083793
pn (proton + neutron),-0.1,0.3401404574546124,70.85475203421197,0.0,70.85475203421197
pn (proton + neutron),-0.1,0.3493140711994558,66.37822855008585,0.0,66.37822855008585
pn (proton + neutron),-0.1,0.3587350979976282,62.12432081892257,0.0,62.12432081892257
pn (proton + neutron),-0.1,0.36841021059780427,58.08239417857317,0.0,58.08239417857317
pn (proton + neutron),-0.1,0.3783462617131929,54.24228144411836,0.0,54.24228144411836
pn (proton + neutron),-0.1,0.3885502888751937,50.59426607905061,0.0,50.59426607905061
pn (proton + neutron),-0.1,0.3990295194179585,47.12906563148499,0.0,47.12906563148499
pn (proton + neutron),-0.1,0.4097913755973848,43.8378154651366,0.0,43.8378154651366
pn (proton + neutron),-0.1,0.42084347984817105,40.712052811016065,0.0,40.712052811016065
pn (proton + neutron),-0.1,0.4321936601826526,37.74370116220166,0.0,37.74370116220166
pn (proton + neutron),-0.1,0.4438499557352474,34.92505503063239,0.0,34.92505503063239
pn (proton + neutron),-0.1,0.4558206224564336,32.24876508169905,0.0,32.24876508169905
pn (proton + neutron),-0.1,0.4681141389602956,29.707823659408632,0.0,29.707823659408632
pn (proton + neutron),-0.1,0.4807392125297774,27.295550712165323,0.0,27.295550712165323
pn (proton + neutron),-0.1,0.4937047852839001,25.0055801266426,0.0,25.0055801266426
pn (proton + neutron),-0.1,0.5070200405113077,22.831846474906342,0.0,22.831846474906342
pn (proton + neutron),-0.1,0.5206944091746305,20.768572177814804,0.0,20.768572177814804
pn (proton + neutron),-0.1,0.5347375765902704,18.810255085793642,0.0,18.810255085793642
pn (proton + neutron),-0.1,0.5491594892883426,16.951656476353264,0.0,16.951656476353264
pn (proton + neutron),-0.1,0.5639703620576277,15.18778946616385,0.0,15.18778946616385
pn (proton + neutron),-0.1,0.5791806851805291,13.513907834114661,0.0,13.513907834114661
pn (proton + neutron),-0.1,0.5948012318631565,11.925495250579843,0.0,11.925495250579843
pn (proton + neutron),-0.1,0.6108430658657985,10.418254907033997,0.0,10.418254907033997
pn (proton + neutron),-0.1,0.6273175493391927,8.988099539248196,0.0,8.988099539248196
pn (proton + neutron),-0.1,0.644236350872137,7.631141836498273,0.0,7.631141836498273
pn (proton + neutron),-0.1,0.6616114537561479,6.343685228547429,0.0,6.343685228547429
pn (proton + neutron),-0.1,0.6794551644730158,5.122215041608342,0.0,5.122215041608342
pn (proton + neutron),-0.1,0.6977801214112719,3.963390014023389,0.0,3.963390014023389
pn (proton + neutron),-0.1,0.7165993038177373,2.8640341620503023,0.0,2.8640341620503023
pn (proton + neutron),-0.1,0.7359260409904973,1.8211289858431883,0.0,1.8211289858431883
pn (proton + neutron),-0.1,0.7557740217198096,0.8318060055221395,0.0,0.8318060055221395
pn (proton + neutron),-0.1,0.7761573039836359,-0.10666038291174118,0.0,-0.10666038291174118
pn (proton + neutron),-0.1,0.7970903249046623,-0.996859742148672,0.0,-0.996859742148672
pn (proton + neutron),-0.1,0.8185879109758601,-1.841252128968108,0.0,-1.841252128968108
pn (proton + neutron),-0.1,0.8406652885618323,-2.6421743407959184,0.0,-2.6421743407959184
pn (proton + neutron),-0.1,0.8633380946833817,-3.4018458836733316,0.0,-3.4018458836733316
pn (proton + neutron),-0.1,0.8866223880929394,-4.122374671794887,0.0,-4.122374671794887
pn (proton + neutron),-0.1,0.9105346606486984,-4.805762468639841,0.0,-4.805762468639841
pn (proton + neutron),-0.1,0.9350918489955091,-5.453910079556408,0.0,-5.453910079556408
pn (proton + neutron),-0.1,0.960311346560808,-6.068622305478357,0.0,-6.068622305478357
pn (proton + neutron),-0.1,0.9862110158740792,-6.651612667244535,0.0,-6.651612667244535
pn (proton + neutron),-0.1,1.0128092012185723,-7.204507909781569,0.0,-7.204507909781569
pn (proton + neutron),-0.1,1.0401247416242363,-7.728852295167144,0.0,-7.728852295167144
pn (proton + neutron),-0.1,1.068176984211077,-8.226111693356643,0.0,-8.226111693356643
pn (proton + neutron),-0.1,1.0969857978923836,-8.69767747910214,0.0,-8.69767747910214
pn (proton + neutron),-0.1,1.1265715874475304,-9.144870243338573,0.0,-9.144870243338573
pn (proton + neutron),-0.1,1.15695530797433,-9.568943327046554,0.0,-9.568943327046554
pn (proton + neutron),-0.1,1.1881584797311593,-9.971086185348213,0.0,-9.971086185348213
pn (proton + neutron),-0.1,1.2202032033793846,-10.352427589320769,0.0,-10.352427589320769
pn (proton + neutron),-0.1,1.2531121756368724,-10.714038672756715,0.0,-10.714038672756715
pn (proton + neutron),-0.1,1.286908705353679,-11.056935830834163,0.0,-11.056935830834163
pn (proton + neutron),-0.1,1.3216167300213015,-11.38208347741056,0.0,-11.38208347741056
pn (proton + neutron),-0.1,1.3572608327271851,-11.690396667388995,0.0,-11.690396667388995
pn (proton + neutron),-0.1,1.3938662595664941,-11.982743590365317,0.0,-11.982743590365317
pn (proton + neutron),-0.1,1.4314589375234785,-12.259947941514838,0.0,-12.259947941514838
pn (proton + neutron),-0.1,1.4700654928351076,-12.522791175440716,0.0,-12.522791175440716
pn (proton + neutron),-0.1,1.5097132698499651,-12.77201464846712,0.0,-12.77201464846712
pn (proton + neutron),-0.1,1.550430350395775,-13.008321654642486,0.0,-13.008321654642486
pn (proton + neutron),-0.1,1.592245573669269,-13.232379360482355,0.0,-13.232379360482355
pn (proton + neutron),-0.1,1.635188556662486,-13.44482064328372,0.0,-13.44482064328372
pn (proton + neutron),-0.1,1.6792897151399695,-13.646245837619063,0.0,-13.646245837619063
pn (proton + neutron),-0.1,1.7245802851817236,-13.83722439442613,0.0,-13.83722439442613
pn (proton + neutron),-0.1,1.7710923453071794,-14.018296456913504,0.0,-14.018296456913504
pn (proton + neutron),-0.1,1.8188588391958544,-14.189974357310803,0.0,-14.189974357310803
pn (proton + neutron),-0.1,1.8679135990207818,-14.352744038313404,0.0,-14.352744038313404
pn (proton + neutron),-0.1,1.918291369411249,-14.507066402899,0.0,-14.507066402899
pn (proton + neutron),-0.1,1.9700278320618105,-14.653378596021184,0.0,-14.653378596021184
pn (proton + neutron),-0.1,2.0231596310050097,-14.792095221527461,0.0,-14.792095221527461
pn (proton + neutron),-0.1,2.0777243985657057,-14.923609497491952,0.0,-14.923609497491952
pn (proton + neutron),-0.1,2.1337607820153934,-15.048294353005303,0.0,-15.048294353005303
pn (proton + neutron),-0.1,2.191308470945389,-15.16650346932056,0.0,-15.16650346932056
pn (proton + neutron),-0.1,2.250408225378273,-15.278572268119433,0.0,-15.278572268119433
pn (proton + neutron),-0.1,2.311101904637505,-15.384818849527619,0.0,-15.384818849527619
pn (proton + neutron),-0.1,2.37343249699565,-15.48554488238733,0.0,-15.48554488238733
pn (proton + neutron),-0.1,2.4374441501222193,-15.581036449173098,0.0,-15.581036449173098
pn (proton + neutron),-0.1,2.5031822023526953,-15.671564847820946,0.0,-15.671564847820946
pn (proton + neutron),-0.1,2.570693214800881,-15.75738735263144,0.0,-15.75738735263144
pn (proton + neutron),-0.1,2.6400250043373252,-15.838747936307755,0.0,-15.838747936307755
pn (proton + neutron),-0.1,2.711226677457175,-15.91587795508076,0.0,-15.91587795508076
pn (proton + neutron),-0.1,2.784348665061446,-15.988996798781727,0.0,-15.988996798781727
pn (proton + neutron),-0.1,2.8594427581763537,-16.058312507637538,0.0,-16.058312507637538
pn (proton + neutron),-0.1,2.9365621446359893,-16.12402235746572,0.0,-16.12402235746572
pn (proton + neutron),-0.1,3.015761446754333,-16.186313414871165,0.0,-16.186313414871165
pn (proton + neutron),-0.1,3.0970967600132857,-16.24536306396658,0.0,-16.24536306396658
pn (proton + neutron),-0.1,3.1806256927941177,-16.301339506058866,0.0,-16.301339506058866
pn (proton + neutron),-0.1,3.2664074071804796,-16.354402233678456,0.0,-16.354402233678456
pn (proton + neutron),-0.1,3.3545026608618724,-16.404702480253945,0.0,-16.404702480253945
pn (proton + neutron),-0.1,3.4449738501672584,-16.452383646672843,0.0,-16.452383646672843
pn (proton + neutron),-0.1,3.5378850542592835,-16.49758170590644,0.0,-16.49758170590644
pn (proton + neutron),-0.1,3.6333020805204415,-16.540425586819765,0.0,-16.540425586819765
pn (proton + neutron),-0.1,3.731292511163282,-16.58103753822411,0.0,-16.58103753822411
pn (proton + neutron),-0.1,3.831925751097718,-16.61953347418853,0.0,-16.61953347418853
pn (proton + neutron),-0.1,3.9352730770893047,-16.656023301561163,0.0,-16.656023301561163
pn (proton + neutron),-0.1,4.041407688243333,-16.690611230618288,0.0,-16.690611230618288
pn (proton + neutron),-0.1,4.150404757850472,-16.723396069698538,0.0,-16.723396069698538
pn (proton + neutron),-0.1,4.262341486630705,-16.754471504646517,0.0,-16.754471504646517
pn (proton + neutron),-0.1,4.377297157413235,-16.78392636384524,0.0,-16.78392636384524
pn (proton + neutron),-0.1,4.495353191291146,-16.811844869572724,0.0,-16.811844869572724
pn (proton + neutron),-0.1,4.61659320529053,-16.838306876388287,0.0,-16.838306876388287
pn (proton + neutron),-0.1,4.741103071594967,-16.863388097216102,0.0,-16.863388097216102
pn (proton + neutron),-0.1,4.868970978367293,-16.88716031775016,0.0,-16.88716031775016
pn (proton + neutron),-0.1,5.0002874922117355,-16.909691599793177,0.0,-16.909691599793177
pn (proton + neutron),-0.1,5.135145622320657,-16.931046474086315,0.0,-16.931046474086315
pn (proton + neutron),-0.1,5.2736408863513375,-16.951286123179216,0.0,-16.951286123179216
pn (proton + neutron),-0.1,5.415871378079471,-16.970468554849276,0.0,-16.970468554849276
pn (proton + neutron),-0.1,5.561937836877255,-16.988648766556253,0.0,-16.988648766556253
pn (proton + neutron),-0.1,5.711943719065351,-17.005878901396954,0.0,-17.005878901396954
pn (proton + neutron),-0.1,5.865995271189172,-17.022208395994085,0.0,-17.022208395994085
pn (proton + neutron),-0.1,6.024201605271462,-17.03768412073964,0.0,-17.03768412073964
pn (proton + neutron),-0.1,6.1866747760944305,-17.05235051278123,0.0,-17.05235051278123
pn (proton + neutron),-0.1,6.3535298605662005,-17.066249702131927,0.0,-17.066249702131927
pn (proton + neutron),-0.1,6.524885039227769,-17.07942163125381,0.0,-17.07942163125381
pn (proton + neutron),-0.1,6.700861679958227,-17.091904168453993,0.0,-17.091904168453993
pn (proton + neutron),-0.1,6.88158442393749,-17.103733215411694,0.0,-17.103733215411694
pn (proton + neutron),-0.1,7.0671812739274875,-17.114942809140757,0.0,-17.114942809140757
pn (proton + neutron),-0.1,7.257783684934276,-17.12556521867282,0.0,-17.12556521867282
pn (proton + neutron),-0.1,7.453526657315318,-17.13563103673573,0.0,-17.13563103673573
pn (proton + neutron),-0.1,7.654548832397881,-17.145169266685116,0.0,-17.145169266685116
pn (proton + neutron),-0.1,7.860992590676268,-17.15420740493414,0.0,-17.15420740493414
pn (proton + neutron),-0.1,8.07300415265743,-17.162771519114585,0.0,-17.162771519114585
pn (proton + neutron),-0.1,8.290733682426405,-17.17088632218838,0.0,-17.17088632218838
pn (proton + neutron),-0.1,8.5143353940049,-17.178575242723355,0.0,-17.178575242723355
pn (proton + neutron),-0.1,8.7439676605784,-17.185860491524636,0.0,-17.185860491524636
pn (proton + neutron),-0.1,8.979793126669131,-17.192763124816565,0.0,-17.192763124816565
pn (proton + neutron),-0.1,9.221978823334322,-17.19930310414975,0.0,-17.19930310414975
pn (proton + neutron),-0.1,9.470696286471394,-17.20549935320537,0.0,-17.20549935320537
pn (proton + neutron),-0.1,9.726121678313834,-17.21136981165364,0.0,-17.21136981165364
pn (proton + neutron),-0.1,9.988435912203828,-17.216931486222848,0.0,-17.216931486222848
pn (proton + neutron),-0.1,10.257824780730022,-17.222200499121072,0.0,-17.222200499121072
pn (proton + neutron),-0.1,10.534479087321166,-17.227192133947256,0.0,-17.227192133947256
pn (proton + neutron),-0.1,10.818594781388844,-17.231920879223026,0.0,-17.231920879223026
pn (proton + neutron),-0.1,11.110373097115025,-17.23640046966898,0.0,-17.23640046966898
pn (proton + neutron),-0.1,11.410020695982716,-17.24064392533819,0.0,-17.24064392533819
pn (proton + neutron),-0.1,11.717749813150677,-17.244663588722915,0.0,-17.244663588722915
pn (proton + neutron),-0.1,12.033778407775893,-17.248471159937935,0.0,-17.248471159937935
pn (proton + neutron),-0.1,12.358330317390182,-17.252077730076508,0.0,-17.252077730076508
pn (proton + neutron),-0.1,12.691635416440485,-17.255493812839177,0.0,-17.255493812839177
pn (proton + neutron),-0.1,13.033929779104872,-17.258729374521863,0.0,-17.258729374521863
pn (proton + neutron),-0.1,13.385455846499767,-17.261793862447576,0.0,-17.261793862447576
pn (proton + neutron),-0.1,13.746462598396752,-17.264696231924745,0.0,-17.264696231924745
pn (proton + neutron),-0.1,14.1172057295706,-17.26744497180607,0.0,-17.26744497180607
pn (proton + neutron),-0.1,14.497947830903403,-17.27004812872201,0.0,-17.27004812872201
pn (proton + neutron),-0.1,14.88895857537312,-17.27251333005802,0.0,-17.27251333005802
pn (proton + neutron),-0.1,15.290514909058219,-17.274847805738318,0.0,-17.274847805738318
