eps_p,s_p,K_p,rms_mass_err,delta_n_p
0.12758620689655173,-0.35,39.57200741870592,0.0015823833438385064,-7.036036590635945
0.14310344827586208,-0.22499999999999998,44.39668507890337,0.0015926618706060547,-5.689246299958086
0.14310344827586208,-0.19999999999999996,44.41636106040629,0.0015976373994713079,-5.059889141547956
0.1586206896551724,-0.125,49.22320603796355,0.0015977595060815777,-3.8815170484549526
0.12758620689655173,-0.32499999999999996,39.58792059501461,0.0016016379093111402,-6.536973196934696
0.17413793103448277,-0.04999999999999999,54.04368756824209,0.0016105918417103952,-1.8695853755624512
0.12758620689655173,-0.375,39.55571795987154,0.0016138008501630624,-7.534414048632129
0.11206896551724138,-0.5,34.75459132773315,0.0016206070994950472,-7.7561388072584805
0.1586206896551724,-0.09999999999999998,49.24697331552541,0.0016264720298614678,-3.106927930882648
0.1896551724137931,0.0,58.8475405269198,0.0016443002915138363,0.0
0.14310344827586208,-0.25,44.376476840784875,0.0016667392688628974,-6.317753849931705
0.12758620689655173,-0.3,39.603456093857666,0.0016700787514405185,-6.037252653857422
0.20517241379310347,0.050000000000000044,63.66165609198296,0.0016706140371609,2.5880922960417365
0.17413793103448277,-0.024999999999999967,54.07211763642099,0.0016787063603533302,-0.9353103278729122
0.11206896551724138,-0.475,34.766981067803066,0.001680963848690269,-7.372071223250487
0.14310344827586208,-0.175,44.43550261210834,0.0016814075627659235,-4.429728298290797
0.1586206896551724,-0.14999999999999997,49.198712223361866,0.0016884637419681944,-4.655109096233787
0.12758620689655173,-0.4,39.53905364331892,0.0016927990418859078,-8.032076928899528
0.1896551724137931,0.025000000000000022,58.88164219808527,0.0016973649966623124,1.107888256834599
0.17413793103448277,-0.07499999999999996,54.01429535775211,0.001714542791179305,-2.8027235976234124
0.2206896551724138,0.07500000000000007,68.44132654586474,0.001741099390885299,4.482439139111193
0.11206896551724138,-0.45,34.77911527015819,0.00176676249873035,-6.98750579905618
0.1586206896551724,-0.07499999999999996,49.27001082612991,0.0017694552078229128,-2.331411471635306
0.12758620689655173,-0.275,39.61861255049477,0.0017822872756516257,-5.53690388671771
0.14310344827586208,-0.275,44.35573857264614,0.0018097588940671433,-6.945366097552892
0.12758620689655173,-0.425,39.5220159233851,0.0018129051720304741,-8.528996738980709
0.2206896551724138,0.10000000000000009,68.48883115137262,0.0018132997509727328,5.980123593873373
