config,sigma_aS,sigma_at,sigma_eff,r_fm,V_MeV
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.49370478528390027,163.06291306936077
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.5052631065335681,155.96826863911951
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.5170920242896758,149.17137456671367
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.5291978735958442,142.6605997117424
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.5415871378079472,136.4247012085416
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.5542664520663105,130.45281636021718
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.5672426068491979,124.7344543497561
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.5805225516094898,119.25948779739929
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.5941133984965034,114.01814419261905
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.6080224261649424,109.00099722804725
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.622257083673023,104.19895806158729
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.6368249944718588,99.60326653172524
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.6517339604882424,95.2054823497599
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.6669919663030122,90.99747629131502
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.6826071834272389,86.97142140810593
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.6985879746785247,83.11978427950703
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.7149428986597579,79.43531632205054
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.7316807143427196,75.91104517355757
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.7488103857590023,72.54026616719693
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.7663410868007459,69.31653390939664
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.784282206133768,66.23365397418229
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.8026433522257176,63.28567472521786
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.8214343584919426,60.46687927557696
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.8406652885618325,57.77177759406413
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.8603464416684504,55.19509876577558
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.8804883581643462,52.73178341349126
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.9011018251665021,50.376976285480396
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.9221978823334327,48.12601901433209
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.9437878277775381,45.97444305052886
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.9658832241158704,43.917962773643694
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,0.9884959046625583,41.952468783258155
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.011637979766207,40.074021370993705
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.0353218432956621,38.27884417437872
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.059560179277616,36.56331801267356
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.0843659686896103,34.92397490422968
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.1097524964120722,33.3574922644591
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.135733358343105,31.86068728303576
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.1623224686798523,30.430511478558856
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.1895340673703196,29.064045428541704
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.2173827277396614,27.758493672270788
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.2458833642950082,26.51117978380853
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.2750512407130135,25.319541612167313
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.3049019780144022,24.18112668546496
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.3354515629298989,23.09358777571333
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.3667163564620066,22.054678620719642
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.3987131026472386,21.062249799479787
pp (R64),-0.3,0.05636353457417957,-0.09596986864786333,1.4314589375234792,20.114244757322467
