sigma_pS_tube,sigma_aS,sigma_eff,config,r_fm,V_MeV
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),4.74997943466141,1.7786725018452216
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),4.832930238571752,1.7173558196070644
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),4.917329645779018,1.6581446375751057
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.003202953826004,1.6009670746420852
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.090575902036681,1.5457536934200107
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.17947467923121,1.4924374175502635
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.269925931575656,1.4409534517906195
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.361956770568817,1.391239204788235
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.455594781168517,1.3432342144485574
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.550868030059805,1.296880075813533
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.647805074067555,1.2521203713665727
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.746434968715974,1.2089006036851515
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.846787276937589,1.1671681303598689
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),5.948892077934334,1.1268721011056186
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),6.052779976193349,1.0879633969937004
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),6.158482110660261,1.0503945717325678
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,pp (R64),6.266030164072653,1.014119794926728
