sigma_pS_tube,sigma_aS,sigma_eff,config,r_fm,V_MeV
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.4891290324394095,18.384433558338515
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.515134292476053,17.758321911155463
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.5415936928422718,17.153387430479825
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.5685151643735469,16.56892129816447
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.595906776404731,16.004237982467203
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.6237767391887217,15.458674500901907
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.6521334063573703,14.931589704610815
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.6809852774253637,14.422363583754986
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.7103410003378405,13.93039659341207
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.7402093740624849,13.455108999484992
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.770599351226898,12.99594024412363
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.8015200408020247,12.55234833016948
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.8329807108324356,12.123809224140587
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.8649907912142971,11.70981627727565
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.8975598765218504,11.309879664171604
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.9306977288832496,10.923525838544037
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.9644142809066276,10.55029700566206
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),1.9987196386572506,10.189750611001045
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.0336240846866724,9.841458844678527
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.0691380811147893,9.505008161235082
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.105272272765707,9.179998814342525
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.1420374903583843,8.866044406014453
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.1794447537529855,8.562771449918728
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.2175052752539317,8.26981894838832
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.256230462970634,7.986837982740099
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.2956319242369094,7.713491316521186
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.3357214690901213,7.4494530113054225
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.376511113811074,7.194408054678888
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.4180130845257204,6.948052000053394
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.460239820869776,6.710090617961669
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.5032039797173256,6.480239558496351
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.54691843897454,6.258224024554693
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.5913963014396586,6.043778455572692
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.636650898730358,5.836646221428737
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.6826957952797246,5.6365793262111765
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.729544792402006,5.443338121549914
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.777211932429355,5.256691029220747
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.825711502920828,5.076414272739612
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.87505804094488,4.90229161766797
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.9252663374366445,4.734114120364211
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),2.9763514416313175,4.571679884916648
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.0283286655749455,4.414793828004576
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.081213588714002,4.263267451443426
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.1350220625651137,4.116918622167759
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.1897702154663214,3.975571359424521
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.245474457411331,3.8390556289475626
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.3021514849681757,3.70720714389131
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.359818286283781,3.5798671723134703
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.418492146175929,3.4568823509969206
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.4781906513141303,3.338104505407273
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.538931695490988,3.2233904755958065
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.6007334849856183,3.112601947853136
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.663614544020716,3.0056052919298963
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.72759372031494,2.9022714036495927
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.79269019073225,2.802475552734222
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.858923467029903,2.706097235681
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.9263134017068375,2.6130200335214795
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),3.9948801939541703,2.523131474309139
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.064644395709628,2.4363229001810396
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.135626917817708,2.3524893388416785
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.207849036297403,2.2715293793319233
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.281332398719393,2.1933450519386497
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.356099030694608,2.1178417121084294
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.432171342476085,2.0449279282418047
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.509572135676147,1.9745153732312701
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.588324610100845,1.9065187196304123
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.66845237070379,1.8408555383255134
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.74997943466141,1.7774462006029808
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.832930238571752,1.71621378349505
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),4.917329645779018,1.6570839782973508
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.003202953826004,1.599985002155563
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.090575902036681,1.5448475126186167
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.17947467923121,1.4916045250581647
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.269925931575656,1.440191332863833
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.361956770568817,1.3905454303194347
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.455594781168517,1.3426064380707885
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.550868030059805,1.2963160311030606
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.647805074067555,1.2516178691375899
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.746434968715974,1.208457529376119
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.846787276937589,1.1667824415060295
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),5.948892077934334,1.1265418248985952
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),6.052779976193349,1.0876866279206752
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),6.158482110660261,1.0501694692959518
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),6.266030164072653,1.01394458144091
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),6.375456372456506,0.9789677557141658
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),6.486793534788511,0.9451962895132056
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),6.600075022827095,0.9125889351580554
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),6.715334791115142,0.8811058505000346
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),6.832607387157402,0.8507085511996593
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),6.951927961775605,0.8213598646175342
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),7.073332279644439,0.7930238852636649
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),7.196856730011517,0.7656659317524372
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),7.322538337604533,0.7392525052150631
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),7.450414773728913,0.7137512491156031
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),7.580524367559261,0.6891309104321408
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),7.712906117627992,0.6653613021462661
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),7.847599703514611,0.6424132670058498
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),7.984645497739087,0.6202586425135905
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),8.124084577862966,0.5988702271019974
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),8.265958738801809,0.5782217474538811
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),8.410310505352605,0.5582878269308367
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),8.557183144940007,0.5390439550692463
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),8.706620680585127,0.5204664581151519
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),8.858667904100823,0.5025324705529783
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),9.013370389517434,0.4852199076024135
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),9.17077450674293,0.4685074386482029
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),9.330927435461664,0.4523744615698888
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),9.493877179275826,0.4368010779439828
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),9.659672580093833,0.4217680690865109
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),9.828363332770026,0.4072568729095565
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),10.0,0.3932495615622429
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),10.174634027476063,0.3797288198318256
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),10.352317759307377,0.3666779242780649
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),10.53310445370937,0.35408072307518523
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),10.717048298967104,0.34192161654027586
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),10.904204429677526,0.33018553832152975
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),11.094628943275218,0.3188579372258573
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),11.288378916846883,0.30792475966450183
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),11.48551242423938,0.297372432695056
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),11.68608855346651,0.2871878476398706
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),11.890167424419898,0.27735834425971007
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),12.097810206889013,0.2678716954690117
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),12.309079138896019,0.2587160925668286
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),12.524037545350732,0.24988013097231487
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),12.742749857031335,0.2413527964442892
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),12.965281629896676,0.23312345177077987
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),13.191699564735716,0.2251818239089971
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),13.422071527160119,0.21751799156504603
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),13.656466567946095,0.21012237319496307
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),13.894954943731374,0.20298571541434285
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),14.137608138073599,0.19609908180177626
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),14.38449888287663,0.18945384208450378
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),14.635701180190798,0.183041661690595
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),14.891290324394086,0.17685449165833234
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),15.15134292476053,0.17088455888779208
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),15.415936928422719,0.16512435672461834
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),15.685151643735479,0.15956663586484865
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),15.95906776404731,0.1542043955682857
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),16.23776739188721,0.14903087517313907
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),16.5213340635737,0.14403954589715795
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),16.80985277425364,0.13922410291911547
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),17.103410003378396,0.1345784577310951
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),17.40209374062485,0.13009673074861894
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),17.70599351226898,0.1257732441756616
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),18.015200408020238,0.12160251510999842
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),18.329807108324356,0.1175792488843399
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),18.64990791214296,0.11369833263643159
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),18.975598765218503,0.10995482909379461
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),19.306977288832496,0.10634397057515343
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),19.644142809066267,0.10286115319263445
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),19.987196386572506,0.09950193125337137
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),20.336240846866723,0.09626201185142236
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),20.6913808111479,0.0931372496449967
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),21.05272272765707,0.09012364180921395
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),21.42037490358383,0.08721732316371344
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),21.794447537529855,0.08441456146488235
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),22.17505275253932,0.08171175285929166
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),22.56230462970633,0.07910541749129152
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),22.956319242369098,0.07659219526158267
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),23.357214690901213,0.07416884172948812
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),23.76511113811073,0.07183222415505952
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),24.180130845257207,0.06957931767669834
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),24.60239820869775,0.06740720161906211
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),25.032039797173255,0.06531305592670833
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),25.4691843897454,0.06329415771915592
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),25.913963014396572,0.06134787796395358
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),26.366508987303583,0.0594716782636624
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),26.826957952797247,0.057663107750840936
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),27.295447924020074,0.055919800091260186
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),27.772119324293552,0.054239470587390315
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),28.25711502920827,0.05261991338215921
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),28.7505804094488,0.05105899875661635
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),29.25266337436645,0.04955467052241147
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),29.76351441631316,0.04810494350022054
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),30.283286655749457,0.04670790108707479
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),30.812135887140023,0.04536169290418002
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),31.350220625651122,0.04406453252659048
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),31.897702154663214,0.04281469529109927
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),32.45474457411329,0.04161051617711564
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),33.02151484968176,0.04045038776052934
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),33.59818286283781,0.03933275823942495
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),34.184921461759274,0.03825612952323354
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),34.7819065131413,0.037219055391688016
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),35.38931695490988,0.03622013971335036
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),36.0073348498562,0.035258034726666665
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),36.63614544020716,0.03433143937832028
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),37.27593720314938,0.03343909772092957
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),37.926901907322495,0.03257979736304151
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),38.58923467029903,0.031752367972558204
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),39.26313401706835,0.030955679832459282
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),39.9488019395417,0.030188642445182268
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),40.64644395709628,0.029450203184069323
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),41.35626917817706,0.02873934599256245
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),42.07849036297403,0.028055090126144933
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),42.81332398719391,0.02739648893816593
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),43.56099030694608,0.026762628707729164
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),44.32171342476086,0.026152627506007775
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),45.095721356761445,0.02556563410325907
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),45.883246101008446,0.025000826912219054
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),46.6845237070379,0.024457412967876735
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),47.499794346614124,0.02393462694089976
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),48.32930238571752,0.023431730188121946
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),49.17329645779016,0.022948009831679883
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),50.03202953826004,0.02248277787225561
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),50.905759020366816,0.022035370331877857
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),51.794746792312075,0.02160514642491762
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),52.699259315756564,0.021191487760461314
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),53.61956770568817,0.020793797568558148
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),54.555947811685144,0.020411499955116597
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),55.50868030059805,0.02004403918203934
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),56.47805074067551,0.01969087897123245
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),57.46434968715974,0.019351501833170914
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),58.467872769375894,0.019025408418428924
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),59.48892077934331,0.018712116891265396
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),60.527799761933494,0.018411162324127872
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),61.584821106602604,0.0181220961139843
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),62.66030164072656,0.01784448541866368
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),63.75456372456507,0.017577912610477142
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),64.86793534788508,0.017321974752121605
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),66.00075022827095,0.017076283086680633
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),67.15334791115141,0.016840462548316282
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),68.32607387157398,0.016614151287967616
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),69.51927961775606,0.01639700021542012
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),70.73332279644438,0.0161886725588829
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),71.96856730011514,0.015988843435479794
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),73.22538337604533,0.015797199442886267
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),74.50414773728909,0.015613438258469614
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),75.8052436755926,0.015437268256164316
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),77.12906117627992,0.015268408136080325
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),78.47599703514607,0.015106586565025282
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),79.84645497739086,0.014951541831578652
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),81.24084577862966,0.014803021510715553
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),82.65958738801812,0.014660782142982498
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),84.10310505352605,0.014524588921858594
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),85.57183144940002,0.014394215392258047
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),87.06620680585127,0.014269443161992967
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),88.58667904100822,0.014150061620057386
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),90.13370389517429,0.014035867665597834
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),91.70774506742931,0.013926665447797859
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),93.30927435461663,0.01382226611144688
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),94.9387717927582,0.013722487555014595
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),96.59672580093833,0.01362715419372762
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),98.2836333277002,0.013536096733560044
-0.06683417085427143,0.12156601005025139,-0.5368001322453104,nn (R64),100.0,0.013449151950453597
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.1,2493.137611144357
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.10174634027476069,2432.0630478025087
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.10352317759307386,2372.2335720184938
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.1053310445370937,2313.6292602507474
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.10717048298967109,2256.230485163259
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.10904204429677526,2200.017908224031
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.11094628943275221,2144.97247242886
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.11288378916846889,2091.0753951540983
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.1148551242423938,2038.308161142236
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.11686088553466514,1986.652515624333
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.11890167424419897,1936.0904575835505
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.12097810206889013,1886.6042331641368
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.12309079138896024,1838.1763292304101
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.1252403754535073,1790.7894670803164
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.12742749857031338,1744.4265963182759
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.12965281629896683,1699.0708888920333
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.13191699564735718,1654.705733298231
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.13422071527160126,1611.3147289614328
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.13656466567946107,1568.88168079119
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.13894954943731375,1527.3905939217
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.14137608138073607,1486.8256686384063
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.14384498882876628,1447.1712954957245
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.14635701180190802,1408.4120506298275
-0.035175879396984966,0.0639821105527639,-0.1063367821377253,pp (R64),0.14891290324394094,1370.5326912701555
