sigma_pS_tube,signature_ok,alpha_ratio_electron,alpha_ratio_muon,alpha_ratio_proton,alpha_ratio_neutron,alpha_ratio_Λ,alpha_ratio_Σ⁻,alpha_ratio_π⁰,alpha_ratio_π±,alpha_ratio_K±,alpha_ratio_ρ
-0.4525,0,0.7981540680563273,0.7981540680563273,1.773857483635639,0.21843211289943126,10.089839479022867,3.351859552683875,3.192616272225309,12.770465088901236,9.82052296066842,9.82052296066842
-0.45,0,0.798092713540127,0.7980927135401263,1.7741422260020459,0.2188741293502729,10.09429357235635,3.3528394826420933,3.1923708541605067,12.769483416642027,9.82079299967797,9.82079299967797
-0.4475,0,0.79803028974585,0.7980302897458493,1.7744319654995873,0.21932432518481246,10.098826475446366,3.3538366763198706,3.192121158983398,12.768484635933593,9.821067759337328,9.821067759337328
-0.445,0,0.7979667714582299,0.7979667714582293,1.7747268209879048,0.21978290727681757,10.103440081566559,3.3548515462795336,3.1918670858329183,12.767468343331679,9.821347351391536,9.821347351391536
-0.4425,0,0.7979021327078185,0.7979021327078185,1.7750269149179763,0.22025008918551126,10.108136341856909,3.3558845176172314,3.191608530831274,12.766434123325096,9.821631890943019,9.821631890943019
-0.44,0,0.7978363467435259,0.7978363467435259,1.7753323734643998,0.22072609141985713,10.11291726748254,3.3569360284274206,3.1913453869741035,12.765381547896414,9.821921496574435,9.821921496574435
-0.4375,0,0.7977693860039751,0.7977693860039751,1.7756433266634462,0.2212111417152434,10.117784931888163,3.3580065302877897,3.1910775440159003,12.764310176063601,9.822216290476906,9.822216290476906
-0.435,0,0.7977012220876213,0.7977012220876206,1.775959908557194,0.2217054753232341,10.12274147315291,3.3590964887656045,3.190804888350484,12.763219553401935,9.822516398583819,9.822516398583819
-0.4325,0,0.7976318257215554,0.7976318257215554,1.776282257344006,0.2222093353151031,10.12778909645072,3.360206383946614,3.1905273028862218,12.762109211544887,9.82282195071046,9.82282195071046
-0.43,0,0.7975611667289497,0.7975611667289503,1.7766105155357326,0.22272297289991666,10.132930076621912,3.3613367109876515,3.1902446669158,12.7609786676632,9.823133080699886,9.823133080699886
-0.4275,0,0.7974892139950549,0.7974892139950542,1.776944830121963,0.22324664775797076,10.138166760861735,3.362487980694198,3.189956855980218,12.759827423920871,9.823449926575254,9.823449926575254
-0.425,0,0.7974159354316814,0.7974159354316814,1.7772853527416592,0.22378062839043408,10.143501571531887,3.3636607201241873,3.1896637417267257,12.758654966906903,9.823772630698965,9.823772630698965
-0.4225,0,0.7973412979400999,0.7973412979400992,1.7776322398626379,0.22432519248613308,10.148937009101946,3.3648554732194507,3.1893651917603982,12.757460767041593,9.824101339939013,9.824101339939013
-0.42,0,0.7972652673722509,0.7972652673722509,1.7779856529692222,0.22488062730642294,10.154475655227156,3.3660728014662675,3.1890610694890036,12.756244277956014,9.82443620584287,9.82443620584287
-0.4175,0,0.7971878084902068,0.797187808490206,1.7783457587585803,0.22544723008921116,10.160120175970434,3.367313284586601,3.1887512339608257,12.755004935843308,9.824777384819367,9.824777384819367
-0.415,0,0.7971088849237634,0.7971088849237634,1.778712729346145,0.22602530847321026,10.165873325176028,3.368577521261605,3.1884355396950537,12.753742158780215,9.825125038328851,9.825125038328851
-0.4125,0,0.797028459126094,0.7970284591260934,1.779086742480668,0.22661518094361982,10.171737948003443,3.3698661298892736,3.1881138365043746,12.752455346017499,9.825479333082306,9.825479333082306
-0.41000000000000003,0,0.7969464923273267,0.7969464923273261,1.7794679817693655,0.22721717730047233,10.177716984630218,3.3711797493779603,3.187785969309305,12.751143877237228,9.825840441249662,9.825840441249662
-0.4075,0,0.7968629444859656,0.7968629444859656,1.7798566369137798,0.22783163915100085,10.183813474133133,3.3725190399778686,3.1874517779438625,12.74980711177545,9.82620854067792,9.82620854067792
-0.405,0,0.7967777742380227,0.7967777742380227,1.780252903956887,0.22845892042743782,10.190030558557766,3.3738846841525576,3.1871110969520906,12.748444387808362,9.826583815119724,9.826583815119724
-0.40249999999999997,0,0.796690938843728,0.7966909388437272,1.7806569855420948,0.2290993879317848,10.196371487186969,3.3752773874926763,3.1867637553749097,12.747055021499639,9.826966454472648,9.826966454472648
-0.4,0,0.7966023941317073,0.7966023941317073,1.7810690911848126,0.22975342190917517,10.202839621019686,3.376697879674415,3.186409576526829,12.745638306107317,9.82735665503021,9.82735665503021
-0.39749999999999996,0,0.796512094440468,0.796512094440468,1.7814894375572863,0.2304214166515774,10.209438437472086,3.3781469154650807,3.186048377761872,12.744193511047488,9.827754619744866,9.827754619744866
-0.395,0,0.7964199925570459,0.7964199925570451,1.78191824878744,0.23110378113369437,10.216171535313848,3.379625275778582,3.1856799702281817,12.742719880912727,9.82816055850394,9.82816055850394
-0.3925,0,0.7963260396526619,0.7963260396526619,1.7823557567725523,0.23180093968305915,10.223042639853352,3.381133768783701,3.1853041586106476,12.74121663444259,9.82857468841909,9.82857468841909
-0.39,0,0.7962301852152117,0.7962301852152109,1.7828022015086054,0.23251333268646107,10.23005560838629,3.382673231068148,3.184920740860845,12.73968296344338,9.828997234130147,9.828997234130147
-0.3875,0,0.7961323769784054,0.7961323769784049,1.78325783143622,0.23324141733498016,10.237214435923342,3.3842445288617804,3.184529507913621,12.738118031654487,9.829428428124068,9.829428428124068
-0.385,0,0.7960325608473734,0.7960325608473728,1.7837229038041524,0.23398566841009308,10.24452326121346,3.3858485593223606,3.1841302433894922,12.736520973557974,9.829868511069982,9.829868511069982
-0.3825,0,0.795930680820522,0.7959306808205212,1.7841976850513759,0.23474657911346394,10.251986373080651,3.387486251887697,3.1837227232820866,12.734890893128346,9.830317732171215,9.830317732171215
-0.38,0,0.7958266789074318,0.7958266789074318,1.7846824512088886,0.23552466194325483,10.259608217093147,3.389158569698028,3.183306715629727,12.733226862518908,9.830776349535293,9.830776349535293
-0.3775,0,0.7957204950425544,0.7957204950425544,1.7851774883223863,0.236320449619969,10.2673934025853,3.390866511093035,3.1828819801702175,12.73152792068087,9.831244630563031,9.831244630563031
-0.375,0,0.7956120669944637,0.7956120669944637,1.7856830928970808,0.23713449606508355,10.275346710053878,3.3926111111879016,3.182448267977855,12.72979307191142,9.831722852357778,9.831722852357778
-0.3725,0,0.7955013302703952,0.7955013302703952,1.7861995723660378,0.23796737743597235,10.283473098952156,3.394393443533415,3.1820053210815806,12.728021284326323,9.832211302156113,9.832211302156113
-0.37,0,0.7953882180157892,0.7953882180157892,1.7867272455834347,0.23881969322086635,10.291777715906536,3.396214621865213,3.1815528720631567,12.726211488252627,9.832710277781283,9.832710277781283
-0.3675,0,0.7952726609085278,0.7952726609085278,1.7872664433443295,0.23969206739791088,10.300265903382487,3.3980758019478094,3.181090643634111,12.724362574536444,9.833220088120697,9.833220088120697
-0.365,0,0.7951545870475508,0.7951545870475502,1.7878175089325585,0.24058514966265976,10.30894320882845,3.399978183519404,3.1806183481902024,12.722473392760813,9.8337410536291,9.8337410536291
-0.3625,0,0.7950339218354928,0.7950339218354923,1.788380798698573,0.241499616728718,10.317815394328349,3.4019230123438295,3.18013568734197,12.72054274936788,9.834273506858914,9.834273506858914
-0.36,0,0.7949105878549747,0.7949105878549747,1.7889566826690886,0.24243617370657905,10.326888446795792,3.403911582376559,3.179642351419899,12.718569405679595,9.834817793019546,9.834817793019546
