sigma_aS,signature_ok,alpha_ratio_electron,alpha_ratio_muon,alpha_ratio_proton,alpha_ratio_neutron,alpha_ratio_Λ,alpha_ratio_Σ⁻,alpha_ratio_π⁰,alpha_ratio_π±,alpha_ratio_K±,alpha_ratio_ρ
-0.405,1,83.45466687137804,83.45466687137804,83.45466687137788,83.45466687137825,83.45466687137774,83.45466687137807,333.81866748551215,1335.2746699420486,751.092001842402,751.092001842402
-0.40249999999999997,1,69.36225752816902,69.36225752816902,69.36225752816885,69.36225752816921,69.36225752816881,69.36225752816911,277.4490301126761,1109.7961204507044,624.2603177535209,624.2603177535209
-0.4,1,58.54101028542543,58.541010285425386,58.54101028542543,58.54101028542536,58.54101028542554,58.54101028542547,234.1640411417016,936.6561645668064,526.8690925688288,526.8690925688288
-0.39749999999999996,1,50.07241968453194,50.0724196845319,50.07241968453187,50.07241968453212,50.07241968453157,50.07241968453173,200.28967873812766,801.158714952511,450.65177716078705,450.65177716078705
-0.395,1,43.330343425797594,43.330343425797594,43.33034342579761,43.33034342579745,43.33034342579785,43.33034342579774,173.32137370319037,693.2854948127615,389.9730908321784,389.9730908321784
-0.3925,1,37.87997483454971,37.87997493775689,37.87997488612081,37.87997488638065,37.879974834289904,37.8799748342899,151.51989954461322,606.0795979713887,340.9197738211536,340.91977381900983
-0.39,1,33.41337790463874,33.413377904638736,33.41337790463877,33.41337790463865,33.41337790463889,33.41337790463879,133.65351161855494,534.6140464742199,300.7204011417488,300.7204011417488
-0.3875,1,29.70826396489116,29.70826396489114,29.70826396489123,29.708263964891028,29.708263964891334,29.708263964891177,118.83305585956461,475.33222343825844,267.37437568402044,267.37437568402044
-0.385,1,26.60127515149144,26.601275151491425,26.601275151491407,26.601275151491613,26.601275151491127,26.60127515149126,106.40510060596574,425.62040242386297,239.41147636342276,239.41147636342276
-0.3825,1,23.97036459096804,23.970364602103974,23.97036459653246,23.97036459656062,23.97036459093986,23.970364590939955,95.881458386144,383.5258335222341,215.73328135218307,215.73328135195175
-0.38,1,21.722960935769514,21.722960935769514,21.722960935769446,21.722960935769624,21.72296093576935,21.722960935769486,86.89184374307806,347.5673749723122,195.50664842192552,195.50664842192552
-0.3775,1,19.78787274029979,19.7878727402998,19.787872740299854,19.787872740299655,19.787872740300017,19.78787274029987,79.15149096119919,316.60596384479675,178.09085466269835,178.09085466269835
-0.375,1,18.10965454540403,18.10965454540399,18.109654545404034,18.109654545403927,18.109654545404165,18.109654545404087,72.43861818161604,289.75447272646426,162.98689090863624,162.98689090863624
-0.3725,1,16.644621737859502,16.644621737859467,16.644621737859527,16.64462173785939,16.64462173785964,16.644621737859545,66.57848695143795,266.31394780575187,149.80159564073557,149.80159564073557
-0.37,1,15.357988665521328,15.357988665521383,15.357988665521372,15.357988665521285,15.357988665521452,15.35798866552139,61.431954662085445,245.72781864834158,138.22189798969222,138.22189798969222
-0.3675,1,14.221784196512687,14.221784196512742,14.22178419651272,14.221784196512587,14.22178419651295,14.221784196512862,56.88713678605088,227.5485471442033,127.99605776861452,127.99605776861452
-0.365,1,13.213313517618476,13.213313517618499,13.21331351761849,13.213313517618456,13.213313517618552,13.213313517618525,52.85325407047396,211.41301628189572,118.91982165856642,118.91982165856642
-0.3625,1,12.314009138800229,12.314009138800326,12.314009138800248,12.314009138800262,12.3140091388003,12.314009138800316,49.2560365552011,197.0241462208042,110.82608224920237,110.82608224920237
-0.36,1,11.508562869127969,11.508562869128085,11.508562869128,11.508562869127928,11.508562869128209,11.508562869128163,46.0342514765121,184.13700590604822,103.5770658221522,103.5770658221522
-0.3575,1,10.784263123510867,10.784263123510948,10.784263123510895,10.784263123510796,10.78426312351111,10.78426312351105,43.13705249404363,172.5482099761744,97.05836811159816,97.05836811159816
-0.355,1,10.130484006482478,10.130484006482556,10.130484006482497,10.130484006482458,10.13048400648264,10.130484006482618,40.52193602593009,162.08774410372013,91.17435605834267,91.17435605834267
-0.35250000000000004,1,9.538287791480057,9.538287791479975,9.538287791480075,9.538287791479975,9.538287791480062,9.538287791479982,38.153151165920065,152.6126046636804,85.84459012332029,85.84459012332029
-0.35,1,9.000112971129607,9.000112971129543,9.000112971129616,9.000112971129532,9.00011297112964,9.000112971129573,36.00045188451831,144.0018075380733,81.0010167401663,81.0010167401663
-0.34750000000000003,1,8.509527489345754,8.509527489345734,8.509527489345782,8.5095274893457,8.509527489345803,8.50952748934574,34.03810995738297,136.15243982953191,76.58574740411177,76.58574740411177
-0.345,1,8.061032062797501,8.061032062797505,8.061032062797498,8.061032062797484,8.061032062797544,8.061032062797533,32.24412825119001,128.97651300476002,72.54928856517755,72.54928856517755
-0.3425,1,7.649902313360098,7.649902313360102,7.64990231336009,7.649902313360088,7.64990231336013,7.649902313360133,30.5996092534404,122.3984370137616,68.84912082024087,68.84912082024087
-0.33999999999999997,1,7.272061207599017,7.272061207599013,7.272061207599013,7.272061207599004,7.272061207599037,7.272061207599031,29.08824483039606,116.35297932158427,65.44855086839114,65.44855086839114
-0.3375,1,6.923975336911348,6.923975336911371,6.923975336911358,6.923975336911345,6.923975336911384,6.923975336911374,27.695901347645442,110.78360539058173,62.31577803220221,62.31577803220221
-0.33499999999999996,1,6.602570081970072,6.602570081970076,6.602570081970089,6.602570081970012,6.602570081970177,6.602570081970122,26.41028032788029,105.64112131152116,59.42313073773072,59.42313073773072
-0.3325,1,6.305159833785928,6.30515983378591,6.3051598337859325,6.3051598337859,6.305159833785953,6.305159833785926,25.220639335143673,100.88255734057473,56.74643850407332,56.74643850407332
-0.32999999999999996,1,6.029390294185647,6.029390294185651,6.02939029418566,6.029390294185599,6.029390294185737,6.029390294185695,24.117561176742598,96.47024470697039,54.264512647670884,54.264512647670884
-0.3275,1,5.773190524310479,5.773190524310479,5.773190524310487,5.773190524310444,5.773190524310535,5.773190524310502,23.092762097241916,92.37104838896767,51.95871471879435,51.95871471879435
-0.32499999999999996,1,5.534732903705995,5.534732903706003,5.534732903706031,5.534732903705925,5.534732903706113,5.534732903706032,22.138931614824,88.555726459296,49.81259613335407,49.81259613335407
-0.3225,1,5.312399543028539,5.312399543028543,5.312399543028556,5.312399543028515,5.31239954302858,5.3123995430285476,21.249598172114165,84.99839268845666,47.81159588725688,47.81159588725688
-0.32,1,5.104753988353508,5.104753988353515,5.104753988353504,5.104753988353504,5.104753988353533,5.104753988353536,20.419015953414046,81.67606381365616,45.94278589518161,45.94278589518161
-0.3175,1,4.910517285186974,4.910517285186993,4.910517285186983,4.9105172851869625,4.910517285187021,4.910517285187008,19.64206914074793,78.5682765629917,44.19465556668285,44.19465556668285
-0.315,1,4.728547650883737,4.728547650883746,4.728547650883762,4.728547650883699,4.7285476508838045,4.728547650883756,18.914190603534966,75.65676241413983,42.556928857953686,42.556928857953686
