mass_MeV,substrate,kind,closure,n1,n2,n3,n4,n5,tube_dim,sigma_eff
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,2,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,2,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-2,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-2,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-2,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,3,2,-2,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-2,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-2,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-2,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,2,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,2,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,2,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,3,2,2,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,2,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,2,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,2,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,-3,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,-3,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,-3,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,-3,-2,-3,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,-3,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,-3,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,-3,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,3,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,3,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,3,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,-3,-2,3,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,3,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,3,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-2,3,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,-3,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,-3,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,-3,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,-3,2,-3,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,-3,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,-3,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,-3,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,3,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,3,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,3,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,-3,2,3,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,3,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,3,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,2,3,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,-3,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,-3,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,-3,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,3,-2,-3,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,-3,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,-3,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,-3,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,3,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,3,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,3,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,3,-2,3,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,3,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,3,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-2,3,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-3,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-3,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-3,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,3,2,-3,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-3,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-3,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,-3,3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,3,-3,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,3,-2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,3,-1,,
3.719547e+03,"Ma(d2,d3,d4)",3D,open,0,3,2,3,0,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,3,1,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,3,2,,
3.719547e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,2,3,3,,
3.719566e+03,"Ma(d2,d3)",2D,closed,0,-3,-3,0,0,d2,1.9318
3.719566e+03,"Ma(d2,d3)",2D,closed,0,3,3,0,0,d2,1.9318
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,-3,0,-3,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,-3,0,-2,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,-3,0,-1,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,-3,0,1,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,-3,0,2,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,-3,0,3,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,3,0,-3,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,3,0,-2,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,3,0,-1,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,3,0,1,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,3,0,2,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,-3,3,0,3,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,-3,0,-3,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,-3,0,-2,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,-3,0,-1,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,-3,0,1,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,-3,0,2,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,-3,0,3,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,3,0,-3,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,3,0,-2,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,3,0,-1,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,3,0,1,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,3,0,2,,
3.719572e+03,"Ma(d2,d3,d5)",3D,open,0,3,3,0,3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-1,-3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-1,-2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-1,-1,,
3.719572e+03,"Ma(d2,d3,d4)",3D,open,0,-3,-3,-1,0,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-1,1,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-1,2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-1,3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,1,-3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,1,-2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,1,-1,,
3.719572e+03,"Ma(d2,d3,d4)",3D,open,0,-3,-3,1,0,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,1,1,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,1,2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,1,3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-1,-3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-1,-2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-1,-1,,
3.719572e+03,"Ma(d2,d3,d4)",3D,open,0,-3,3,-1,0,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-1,1,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-1,2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-1,3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,1,-3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,1,-2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,1,-1,,
3.719572e+03,"Ma(d2,d3,d4)",3D,open,0,-3,3,1,0,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,1,1,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,1,2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,1,3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-1,-3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-1,-2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-1,-1,,
3.719572e+03,"Ma(d2,d3,d4)",3D,open,0,3,-3,-1,0,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-1,1,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-1,2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-1,3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,1,-3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,1,-2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,1,-1,,
3.719572e+03,"Ma(d2,d3,d4)",3D,open,0,3,-3,1,0,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,1,1,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,1,2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,1,3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-1,-3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-1,-2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-1,-1,,
3.719572e+03,"Ma(d2,d3,d4)",3D,open,0,3,3,-1,0,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-1,1,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-1,2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-1,3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,1,-3,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,1,-2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,1,-1,,
3.719572e+03,"Ma(d2,d3,d4)",3D,open,0,3,3,1,0,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,1,1,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,1,2,,
3.719572e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,1,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-2,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-2,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-2,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,-3,-3,-2,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-2,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-2,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-2,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,2,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,2,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,2,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,-3,-3,2,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,2,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,2,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,2,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-2,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-2,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-2,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,-3,3,-2,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-2,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-2,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-2,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,2,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,2,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,2,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,-3,3,2,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,2,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,2,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,2,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-2,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-2,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-2,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,3,-3,-2,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-2,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-2,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-2,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,2,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,2,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,2,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,3,-3,2,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,2,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,2,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,2,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-2,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-2,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-2,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,3,3,-2,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-2,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-2,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-2,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,2,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,2,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,2,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,3,3,2,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,2,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,2,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,2,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-3,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-3,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-3,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,-3,-3,-3,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-3,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-3,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,-3,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,3,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,3,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,3,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,-3,-3,3,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,3,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,3,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,-3,3,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-3,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-3,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-3,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,-3,3,-3,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-3,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-3,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,-3,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,3,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,3,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,3,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,-3,3,3,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,3,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,3,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,-3,3,3,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-3,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-3,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-3,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,3,-3,-3,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-3,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-3,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,-3,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,3,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,3,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,3,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,3,-3,3,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,3,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,3,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,-3,3,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-3,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-3,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-3,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,3,3,-3,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-3,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-3,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,-3,3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,3,-3,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,3,-2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,3,-1,,
3.719573e+03,"Ma(d2,d3,d4)",3D,open,0,3,3,3,0,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,3,1,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,3,2,,
3.719573e+03,"Ma(d2,d3,d4,d5)",4D,open,0,3,3,3,3,,
3.719926e+03,"Ma(d2,d3)",2D,closed,0,-3,3,0,0,d2,1.9318
3.719926e+03,"Ma(d2,d3)",2D,closed,0,3,-3,0,0,d2,1.9318
4.008261e+03,"Ma(d1,d3)",2D,closed,-2,0,-1,0,0,d3,1.9764
4.008261e+03,"Ma(d1,d3)",2D,closed,2,0,1,0,0,d3,1.9764
4.874815e+03,"Ma(d2,d3)",2D,closed,0,-2,1,0,0,d3,1.9318
4.874815e+03,"Ma(d2,d3)",2D,closed,0,2,-1,0,0,d3,1.9318
4.958971e+03,"Ma(d2,d4)",2D,closed,0,-2,0,1,0,d4,1.9997
4.958971e+03,"Ma(d2,d4)",2D,closed,0,2,0,-1,0,d4,1.9997
4.959368e+03,"Ma(d2,d5)",2D,closed,0,-2,0,0,1,d5,2.0000
4.959368e+03,"Ma(d2,d5)",2D,closed,0,2,0,0,-1,d5,2.0000
6.114656e+03,"Ma(d2,d3)",2D,closed,0,-3,1,0,0,d3,1.9318
6.114656e+03,"Ma(d2,d3)",2D,closed,0,3,-1,0,0,d3,1.9318
6.198813e+03,"Ma(d2,d4)",2D,closed,0,-3,0,1,0,d4,1.9997
6.198813e+03,"Ma(d2,d4)",2D,closed,0,3,0,-1,0,d4,1.9997
6.199210e+03,"Ma(d2,d5)",2D,closed,0,-3,0,0,1,d5,2.0000
6.199210e+03,"Ma(d2,d5)",2D,closed,0,3,0,0,-1,d5,2.0000
7.269948e+03,"Ma(d2,d3)",2D,closed,0,-2,2,0,0,d3,1.9318
7.269948e+03,"Ma(d2,d3)",2D,closed,0,2,-2,0,0,d3,1.9318
7.438258e+03,"Ma(d2,d4)",2D,closed,0,-2,0,2,0,d4,1.9997
7.438258e+03,"Ma(d2,d4)",2D,closed,0,2,0,-2,0,d4,1.9997
7.439052e+03,"Ma(d2,d5)",2D,closed,0,-2,0,0,2,d5,2.0000
7.439052e+03,"Ma(d2,d5)",2D,closed,0,2,0,0,-2,d5,2.0000
1.090492e+04,"Ma(d2,d3)",2D,closed,0,-3,3,0,0,d3,1.9318
1.090492e+04,"Ma(d2,d3)",2D,closed,0,3,-3,0,0,d3,1.9318
1.115739e+04,"Ma(d2,d4)",2D,closed,0,-3,0,3,0,d4,1.9997
1.115739e+04,"Ma(d2,d4)",2D,closed,0,3,0,-3,0,d4,1.9997
1.115858e+04,"Ma(d2,d5)",2D,closed,0,-3,0,0,3,d5,2.0000
1.115858e+04,"Ma(d2,d5)",2D,closed,0,3,0,0,-3,d5,2.0000
1.658331e+05,"Ma(d1,d3)",2D,closed,-1,0,-1,0,0,d3,1.9764
1.658331e+05,"Ma(d1,d3)",2D,closed,1,0,1,0,0,d3,1.9764
1.685721e+05,"Ma(d1,d2)",2D,closed,-3,-1,0,0,0,d2,2.0075
1.685721e+05,"Ma(d1,d2)",2D,closed,3,1,0,0,0,d2,2.0075
1.697354e+05,"Ma(d1,d4)",2D,closed,-1,0,0,-1,0,d4,1.9994
1.697354e+05,"Ma(d1,d4)",2D,closed,1,0,0,1,0,d4,1.9994
1.698414e+05,"Ma(d1,d5)",2D,closed,-3,0,0,0,-1,d5,2.0000
1.698414e+05,"Ma(d1,d4)",2D,closed,-1,0,0,-2,0,d1,1.9994
1.698414e+05,"Ma(d1,d5)",2D,closed,-1,0,0,0,-3,d1,2.0000
1.698414e+05,"Ma(d1,d5)",2D,closed,-1,0,0,0,-2,d1,2.0000
1.698414e+05,"Ma(d1,d5)",2D,closed,-1,0,0,0,-1,d1,2.0000
1.698414e+05,"Ma(d1,d5)",2D,closed,-1,0,0,0,-1,d5,2.0000
1.698414e+05,Ma(d1),1D,closed,-1,0,0,0,0,,
1.698414e+05,"Ma(d1,d5)",2D,closed,-1,0,0,0,1,d1,2.0000
1.698414e+05,"Ma(d1,d5)",2D,closed,-1,0,0,0,2,d1,2.0000
1.698414e+05,"Ma(d1,d5)",2D,closed,-1,0,0,0,3,d1,2.0000
1.698414e+05,"Ma(d1,d5)",2D,closed,1,0,0,0,-3,d1,2.0000
1.698414e+05,"Ma(d1,d5)",2D,closed,1,0,0,0,-2,d1,2.0000
1.698414e+05,"Ma(d1,d5)",2D,closed,1,0,0,0,-1,d1,2.0000
1.698414e+05,Ma(d1),1D,closed,1,0,0,0,0,,
1.698414e+05,"Ma(d1,d5)",2D,closed,1,0,0,0,1,d1,2.0000
