mass_MeV,substrate,kind,closure,n1,n2,n3,n4,n5,tube_dim,sigma_eff
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-1,-3,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-1,3,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-1,3,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-1,3,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,-1,3,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-1,3,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-1,3,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-1,3,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,-3,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,-3,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,-3,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,1,-3,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,-3,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,-3,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,-3,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,3,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,3,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,3,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,1,3,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,3,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,3,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,1,3,3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,-2,0,-3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,-2,0,-2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,-2,0,-1,,
3.396850e+05,"Ma(d1,d2,d3)",3D,open,-2,-1,-2,0,0,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,-2,0,1,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,-2,0,2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,-2,0,3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,2,0,-3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,2,0,-2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,2,0,-1,,
3.396850e+05,"Ma(d1,d2,d3)",3D,open,-2,-1,2,0,0,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,2,0,1,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,2,0,2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,-1,2,0,3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,-2,0,-3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,-2,0,-2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,-2,0,-1,,
3.396850e+05,"Ma(d1,d2,d3)",3D,open,-2,1,-2,0,0,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,-2,0,1,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,-2,0,2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,-2,0,3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,2,0,-3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,2,0,-2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,2,0,-1,,
3.396850e+05,"Ma(d1,d2,d3)",3D,open,-2,1,2,0,0,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,2,0,1,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,2,0,2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,-2,1,2,0,3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,-2,0,-3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,-2,0,-2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,-2,0,-1,,
3.396850e+05,"Ma(d1,d2,d3)",3D,open,2,-1,-2,0,0,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,-2,0,1,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,-2,0,2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,-2,0,3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,2,0,-3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,2,0,-2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,2,0,-1,,
3.396850e+05,"Ma(d1,d2,d3)",3D,open,2,-1,2,0,0,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,2,0,1,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,2,0,2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,-1,2,0,3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,-2,0,-3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,-2,0,-2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,-2,0,-1,,
3.396850e+05,"Ma(d1,d2,d3)",3D,open,2,1,-2,0,0,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,-2,0,1,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,-2,0,2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,-2,0,3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,2,0,-3,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,2,0,-2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,2,0,-1,,
3.396850e+05,"Ma(d1,d2,d3)",3D,open,2,1,2,0,0,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,2,0,1,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,2,0,2,,
3.396850e+05,"Ma(d1,d2,d3,d5)",4D,open,2,1,2,0,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,-1,-2,-1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,-1,-2,1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,-1,2,-1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,-1,2,1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,1,-2,-1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,1,-2,1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,1,2,-1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,1,2,1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,-1,-2,-1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,-1,-2,1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,-1,2,-1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,-1,2,1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,-2,-1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,-2,1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,2,-1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,1,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,1,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,1,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,2,1,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,1,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,1,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,1,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,-1,-2,-2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,-2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,-1,-2,2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,-2,2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,-1,2,-2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,-2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,-1,2,2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,-1,2,2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,1,-2,-2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,-2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,1,-2,2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,-2,2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,1,2,-2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,-2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,-2,1,2,2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,-2,1,2,2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,-1,-2,-2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,-2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,-1,-2,2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,-2,2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,-1,2,-2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,-2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,-1,2,2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,-1,2,2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,-2,-2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,-2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,-2,2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,-2,2,3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-2,-3,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-2,-2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-2,-1,,
3.396850e+05,"Ma(d1,d2,d3,d4)",4D,open,2,1,2,-2,0,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-2,1,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-2,2,,
3.396850e+05,"Ma(d1,d2,d3,d4,d5)",5D,open,2,1,2,-2,3,,
