mass_MeV,substrate,kind,closure,n1,n2,n3,n4,n5,tube_dim,sigma_eff
2.043720e+04,"Ma(d2,d3)",2D,closed,0,15,15,0,0,d2,1.9760
2.043924e+04,"Ma(d2,d3)",2D,closed,0,-15,15,0,0,d2,1.9760
2.043924e+04,"Ma(d2,d3)",2D,closed,0,15,-15,0,0,d2,1.9760
2.046966e+04,"Ma(d2,d3)",2D,closed,0,-17,-1,0,0,d3,1.9760
2.046966e+04,"Ma(d2,d3)",2D,closed,0,17,1,0,0,d3,1.9760
2.127652e+04,"Ma(d2,d3)",2D,closed,0,-16,-16,0,0,d3,1.9760
2.127652e+04,"Ma(d2,d3)",2D,closed,0,16,16,0,0,d3,1.9760
2.166864e+04,"Ma(d2,d3)",2D,closed,0,-8,4,0,0,d3,1.9760
2.166864e+04,"Ma(d2,d3)",2D,closed,0,8,-4,0,0,d3,1.9760
2.173403e+04,"Ma(d2,d3)",2D,closed,0,-12,2,0,0,d3,1.9760
2.173403e+04,"Ma(d2,d3)",2D,closed,0,12,-2,0,0,d3,1.9760
2.176672e+04,"Ma(d2,d3)",2D,closed,0,-14,1,0,0,d3,1.9760
2.176672e+04,"Ma(d2,d3)",2D,closed,0,14,-1,0,0,d3,1.9760
2.179942e+04,"Ma(d2,d4)",2D,closed,0,-20,0,-2,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,-20,0,0,-2,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,-18,0,-1,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,-18,0,0,-1,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,-16,0,-16,0,d2,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,-16,0,-16,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,-16,0,0,-16,d2,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,-16,0,0,-16,d5,2.0000
2.179942e+04,Ma(d2),1D,closed,0,-16,0,0,0,,
2.179942e+04,"Ma(d2,d5)",2D,closed,0,-16,0,0,16,d2,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,-16,0,16,0,d2,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,-14,0,0,1,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,-14,0,1,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,-12,0,0,2,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,-12,0,2,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,-8,0,0,4,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,-8,0,4,0,d4,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,8,0,-4,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,8,0,0,-4,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,12,0,-2,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,12,0,0,-2,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,14,0,-1,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,14,0,0,-1,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,16,0,-16,0,d2,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,16,0,0,-16,d2,2.0000
2.179942e+04,Ma(d2),1D,closed,0,16,0,0,0,,
2.179942e+04,"Ma(d2,d5)",2D,closed,0,16,0,0,16,d2,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,16,0,0,16,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,16,0,16,0,d2,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,16,0,16,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,18,0,0,1,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,18,0,1,0,d4,2.0000
2.179942e+04,"Ma(d2,d5)",2D,closed,0,20,0,0,2,d5,2.0000
2.179942e+04,"Ma(d2,d4)",2D,closed,0,20,0,2,0,d4,2.0000
2.179968e+04,"Ma(d2,d3)",2D,closed,0,-16,-16,0,0,d2,1.9760
2.179968e+04,"Ma(d2,d3)",2D,closed,0,16,16,0,0,d2,1.9760
2.180186e+04,"Ma(d2,d3)",2D,closed,0,-16,16,0,0,d2,1.9760
2.180186e+04,"Ma(d2,d3)",2D,closed,0,16,-16,0,0,d2,1.9760
2.183212e+04,"Ma(d2,d3)",2D,closed,0,-18,-1,0,0,d3,1.9760
2.183212e+04,"Ma(d2,d3)",2D,closed,0,18,1,0,0,d3,1.9760
2.186482e+04,"Ma(d2,d3)",2D,closed,0,-20,-2,0,0,d3,1.9760
2.186482e+04,"Ma(d2,d3)",2D,closed,0,20,2,0,0,d3,1.9760
2.260630e+04,"Ma(d2,d3)",2D,closed,0,-17,-17,0,0,d3,1.9760
2.260630e+04,"Ma(d2,d3)",2D,closed,0,17,17,0,0,d3,1.9760
2.309843e+04,"Ma(d1,d3)",2D,closed,-4,0,-2,0,0,d3,1.9320
2.309843e+04,"Ma(d1,d3)",2D,closed,4,0,2,0,0,d3,1.9320
2.312919e+04,"Ma(d2,d3)",2D,closed,0,-15,1,0,0,d3,1.9760
2.312919e+04,"Ma(d2,d3)",2D,closed,0,15,-1,0,0,d3,1.9760
2.316188e+04,"Ma(d2,d4)",2D,closed,0,-19,0,-1,0,d4,2.0000
2.316188e+04,"Ma(d2,d5)",2D,closed,0,-19,0,0,-1,d5,2.0000
2.316188e+04,"Ma(d2,d4)",2D,closed,0,-17,0,-17,0,d2,2.0000
2.316188e+04,"Ma(d2,d4)",2D,closed,0,-17,0,-17,0,d4,2.0000
2.316188e+04,"Ma(d2,d5)",2D,closed,0,-17,0,0,-17,d2,2.0000
2.316188e+04,"Ma(d2,d5)",2D,closed,0,-17,0,0,-17,d5,2.0000
2.316188e+04,Ma(d2),1D,closed,0,-17,0,0,0,,
2.316188e+04,"Ma(d2,d5)",2D,closed,0,-17,0,0,17,d2,2.0000
2.316188e+04,"Ma(d2,d4)",2D,closed,0,-17,0,17,0,d2,2.0000
2.316188e+04,"Ma(d2,d5)",2D,closed,0,-15,0,0,1,d5,2.0000
2.316188e+04,"Ma(d2,d4)",2D,closed,0,-15,0,1,0,d4,2.0000
2.316188e+04,"Ma(d2,d4)",2D,closed,0,15,0,-1,0,d4,2.0000
2.316188e+04,"Ma(d2,d5)",2D,closed,0,15,0,0,-1,d5,2.0000
2.316188e+04,"Ma(d2,d4)",2D,closed,0,17,0,-17,0,d2,2.0000
2.316188e+04,"Ma(d2,d5)",2D,closed,0,17,0,0,-17,d2,2.0000
2.316188e+04,Ma(d2),1D,closed,0,17,0,0,0,,
2.316188e+04,"Ma(d2,d5)",2D,closed,0,17,0,0,17,d2,2.0000
2.316188e+04,"Ma(d2,d5)",2D,closed,0,17,0,0,17,d5,2.0000
2.316188e+04,"Ma(d2,d4)",2D,closed,0,17,0,17,0,d2,2.0000
2.316188e+04,"Ma(d2,d4)",2D,closed,0,17,0,17,0,d4,2.0000
2.316188e+04,"Ma(d2,d5)",2D,closed,0,19,0,0,1,d5,2.0000
2.316188e+04,"Ma(d2,d4)",2D,closed,0,19,0,1,0,d4,2.0000
2.316216e+04,"Ma(d2,d3)",2D,closed,0,-17,-17,0,0,d2,1.9760
2.316216e+04,"Ma(d2,d3)",2D,closed,0,17,17,0,0,d2,1.9760
2.316448e+04,"Ma(d2,d3)",2D,closed,0,-17,17,0,0,d2,1.9760
2.316448e+04,"Ma(d2,d3)",2D,closed,0,17,-17,0,0,d2,1.9760
2.319458e+04,"Ma(d2,d3)",2D,closed,0,-19,-1,0,0,d3,1.9760
2.319458e+04,"Ma(d2,d3)",2D,closed,0,19,1,0,0,d3,1.9760
2.393608e+04,"Ma(d2,d3)",2D,closed,0,-18,-18,0,0,d3,1.9760
2.393608e+04,"Ma(d2,d3)",2D,closed,0,18,18,0,0,d3,1.9760
2.432819e+04,"Ma(d2,d3)",2D,closed,0,-6,6,0,0,d3,1.9760
2.432819e+04,"Ma(d2,d3)",2D,closed,0,6,-6,0,0,d3,1.9760
2.442626e+04,"Ma(d2,d3)",2D,closed,0,-12,3,0,0,d3,1.9760
2.442626e+04,"Ma(d2,d3)",2D,closed,0,12,-3,0,0,d3,1.9760
2.445895e+04,"Ma(d2,d3)",2D,closed,0,-14,2,0,0,d3,1.9760
2.445895e+04,"Ma(d2,d3)",2D,closed,0,14,-2,0,0,d3,1.9760
2.449165e+04,"Ma(d2,d3)",2D,closed,0,-16,1,0,0,d3,1.9760
2.449165e+04,"Ma(d2,d3)",2D,closed,0,16,-1,0,0,d3,1.9760
2.452435e+04,Ma(d2),1D,closed,0,-18,0,0,0,,
2.452435e+04,Ma(d2),1D,closed,0,18,0,0,0,,
2.452435e+04,"Ma(d2,d4)",2D,closed,0,-20,0,-1,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,-20,0,0,-1,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,-18,0,-18,0,d2,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,-18,0,-18,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,-18,0,0,-18,d2,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,-18,0,0,-18,d5,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,-18,0,0,18,d2,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,-18,0,18,0,d2,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,-16,0,0,1,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,-16,0,1,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,-14,0,0,2,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,-14,0,2,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,-12,0,0,3,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,-12,0,3,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,-6,0,0,6,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,-6,0,6,0,d4,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,6,0,-6,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,6,0,0,-6,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,12,0,-3,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,12,0,0,-3,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,14,0,-2,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,14,0,0,-2,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,16,0,-1,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,16,0,0,-1,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,18,0,-18,0,d2,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,18,0,0,-18,d2,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,18,0,0,18,d2,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,18,0,0,18,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,18,0,18,0,d2,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,18,0,18,0,d4,2.0000
2.452435e+04,"Ma(d2,d5)",2D,closed,0,20,0,0,1,d5,2.0000
2.452435e+04,"Ma(d2,d4)",2D,closed,0,20,0,1,0,d4,2.0000
2.452464e+04,"Ma(d2,d3)",2D,closed,0,-18,-18,0,0,d2,1.9760
2.452464e+04,"Ma(d2,d3)",2D,closed,0,18,18,0,0,d2,1.9760
2.452709e+04,"Ma(d2,d3)",2D,closed,0,-18,18,0,0,d2,1.9760
2.452709e+04,"Ma(d2,d3)",2D,closed,0,18,-18,0,0,d2,1.9760
2.455705e+04,"Ma(d2,d3)",2D,closed,0,-20,-1,0,0,d3,1.9760
2.455705e+04,"Ma(d2,d3)",2D,closed,0,20,1,0,0,d3,1.9760
2.526586e+04,"Ma(d2,d3)",2D,closed,0,-19,-19,0,0,d3,1.9760
2.526586e+04,"Ma(d2,d3)",2D,closed,0,19,19,0,0,d3,1.9760
2.585411e+04,"Ma(d2,d3)",2D,closed,0,-17,1,0,0,d3,1.9760
2.585411e+04,"Ma(d2,d3)",2D,closed,0,17,-1,0,0,d3,1.9760
2.588681e+04,"Ma(d2,d4)",2D,closed,0,-19,0,-19,0,d2,2.0000
2.588681e+04,"Ma(d2,d4)",2D,closed,0,-19,0,-19,0,d4,2.0000
2.588681e+04,"Ma(d2,d5)",2D,closed,0,-19,0,0,-19,d2,2.0000
2.588681e+04,"Ma(d2,d5)",2D,closed,0,-19,0,0,-19,d5,2.0000
2.588681e+04,Ma(d2),1D,closed,0,-19,0,0,0,,
2.588681e+04,"Ma(d2,d5)",2D,closed,0,-19,0,0,19,d2,2.0000
2.588681e+04,"Ma(d2,d4)",2D,closed,0,-19,0,19,0,d2,2.0000
2.588681e+04,"Ma(d2,d5)",2D,closed,0,-17,0,0,1,d5,2.0000
2.588681e+04,"Ma(d2,d4)",2D,closed,0,-17,0,1,0,d4,2.0000
2.588681e+04,"Ma(d2,d4)",2D,closed,0,17,0,-1,0,d4,2.0000
2.588681e+04,"Ma(d2,d5)",2D,closed,0,17,0,0,-1,d5,2.0000
2.588681e+04,"Ma(d2,d4)",2D,closed,0,19,0,-19,0,d2,2.0000
2.588681e+04,"Ma(d2,d5)",2D,closed,0,19,0,0,-19,d2,2.0000
2.588681e+04,Ma(d2),1D,closed,0,19,0,0,0,,
2.588681e+04,"Ma(d2,d5)",2D,closed,0,19,0,0,19,d2,2.0000
2.588681e+04,"Ma(d2,d5)",2D,closed,0,19,0,0,19,d5,2.0000
2.588681e+04,"Ma(d2,d4)",2D,closed,0,19,0,19,0,d2,2.0000
2.588681e+04,"Ma(d2,d4)",2D,closed,0,19,0,19,0,d4,2.0000
2.588712e+04,"Ma(d2,d3)",2D,closed,0,-19,-19,0,0,d2,1.9760
2.588712e+04,"Ma(d2,d3)",2D,closed,0,19,19,0,0,d2,1.9760
2.588971e+04,"Ma(d2,d3)",2D,closed,0,-19,19,0,0,d2,1.9760
2.588971e+04,"Ma(d2,d3)",2D,closed,0,19,-19,0,0,d2,1.9760
2.659564e+04,"Ma(d2,d3)",2D,closed,0,-20,-20,0,0,d3,1.9760
2.659564e+04,"Ma(d2,d3)",2D,closed,0,20,20,0,0,d3,1.9760
2.708580e+04,"Ma(d2,d3)",2D,closed,0,-10,5,0,0,d3,1.9760
2.708580e+04,"Ma(d2,d3)",2D,closed,0,10,-5,0,0,d3,1.9760
2.711849e+04,"Ma(d2,d3)",2D,closed,0,-12,4,0,0,d3,1.9760
2.711849e+04,"Ma(d2,d3)",2D,closed,0,12,-4,0,0,d3,1.9760
2.718388e+04,"Ma(d2,d3)",2D,closed,0,-16,2,0,0,d3,1.9760
2.718388e+04,"Ma(d2,d3)",2D,closed,0,16,-2,0,0,d3,1.9760
2.721658e+04,"Ma(d2,d3)",2D,closed,0,-18,1,0,0,d3,1.9760
2.721658e+04,"Ma(d2,d3)",2D,closed,0,18,-1,0,0,d3,1.9760
2.724927e+04,"Ma(d2,d4)",2D,closed,0,-20,0,-20,0,d2,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,-20,0,-20,0,d4,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,-20,0,0,-20,d2,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,-20,0,0,-20,d5,2.0000
2.724927e+04,Ma(d2),1D,closed,0,-20,0,0,0,,
2.724927e+04,"Ma(d2,d5)",2D,closed,0,-20,0,0,20,d2,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,-20,0,20,0,d2,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,-18,0,0,1,d5,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,-18,0,1,0,d4,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,-16,0,0,2,d5,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,-16,0,2,0,d4,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,-12,0,0,4,d5,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,-12,0,4,0,d4,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,-10,0,0,5,d5,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,-10,0,5,0,d4,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,10,0,-5,0,d4,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,10,0,0,-5,d5,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,12,0,-4,0,d4,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,12,0,0,-4,d5,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,16,0,-2,0,d4,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,16,0,0,-2,d5,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,18,0,-1,0,d4,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,18,0,0,-1,d5,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,20,0,-20,0,d2,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,20,0,0,-20,d2,2.0000
2.724927e+04,Ma(d2),1D,closed,0,20,0,0,0,,
2.724927e+04,"Ma(d2,d5)",2D,closed,0,20,0,0,20,d2,2.0000
2.724927e+04,"Ma(d2,d5)",2D,closed,0,20,0,0,20,d5,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,20,0,20,0,d2,2.0000
2.724927e+04,"Ma(d2,d4)",2D,closed,0,20,0,20,0,d4,2.0000
2.724960e+04,"Ma(d2,d3)",2D,closed,0,-20,-20,0,0,d2,1.9760
2.724960e+04,"Ma(d2,d3)",2D,closed,0,20,20,0,0,d2,1.9760
2.725232e+04,"Ma(d2,d3)",2D,closed,0,-20,20,0,0,d2,1.9760
2.725232e+04,"Ma(d2,d3)",2D,closed,0,20,-20,0,0,d2,1.9760
2.838288e+04,"Ma(d2,d3)",2D,closed,0,-7,7,0,0,d3,1.9760
2.838288e+04,"Ma(d2,d3)",2D,closed,0,7,-7,0,0,d3,1.9760
2.851365e+04,"Ma(d2,d3)",2D,closed,0,-15,3,0,0,d3,1.9760
2.851365e+04,"Ma(d2,d3)",2D,closed,0,15,-3,0,0,d3,1.9760
2.857904e+04,"Ma(d2,d3)",2D,closed,0,-19,1,0,0,d3,1.9760
2.857904e+04,"Ma(d2,d3)",2D,closed,0,19,-1,0,0,d3,1.9760
2.861174e+04,"Ma(d2,d5)",2D,closed,0,-19,0,0,1,d5,2.0000
2.861174e+04,"Ma(d2,d4)",2D,closed,0,-19,0,1,0,d4,2.0000
2.861174e+04,"Ma(d2,d5)",2D,closed,0,-15,0,0,3,d5,2.0000
2.861174e+04,"Ma(d2,d4)",2D,closed,0,-15,0,3,0,d4,2.0000
2.861174e+04,"Ma(d2,d5)",2D,closed,0,-7,0,0,7,d5,2.0000
2.861174e+04,"Ma(d2,d4)",2D,closed,0,-7,0,7,0,d4,2.0000
2.861174e+04,"Ma(d2,d4)",2D,closed,0,7,0,-7,0,d4,2.0000
2.861174e+04,"Ma(d2,d5)",2D,closed,0,7,0,0,-7,d5,2.0000
2.861174e+04,"Ma(d2,d4)",2D,closed,0,15,0,-3,0,d4,2.0000
2.861174e+04,"Ma(d2,d5)",2D,closed,0,15,0,0,-3,d5,2.0000
2.861174e+04,"Ma(d2,d4)",2D,closed,0,19,0,-1,0,d4,2.0000
2.861174e+04,"Ma(d2,d5)",2D,closed,0,19,0,0,-1,d5,2.0000
2.990881e+04,"Ma(d2,d3)",2D,closed,0,-18,2,0,0,d3,1.9760
2.990881e+04,"Ma(d2,d3)",2D,closed,0,18,-2,0,0,d3,1.9760
2.994150e+04,"Ma(d2,d3)",2D,closed,0,-20,1,0,0,d3,1.9760
2.994150e+04,"Ma(d2,d3)",2D,closed,0,20,-1,0,0,d3,1.9760
2.997420e+04,"Ma(d2,d5)",2D,closed,0,-20,0,0,1,d5,2.0000
2.997420e+04,"Ma(d2,d4)",2D,closed,0,-20,0,1,0,d4,2.0000
2.997420e+04,"Ma(d2,d5)",2D,closed,0,-18,0,0,2,d5,2.0000
2.997420e+04,"Ma(d2,d4)",2D,closed,0,-18,0,2,0,d4,2.0000
2.997420e+04,"Ma(d2,d4)",2D,closed,0,18,0,-2,0,d4,2.0000
2.997420e+04,"Ma(d2,d5)",2D,closed,0,18,0,0,-2,d5,2.0000
2.997420e+04,"Ma(d2,d4)",2D,closed,0,20,0,-1,0,d4,2.0000
2.997420e+04,"Ma(d2,d5)",2D,closed,0,20,0,0,-1,d5,2.0000
3.243758e+04,"Ma(d2,d3)",2D,closed,0,-8,8,0,0,d3,1.9760
3.243758e+04,"Ma(d2,d3)",2D,closed,0,8,-8,0,0,d3,1.9760
3.250296e+04,"Ma(d2,d3)",2D,closed,0,-12,6,0,0,d3,1.9760
3.250296e+04,"Ma(d2,d3)",2D,closed,0,12,-6,0,0,d3,1.9760
3.256834e+04,"Ma(d2,d3)",2D,closed,0,-16,4,0,0,d3,1.9760
3.256834e+04,"Ma(d2,d3)",2D,closed,0,16,-4,0,0,d3,1.9760
3.260104e+04,"Ma(d2,d3)",2D,closed,0,-18,3,0,0,d3,1.9760
3.260104e+04,"Ma(d2,d3)",2D,closed,0,18,-3,0,0,d3,1.9760
3.263373e+04,"Ma(d2,d3)",2D,closed,0,-20,2,0,0,d3,1.9760
3.263373e+04,"Ma(d2,d3)",2D,closed,0,20,-2,0,0,d3,1.9760
3.269913e+04,"Ma(d2,d5)",2D,closed,0,-20,0,0,2,d5,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,-20,0,2,0,d4,2.0000
3.269913e+04,"Ma(d2,d5)",2D,closed,0,-18,0,0,3,d5,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,-18,0,3,0,d4,2.0000
3.269913e+04,"Ma(d2,d5)",2D,closed,0,-16,0,0,4,d5,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,-16,0,4,0,d4,2.0000
3.269913e+04,"Ma(d2,d5)",2D,closed,0,-12,0,0,6,d5,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,-12,0,6,0,d4,2.0000
3.269913e+04,"Ma(d2,d5)",2D,closed,0,-8,0,0,8,d5,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,-8,0,8,0,d4,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,8,0,-8,0,d4,2.0000
3.269913e+04,"Ma(d2,d5)",2D,closed,0,8,0,0,-8,d5,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,12,0,-6,0,d4,2.0000
3.269913e+04,"Ma(d2,d5)",2D,closed,0,12,0,0,-6,d5,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,16,0,-4,0,d4,2.0000
3.269913e+04,"Ma(d2,d5)",2D,closed,0,16,0,0,-4,d5,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,18,0,-3,0,d4,2.0000
3.269913e+04,"Ma(d2,d5)",2D,closed,0,18,0,0,-3,d5,2.0000
3.269913e+04,"Ma(d2,d4)",2D,closed,0,20,0,-2,0,d4,2.0000
3.269913e+04,"Ma(d2,d5)",2D,closed,0,20,0,0,-2,d5,2.0000
3.389811e+04,"Ma(d2,d3)",2D,closed,0,-15,5,0,0,d3,1.9760
3.389811e+04,"Ma(d2,d3)",2D,closed,0,15,-5,0,0,d3,1.9760
3.406159e+04,"Ma(d2,d5)",2D,closed,0,-15,0,0,5,d5,2.0000
3.406159e+04,"Ma(d2,d4)",2D,closed,0,-15,0,5,0,d4,2.0000
3.406159e+04,"Ma(d2,d4)",2D,closed,0,15,0,-5,0,d4,2.0000
3.406159e+04,"Ma(d2,d5)",2D,closed,0,15,0,0,-5,d5,2.0000
3.464765e+04,"Ma(d1,d3)",2D,closed,-6,0,-3,0,0,d3,1.9320
3.464765e+04,"Ma(d1,d3)",2D,closed,6,0,3,0,0,d3,1.9320
3.649228e+04,"Ma(d2,d3)",2D,closed,0,-9,9,0,0,d3,1.9760
3.649228e+04,"Ma(d2,d3)",2D,closed,0,9,-9,0,0,d3,1.9760
3.678652e+04,"Ma(d2,d5)",2D,closed,0,-9,0,0,9,d5,2.0000
3.678652e+04,"Ma(d2,d4)",2D,closed,0,-9,0,9,0,d4,2.0000
3.678652e+04,"Ma(d2,d4)",2D,closed,0,9,0,-9,0,d4,2.0000
3.678652e+04,"Ma(d2,d5)",2D,closed,0,9,0,0,-9,d5,2.0000
3.792012e+04,"Ma(d2,d3)",2D,closed,0,-14,7,0,0,d3,1.9760
3.792012e+04,"Ma(d2,d3)",2D,closed,0,14,-7,0,0,d3,1.9760
3.801820e+04,"Ma(d2,d3)",2D,closed,0,-20,4,0,0,d3,1.9760
3.801820e+04,"Ma(d2,d3)",2D,closed,0,20,-4,0,0,d3,1.9760
3.814898e+04,"Ma(d2,d5)",2D,closed,0,-20,0,0,4,d5,2.0000
3.814898e+04,"Ma(d2,d4)",2D,closed,0,-20,0,4,0,d4,2.0000
3.814898e+04,"Ma(d2,d5)",2D,closed,0,-14,0,0,7,d5,2.0000
3.814898e+04,"Ma(d2,d4)",2D,closed,0,-14,0,7,0,d4,2.0000
3.814898e+04,"Ma(d2,d4)",2D,closed,0,14,0,-7,0,d4,2.0000
3.814898e+04,"Ma(d2,d5)",2D,closed,0,14,0,0,-7,d5,2.0000
3.814898e+04,"Ma(d2,d4)",2D,closed,0,20,0,-4,0,d4,2.0000
3.814898e+04,"Ma(d2,d5)",2D,closed,0,20,0,0,-4,d5,2.0000
4.054698e+04,"Ma(d2,d3)",2D,closed,0,-10,10,0,0,d3,1.9760
4.054698e+04,"Ma(d2,d3)",2D,closed,0,10,-10,0,0,d3,1.9760
4.067774e+04,"Ma(d2,d3)",2D,closed,0,-18,6,0,0,d3,1.9760
4.067774e+04,"Ma(d2,d3)",2D,closed,0,18,-6,0,0,d3,1.9760
4.071043e+04,"Ma(d2,d3)",2D,closed,0,-20,5,0,0,d3,1.9760
4.071043e+04,"Ma(d2,d3)",2D,closed,0,20,-5,0,0,d3,1.9760
4.087391e+04,"Ma(d2,d5)",2D,closed,0,-20,0,0,5,d5,2.0000
4.087391e+04,"Ma(d2,d4)",2D,closed,0,-20,0,5,0,d4,2.0000
4.087391e+04,"Ma(d2,d5)",2D,closed,0,-18,0,0,6,d5,2.0000
4.087391e+04,"Ma(d2,d4)",2D,closed,0,-18,0,6,0,d4,2.0000
4.087391e+04,"Ma(d2,d5)",2D,closed,0,-10,0,0,10,d5,2.0000
4.087391e+04,"Ma(d2,d4)",2D,closed,0,-10,0,10,0,d4,2.0000
4.087391e+04,"Ma(d2,d4)",2D,closed,0,10,0,-10,0,d4,2.0000
4.087391e+04,"Ma(d2,d5)",2D,closed,0,10,0,0,-10,d5,2.0000
4.087391e+04,"Ma(d2,d4)",2D,closed,0,18,0,-6,0,d4,2.0000
4.087391e+04,"Ma(d2,d5)",2D,closed,0,18,0,0,-6,d5,2.0000
4.087391e+04,"Ma(d2,d4)",2D,closed,0,20,0,-5,0,d4,2.0000
