mass_MeV,substrate,kind,closure,n1,n2,n3,n4,n5,tube_dim,sigma_eff
7.797748e-09,"Ma(d1,d5)",2D,closed,-2,0,0,0,-1,d5,2.0000
7.797748e-09,"Ma(d2,d5)",2D,closed,0,-2,0,0,-1,d5,2.0000
7.797748e-09,"Ma(d3,d5)",2D,closed,0,0,-2,0,-1,d5,2.0000
7.797748e-09,Ma(d5),1D,closed,0,0,0,0,-1,,
7.797748e-09,Ma(d5),1D,closed,0,0,0,0,1,,
7.797748e-09,"Ma(d3,d5)",2D,closed,0,0,2,0,1,d5,2.0000
7.797748e-09,"Ma(d2,d5)",2D,closed,0,2,0,0,1,d5,2.0000
7.797748e-09,"Ma(d1,d5)",2D,closed,2,0,0,0,1,d5,2.0000
1.559550e-08,"Ma(d1,d5)",2D,closed,-4,0,0,0,-2,d5,2.0000
1.559550e-08,"Ma(d2,d5)",2D,closed,0,-4,0,0,-2,d5,2.0000
1.559550e-08,"Ma(d3,d5)",2D,closed,0,0,-4,0,-2,d5,2.0000
1.559550e-08,Ma(d5),1D,closed,0,0,0,0,-2,,
1.559550e-08,Ma(d5),1D,closed,0,0,0,0,2,,
1.559550e-08,"Ma(d3,d5)",2D,closed,0,0,4,0,2,d5,2.0000
1.559550e-08,"Ma(d2,d5)",2D,closed,0,4,0,0,2,d5,2.0000
1.559550e-08,"Ma(d1,d5)",2D,closed,4,0,0,0,2,d5,2.0000
2.339324e-08,"Ma(d1,d5)",2D,closed,-6,0,0,0,-3,d5,2.0000
2.339324e-08,"Ma(d2,d5)",2D,closed,0,-6,0,0,-3,d5,2.0000
2.339324e-08,"Ma(d3,d5)",2D,closed,0,0,-6,0,-3,d5,2.0000
2.339324e-08,Ma(d5),1D,closed,0,0,0,0,-3,,
2.339324e-08,Ma(d5),1D,closed,0,0,0,0,3,,
2.339324e-08,"Ma(d3,d5)",2D,closed,0,0,6,0,3,d5,2.0000
2.339324e-08,"Ma(d2,d5)",2D,closed,0,6,0,0,3,d5,2.0000
2.339324e-08,"Ma(d1,d5)",2D,closed,6,0,0,0,3,d5,2.0000
3.002012e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-1,d5,0.0507
3.002012e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,1,d5,0.0507
3.053798e-08,"Ma(d2,d4)",2D,closed,0,-2,0,-1,0,d4,2.0000
3.053798e-08,Ma(d4),1D,closed,0,0,0,-1,0,,
3.053798e-08,Ma(d4),1D,closed,0,0,0,1,0,,
3.053798e-08,"Ma(d2,d4)",2D,closed,0,2,0,1,0,d4,2.0000
3.119099e-08,"Ma(d1,d5)",2D,closed,-8,0,0,0,-4,d5,2.0000
3.119099e-08,"Ma(d2,d5)",2D,closed,0,-8,0,0,-4,d5,2.0000
3.119099e-08,"Ma(d3,d5)",2D,closed,0,0,-8,0,-4,d5,2.0000
3.119099e-08,Ma(d5),1D,closed,0,0,0,0,-4,,
3.119099e-08,Ma(d5),1D,closed,0,0,0,0,4,,
3.119099e-08,"Ma(d3,d5)",2D,closed,0,0,8,0,4,d5,2.0000
3.119099e-08,"Ma(d2,d5)",2D,closed,0,8,0,0,4,d5,2.0000
3.119099e-08,"Ma(d1,d5)",2D,closed,8,0,0,0,4,d5,2.0000
3.142235e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-1,d4,0.0507
3.142235e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,1,d4,0.0507
3.161795e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,1,d4,0.0507
3.161795e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-1,d4,0.0507
3.302019e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,1,d5,0.0507
3.302019e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-1,d5,0.0507
3.411177e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-2,d4,0.0507
3.411177e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,2,d4,0.0507
3.447137e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,2,d4,0.0507
3.447137e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-2,d4,0.0507
3.822920e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-3,d4,0.0507
3.822920e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,3,d4,0.0507
3.871002e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,3,d4,0.0507
3.871002e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-3,d4,0.0507
3.898874e-08,"Ma(d1,d5)",2D,closed,-10,0,0,0,-5,d5,2.0000
3.898874e-08,"Ma(d2,d5)",2D,closed,0,-10,0,0,-5,d5,2.0000
3.898874e-08,"Ma(d3,d5)",2D,closed,0,0,-10,0,-5,d5,2.0000
3.898874e-08,"Ma(d3,d5)",2D,closed,0,0,10,0,5,d5,2.0000
3.898874e-08,"Ma(d2,d5)",2D,closed,0,10,0,0,5,d5,2.0000
3.898874e-08,"Ma(d1,d5)",2D,closed,10,0,0,0,5,d5,2.0000
3.898874e-08,Ma(d5),1D,closed,0,0,0,0,-5,,
3.898874e-08,Ma(d5),1D,closed,0,0,0,0,5,,
4.336981e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-4,d4,0.0507
4.336981e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,4,d4,0.0507
4.393478e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,4,d4,0.0507
4.393478e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-4,d4,0.0507
4.678649e-08,"Ma(d1,d5)",2D,closed,-12,0,0,0,-6,d5,2.0000
4.678649e-08,"Ma(d2,d5)",2D,closed,0,-12,0,0,-6,d5,2.0000
4.678649e-08,"Ma(d3,d5)",2D,closed,0,0,-12,0,-6,d5,2.0000
4.678649e-08,Ma(d5),1D,closed,0,0,0,0,-6,,
4.678649e-08,Ma(d5),1D,closed,0,0,0,0,6,,
4.678649e-08,"Ma(d3,d5)",2D,closed,0,0,12,0,6,d5,2.0000
4.678649e-08,"Ma(d2,d5)",2D,closed,0,12,0,0,6,d5,2.0000
4.678649e-08,"Ma(d1,d5)",2D,closed,12,0,0,0,6,d5,2.0000
4.921401e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-5,d4,0.0507
4.921401e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,5,d4,0.0507
4.983648e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,5,d4,0.0507
4.983648e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-5,d4,0.0507
5.458424e-08,"Ma(d1,d5)",2D,closed,-14,0,0,0,-7,d5,2.0000
5.458424e-08,"Ma(d2,d5)",2D,closed,0,-14,0,0,-7,d5,2.0000
5.458424e-08,"Ma(d3,d5)",2D,closed,0,0,-14,0,-7,d5,2.0000
5.458424e-08,"Ma(d3,d5)",2D,closed,0,0,14,0,7,d5,2.0000
5.458424e-08,"Ma(d2,d5)",2D,closed,0,14,0,0,7,d5,2.0000
5.458424e-08,"Ma(d1,d5)",2D,closed,14,0,0,0,7,d5,2.0000
5.458424e-08,Ma(d5),1D,closed,0,0,0,0,-7,,
5.458424e-08,Ma(d5),1D,closed,0,0,0,0,7,,
5.554013e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-6,d4,0.0507
5.554013e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,6,d4,0.0507
5.620226e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,6,d4,0.0507
5.620226e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-6,d4,0.0507
6.003624e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,-1,d5,0.0507
6.003624e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,1,d5,0.0507
6.004025e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,-2,d5,0.0507
6.004025e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,2,d5,0.0507
6.107596e-08,"Ma(d2,d4)",2D,closed,0,-4,0,-2,0,d4,2.0000
6.107596e-08,Ma(d4),1D,closed,0,0,0,-2,0,,
6.107596e-08,Ma(d4),1D,closed,0,0,0,2,0,,
6.107596e-08,"Ma(d2,d4)",2D,closed,0,4,0,2,0,d4,2.0000
6.220132e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-7,d4,0.0507
6.220132e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,7,d4,0.0507
6.238199e-08,"Ma(d1,d5)",2D,closed,-16,0,0,0,-8,d5,2.0000
6.238199e-08,"Ma(d2,d5)",2D,closed,0,-16,0,0,-8,d5,2.0000
6.238199e-08,"Ma(d3,d5)",2D,closed,0,0,-16,0,-8,d5,2.0000
6.238199e-08,Ma(d5),1D,closed,0,0,0,0,-8,,
6.238199e-08,Ma(d5),1D,closed,0,0,0,0,8,,
6.238199e-08,"Ma(d3,d5)",2D,closed,0,0,16,0,8,d5,2.0000
6.238199e-08,"Ma(d2,d5)",2D,closed,0,16,0,0,8,d5,2.0000
6.238199e-08,"Ma(d1,d5)",2D,closed,16,0,0,0,8,d5,2.0000
6.284469e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,-2,d4,0.0507
6.284469e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,2,d4,0.0507
6.289136e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,7,d4,0.0507
6.289136e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-7,d4,0.0507
6.310784e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,1,d5,0.0507
6.310784e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,-1,d5,0.0507
6.323591e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,2,d4,0.0507
6.323591e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,-2,d4,0.0507
6.604037e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,2,d5,0.0507
6.604037e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,-2,d5,0.0507
6.822354e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,-4,d4,0.0507
6.822354e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,4,d4,0.0507
6.894274e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,4,d4,0.0507
6.894274e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,-4,d4,0.0507
6.910074e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-8,d4,0.0507
6.910074e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,8,d4,0.0507
6.981090e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,8,d4,0.0507
6.981090e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-8,d4,0.0507
7.017973e-08,"Ma(d1,d5)",2D,closed,-18,0,0,0,-9,d5,2.0000
7.017973e-08,"Ma(d2,d5)",2D,closed,0,-18,0,0,-9,d5,2.0000
7.017973e-08,"Ma(d3,d5)",2D,closed,0,0,-18,0,-9,d5,2.0000
7.017973e-08,Ma(d5),1D,closed,0,0,0,0,-9,,
7.017973e-08,Ma(d5),1D,closed,0,0,0,0,9,,
7.017973e-08,"Ma(d3,d5)",2D,closed,0,0,18,0,9,d5,2.0000
7.017973e-08,"Ma(d2,d5)",2D,closed,0,18,0,0,9,d5,2.0000
7.017973e-08,"Ma(d1,d5)",2D,closed,18,0,0,0,9,d5,2.0000
7.617368e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-9,d4,0.0507
7.617368e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,9,d4,0.0507
7.645840e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,-6,d4,0.0507
7.645840e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,6,d4,0.0507
7.689870e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,9,d4,0.0507
7.689870e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-9,d4,0.0507
7.742003e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,6,d4,0.0507
7.742003e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,-6,d4,0.0507
7.797748e-08,"Ma(d1,d5)",2D,closed,-20,0,0,0,-10,d5,2.0000
7.797748e-08,"Ma(d2,d5)",2D,closed,0,-20,0,0,-10,d5,2.0000
7.797748e-08,"Ma(d3,d5)",2D,closed,0,0,-20,0,-10,d5,2.0000
7.797748e-08,"Ma(d3,d5)",2D,closed,0,0,20,0,10,d5,2.0000
7.797748e-08,"Ma(d2,d5)",2D,closed,0,20,0,0,10,d5,2.0000
7.797748e-08,"Ma(d1,d5)",2D,closed,20,0,0,0,10,d5,2.0000
7.797748e-08,Ma(d5),1D,closed,0,0,0,0,-10,,
7.797748e-08,Ma(d5),1D,closed,0,0,0,0,10,,
8.337599e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-10,d4,0.0507
8.337599e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,10,d4,0.0507
8.411224e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,10,d4,0.0507
8.411224e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-10,d4,0.0507
8.577523e-08,Ma(d5),1D,closed,0,0,0,0,-11,,
8.577523e-08,Ma(d5),1D,closed,0,0,0,0,11,,
8.673961e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,-8,d4,0.0507
8.673961e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,8,d4,0.0507
8.786956e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,8,d4,0.0507
8.786956e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,-8,d4,0.0507
9.006037e-08,"Ma(d4,d5)",2D,closed,0,0,0,-3,-3,d5,0.0507
9.006037e-08,"Ma(d4,d5)",2D,closed,0,0,0,3,3,d5,0.0507
9.040259e-08,"Ma(d4,d5)",2D,closed,0,0,0,-3,-1,d5,0.0507
9.040259e-08,"Ma(d4,d5)",2D,closed,0,0,0,3,1,d5,0.0507
9.067686e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-11,d4,0.0507
9.067686e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,11,d4,0.0507
9.142175e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,11,d4,0.0507
9.142175e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-11,d4,0.0507
9.161394e-08,Ma(d4),1D,closed,0,0,0,-3,0,,
9.161394e-08,Ma(d4),1D,closed,0,0,0,3,0,,
9.161394e-08,"Ma(d2,d4)",2D,closed,0,-6,0,-3,0,d4,2.0000
9.161394e-08,"Ma(d2,d4)",2D,closed,0,6,0,3,0,d4,2.0000
9.348798e-08,"Ma(d4,d5)",2D,closed,0,0,0,-3,1,d5,0.0507
9.348798e-08,"Ma(d4,d5)",2D,closed,0,0,0,3,-1,d5,0.0507
9.357298e-08,Ma(d5),1D,closed,0,0,0,0,-12,,
9.357298e-08,Ma(d5),1D,closed,0,0,0,0,12,,
9.426704e-08,"Ma(d4,d5)",2D,closed,0,0,0,-3,-3,d4,0.0507
9.426704e-08,"Ma(d4,d5)",2D,closed,0,0,0,3,3,d4,0.0507
9.485386e-08,"Ma(d4,d5)",2D,closed,0,0,0,-3,3,d4,0.0507
9.485386e-08,"Ma(d4,d5)",2D,closed,0,0,0,3,-3,d4,0.0507
9.805427e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,-12,d4,0.0507
9.805427e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,12,d4,0.0507
9.842801e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,-10,d4,0.0507
9.842801e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,10,d4,0.0507
9.880594e-08,"Ma(d4,d5)",2D,closed,0,0,0,-1,12,d4,0.0507
9.880594e-08,"Ma(d4,d5)",2D,closed,0,0,0,1,-12,d4,0.0507
9.906056e-08,"Ma(d4,d5)",2D,closed,0,0,0,-3,3,d5,0.0507
9.906056e-08,"Ma(d4,d5)",2D,closed,0,0,0,3,-3,d5,0.0507
9.967296e-08,"Ma(d4,d5)",2D,closed,0,0,0,-2,10,d4,0.0507
9.967296e-08,"Ma(d4,d5)",2D,closed,0,0,0,2,-10,d4,0.0507
1.013707e-07,Ma(d5),1D,closed,0,0,0,0,-13,,
1.013707e-07,Ma(d5),1D,closed,0,0,0,0,13,,
1.023353e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,-6,d4,0.0507
1.023353e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,6,d4,0.0507
1.034141e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,6,d4,0.0507
1.034141e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,-6,d4,0.0507
1.054922e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,-13,d4,0.0507
1.054922e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,13,d4,0.0507
1.062492e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,13,d4,0.0507
1.062492e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,-13,d4,0.0507
1.091685e-07,Ma(d5),1D,closed,0,0,0,0,-14,,
1.091685e-07,Ma(d5),1D,closed,0,0,0,0,14,,
1.110803e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,-12,d4,0.0507
1.110803e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,12,d4,0.0507
1.124045e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,12,d4,0.0507
1.124045e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,-12,d4,0.0507
1.129786e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,-14,d4,0.0507
1.129786e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,14,d4,0.0507
1.137401e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,14,d4,0.0507
1.137401e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,-14,d4,0.0507
1.146876e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,-9,d4,0.0507
1.146876e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,9,d4,0.0507
1.161300e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,9,d4,0.0507
1.161300e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,-9,d4,0.0507
1.169662e-07,Ma(d5),1D,closed,0,0,0,0,-15,,
1.169662e-07,Ma(d5),1D,closed,0,0,0,0,15,,
1.200725e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,-2,d5,0.0507
1.200725e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,2,d5,0.0507
1.200805e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,-4,d5,0.0507
1.200805e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,4,d5,0.0507
1.205045e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,-15,d4,0.0507
1.205045e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,15,d4,0.0507
1.208555e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,-1,d5,0.0507
1.208555e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,1,d5,0.0507
1.212696e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,15,d4,0.0507
1.212696e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,-15,d4,0.0507
1.221519e-07,"Ma(d2,d4)",2D,closed,0,-8,0,-4,0,d4,2.0000
1.221519e-07,Ma(d4),1D,closed,0,0,0,-4,0,,
1.221519e-07,Ma(d4),1D,closed,0,0,0,4,0,,
1.221519e-07,"Ma(d2,d4)",2D,closed,0,8,0,4,0,d4,2.0000
1.239457e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,1,d5,0.0507
1.239457e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,-1,d5,0.0507
1.244026e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,-14,d4,0.0507
1.244026e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,14,d4,0.0507
1.247640e-07,Ma(d5),1D,closed,0,0,0,0,-16,,
1.247640e-07,Ma(d5),1D,closed,0,0,0,0,16,,
1.256894e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,-4,d4,0.0507
1.256894e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,4,d4,0.0507
1.257827e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,14,d4,0.0507
1.257827e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,-14,d4,0.0507
1.262157e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,2,d5,0.0507
1.262157e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,-2,d5,0.0507
1.264718e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,4,d4,0.0507
1.264718e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,-4,d4,0.0507
1.280630e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,-16,d4,0.0507
1.280630e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,16,d4,0.0507
1.288310e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,16,d4,0.0507
1.288310e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,-16,d4,0.0507
1.301094e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,-12,d4,0.0507
1.301094e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,12,d4,0.0507
1.318043e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,12,d4,0.0507
1.318043e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,-12,d4,0.0507
1.320807e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,4,d5,0.0507
1.320807e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,-4,d5,0.0507
1.325617e-07,Ma(d5),1D,closed,0,0,0,0,-17,,
1.325617e-07,Ma(d5),1D,closed,0,0,0,0,17,,
1.356485e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,-17,d4,0.0507
1.356485e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,17,d4,0.0507
1.364190e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,17,d4,0.0507
1.364190e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,-17,d4,0.0507
1.364471e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,-8,d4,0.0507
1.364471e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,8,d4,0.0507
1.378855e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,8,d4,0.0507
1.378855e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,-8,d4,0.0507
1.382015e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,-16,d4,0.0507
1.382015e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,16,d4,0.0507
1.396218e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,16,d4,0.0507
1.396218e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,-16,d4,0.0507
1.403595e-07,Ma(d5),1D,closed,0,0,0,0,-18,,
1.403595e-07,Ma(d5),1D,closed,0,0,0,0,18,,
1.432568e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,-18,d4,0.0507
1.432568e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,18,d4,0.0507
1.440295e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,18,d4,0.0507
1.440295e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,-18,d4,0.0507
1.476420e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,-15,d4,0.0507
1.476420e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,15,d4,0.0507
1.481572e-07,Ma(d5),1D,closed,0,0,0,0,-19,,
1.481572e-07,Ma(d5),1D,closed,0,0,0,0,19,,
1.495094e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,15,d4,0.0507
1.495094e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,-15,d4,0.0507
1.501006e-07,"Ma(d4,d5)",2D,closed,0,0,0,-5,-5,d5,0.0507
1.501006e-07,"Ma(d4,d5)",2D,closed,0,0,0,5,5,d5,0.0507
1.508845e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,-19,d4,0.0507
1.508845e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,19,d4,0.0507
1.513426e-07,"Ma(d4,d5)",2D,closed,0,0,0,-5,-1,d5,0.0507
1.513426e-07,"Ma(d4,d5)",2D,closed,0,0,0,5,1,d5,0.0507
1.516589e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,19,d4,0.0507
1.516589e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,-19,d4,0.0507
1.523474e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,-18,d4,0.0507
1.523474e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,18,d4,0.0507
1.526899e-07,"Ma(d2,d4)",2D,closed,0,-10,0,-5,0,d4,2.0000
1.526899e-07,"Ma(d2,d4)",2D,closed,0,10,0,5,0,d4,2.0000
1.526899e-07,Ma(d4),1D,closed,0,0,0,-5,0,,
1.526899e-07,Ma(d4),1D,closed,0,0,0,5,0,,
1.529168e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,-12,d4,0.0507
1.529168e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,12,d4,0.0507
1.537974e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,18,d4,0.0507
1.537974e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,-18,d4,0.0507
1.544352e-07,"Ma(d4,d5)",2D,closed,0,0,0,-5,1,d5,0.0507
1.544352e-07,"Ma(d4,d5)",2D,closed,0,0,0,5,-1,d5,0.0507
1.548401e-07,"Ma(d4,d5)",2D,closed,0,0,0,-4,12,d4,0.0507
1.548401e-07,"Ma(d4,d5)",2D,closed,0,0,0,4,-12,d4,0.0507
1.559550e-07,Ma(d5),1D,closed,0,0,0,0,-20,,
1.559550e-07,Ma(d5),1D,closed,0,0,0,0,20,,
1.571117e-07,"Ma(d4,d5)",2D,closed,0,0,0,-5,-5,d4,0.0507
1.571117e-07,"Ma(d4,d5)",2D,closed,0,0,0,5,5,d4,0.0507
1.580898e-07,"Ma(d4,d5)",2D,closed,0,0,0,-5,5,d4,0.0507
1.580898e-07,"Ma(d4,d5)",2D,closed,0,0,0,5,-5,d4,0.0507
1.585287e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,-20,d4,0.0507
1.585287e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,20,d4,0.0507
1.593047e-07,"Ma(d4,d5)",2D,closed,0,0,0,-1,20,d4,0.0507
1.593047e-07,"Ma(d4,d5)",2D,closed,0,0,0,1,-20,d4,0.0507
1.651009e-07,"Ma(d4,d5)",2D,closed,0,0,0,-5,5,d5,0.0507
1.651009e-07,"Ma(d4,d5)",2D,closed,0,0,0,5,-5,d5,0.0507
1.666204e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,-18,d4,0.0507
1.666204e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,18,d4,0.0507
1.667520e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,-20,d4,0.0507
1.667520e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,20,d4,0.0507
1.682245e-07,"Ma(d4,d5)",2D,closed,0,0,0,-2,20,d4,0.0507
1.682245e-07,"Ma(d4,d5)",2D,closed,0,0,0,2,-20,d4,0.0507
1.686068e-07,"Ma(d4,d5)",2D,closed,0,0,0,-3,18,d4,0.0507
1.686068e-07,"Ma(d4,d5)",2D,closed,0,0,0,3,-18,d4,0.0507
1.705588e-07,"Ma(d4,d5)",2D,closed,0,0,0,-5,-10,d4,0.0507
1.705588e-07,"Ma(d4,d5)",2D,closed,0,0,0,5,10,d4,0.0507
